,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0568918224194239,0.07361229993365644,4.782036132757644e-05,0.0020791770576040745,-0.028582688687824098,0.09811639029469932,0.014073616146891756,0.07560812273659726,-0.024148984408407747,0.045301481606971394,0.0306527026619454,0.11687752345743775,0.1656574170985017,0.1090990566517883,0.05603789805112787,0.07252572757777223,-0.0022897432063506374,0.17799825730224417,0.10825527175083623
HALLMARK_ALLOGRAFT_REJECTION,-0.10282595756610288,-0.12908269864466748,0.008186339172142192,0.023737106058789224,-0.010881880776039892,0.07306209871483473,0.09897414020197869,0.06929139465957461,-0.013554384016171553,-0.003544675810564016,0.021751620018380973,0.024133992015190196,0.08673802777541144,0.09921895304355946,0.03295039989135352,0.0787459307785242,0.022052953018426982,0.13248879083028517,2.516198409565419e-05
HALLMARK_ANDROGEN_RESPONSE,0.0785473882193855,0.05125663911543346,0.017716604876929293,0.03190297698234712,-0.009782782086732986,0.11983322830302236,0.05823925642367206,0.11933803572004721,-0.005002249334165507,0.03908629706039202,-0.04567201409670669,-0.014147082275183404,0.16483697517765641,0.12299940543091459,0.018342538557314613,0.0900700222198702,0.00405209593461773,0.14672247474835995,0.06675873632572059
HALLMARK_ANGIOGENESIS,-0.06373704873299149,-0.031412550127236,-0.08213583946411626,-0.0188070486155237,-0.014446437128578534,-0.12391486000137862,0.06487991410683133,-0.011273192340360108,-0.05656463721168014,0.03654478931139978,-0.010573024753428643,-0.06131689252751866,-0.02999623750694595,-0.022119366297929516,-0.01915811394722227,0.09685768140613862,0.059065699513815906,0.0007404963147825742,-0.047448300287809546
HALLMARK_APICAL_JUNCTION,0.10059288059651146,0.030221270207841815,0.04889334889833947,0.02467343764777167,0.012187086903925995,0.0785233833432681,0.0826969336269979,0.06295438683190792,0.016859930536641574,0.03978067442209877,-0.032472229356926396,0.021154349892295223,0.152898680857481,0.1174566942941154,0.06552712714353545,0.05394623373025317,0.045808271784921216,0.17891542109849795,0.09279602045671385
HALLMARK_APICAL_SURFACE,0.10443949945792484,0.03860058539824826,-0.004907412998123521,0.03734860584888926,-0.02657564959943795,0.02485294032121003,-0.03863034007277177,0.03592586218418132,0.05303182253889879,0.00611377409621133,-0.01064995917970237,0.043641315874703296,0.0831265963982616,0.07918332575585683,0.06565342831775504,0.07828045598377613,0.0048456055393295335,0.1740136567821218,0.07188180129942742
HALLMARK_APOPTOSIS,0.028213175118084924,0.006163391681627194,-0.005172775111301326,0.012342139051730422,0.016013495567040615,-0.03684243590476369,0.057503375570112744,0.042022625573282936,-0.029143208577065708,-0.009218269887629499,0.09598351622344585,0.03192734848014401,-0.08780989252367757,0.014271697478292695,-0.004971619224417495,0.07847735476150754,0.055184970736536505,0.10980361434810208,-4.248466285978752e-05
HALLMARK_BILE_ACID_METABOLISM,0.08371060047609473,0.0644103461588661,0.019188669672844536,0.008344496386979887,-0.011849331851804208,0.041366713904166776,0.04029122776849192,0.11773863417855827,0.04016495503512706,0.010259756176378244,-0.010860242889869838,0.07337547369641748,0.18569351245891627,0.0819867084284372,-0.013523671291889085,0.042223934746665026,-0.002390461668161154,0.1160384896541441,0.07936924721401466
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08590439054956378,0.047379096519763866,0.012622873899345858,0.02069884515481156,0.026646736940456887,0.05252532720645996,0.04573622970687261,0.00010352221609652598,-0.0007557524331092188,0.016778383100115604,-0.005226907535626956,0.11340312294782541,0.14763927774451255,0.11209038807282026,-0.007178107914357165,0.017543876584027968,0.0033715428814887747,0.10754605596226655,0.12642537122373748
HALLMARK_COAGULATION,-0.09796291452360648,0.06048239047579601,0.005911250465107188,-0.011326559367978033,-0.022230472452551938,0.03901595017158377,0.09502548427450196,0.059197229739285366,-0.07065138435698982,0.018988944647492394,0.0073778814878239,0.03841720483678577,0.06306304984870624,0.12153237875831512,0.01724738715753764,0.05092836652023364,0.025190158516117306,0.18812838667290654,0.05647594198977732
