,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08772243424586636,0.09736858423497412,0.08434700904301846,-0.0019017956767520665,0.11327914467703544,0.06552976853903429,0.12234121959439528,0.11342473146047075,-0.15598003590743764,0.10239348896338032,0.0061282025609482645,0.2258527094983491,0.1457646606331533,0.14316612643843335,0.21041927713052164,0.04802648476711905,0.023805463833122403,0.18676366344330084
HALLMARK_ALLOGRAFT_REJECTION,-0.057175818936348585,0.11696492974844348,-0.09157276782337959,-0.0866404143903544,0.03695613119482584,0.026247281264466675,0.040426516574560985,-0.07824172416744732,-0.43704466742724446,0.030220092592622448,-0.043470642833333024,-0.42669460321426894,-0.152551902155441,0.04794023504112703,0.12165541043967151,-0.028028049514713764,0.029659616145997537,0.00803661717956835
HALLMARK_ANDROGEN_RESPONSE,0.0460553435751006,0.049640333317996915,0.0711730996242941,0.029241429911740356,0.09970948836423556,0.05303315261851251,0.12406666660306843,-0.04414646795187863,-0.42852626235645286,-0.015005012293882505,0.024464228888738594,-0.16483845445156992,-0.1425830829313989,0.1037121715716213,0.1713718048384526,-0.024104545792317137,0.002940681098735694,0.0048141975958753795
HALLMARK_ANGIOGENESIS,-0.09751673700778665,-0.29918840407842845,0.019027479182561546,0.12552560087683393,0.12212053155745344,-0.015266094291020351,-0.2631038370406881,-0.17111644082385405,-0.5325371921079509,-0.21507982827894845,-0.06844772005383071,-0.43499269863388906,-0.4193411557210049,-0.05749232017282456,-0.16964559785167174,-0.07024510750895493,-0.1303529279676244,-0.264378236924989
HALLMARK_APICAL_JUNCTION,0.09571187136421413,0.0429461194388541,0.09709830701748298,-0.05067836097727427,0.05865725622462537,0.07639350521303995,0.022137905279424313,-0.05641597628721175,-0.36256348752266,-0.061555850652014805,0.037740631725462694,0.04696087353090516,-0.23983188170936506,0.1500534023120451,0.1989793280588665,0.0766557356382261,-0.0008475181071282957,0.2571535753527033
HALLMARK_APICAL_SURFACE,0.0765783820610092,0.2815105939111453,0.1830485481358924,0.056761246814844256,0.046755049006512034,0.05359703786767998,0.039832929667635075,0.10877836181031458,0.34115955189209585,0.0980995385613456,0.12551600248819528,0.29118040630119,-0.14409034908213253,0.09353768936307642,0.20703411191059498,0.05403313237821016,0.13687947840770004,0.12728443765627961
HALLMARK_APOPTOSIS,0.055325289807114396,0.0012011632297699703,-0.09549431739559228,-0.04544845618016706,-0.05709995070675347,0.007111417510048201,-0.03738588082335889,0.08499760649038542,-0.05047572900571584,-0.17328149976119914,0.008912968358806648,-0.10891092808928288,0.2315664644202473,-0.08298088586228954,-0.06503317503844573,-0.045233722166017745,0.15441294168345399,0.2573185298411552
HALLMARK_BILE_ACID_METABOLISM,0.02206365234455191,-0.009503030940637916,0.11368198132454312,-0.03882378438569166,0.07166392077248936,-0.006349586877036944,0.0018159699262097976,-0.018832190983057814,-0.5047505579452507,-0.13811367210339867,-0.07230590303868178,-0.08419250745497157,-0.16040253423929676,0.10425011992553353,0.1840279417116933,0.03631730502348923,-0.0828883273389038,-0.012309871447464748
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06073136102051833,-0.10276951956518528,0.17023755854866018,-0.04191411662383454,0.033992015925483614,0.05597408196370207,0.014175823001201562,-0.08895070590648438,-0.35004918509503286,-0.19581095128049417,-0.022230572543997976,-0.3038316247808227,-0.32596708426932675,0.13933567594811166,0.21749298754516824,0.06805237344919561,-0.041218853581954616,0.042801571357958215
HALLMARK_COAGULATION,-0.025548271755527808,-0.06352791814704153,-0.05630444458929105,-0.029863176874240522,0.02719127442697427,0.06279584009692948,-0.0010703991343766637,-0.13943977558182674,-0.5007360861307243,-0.004477705637786561,-0.11961866541474264,-0.4604237706386034,-0.2054290510116062,0.07745779724964083,0.13579655906904028,-0.14619366239976345,0.04244223756749003,-0.13721776418255263
HALLMARK_COMPLEMENT,0.009454439147919129,0.1637546674428007,0.07875109928489837,-0.013502172612874043,0.11223298342876706,-0.0028889229951042784,0.13353234162874966,-0.0010224898195246488,-0.3213706619221163,-0.15661763955924202,0.031615614850439046,-0.2716538726073942,0.10645327588385962,0.12548867193820912,0.12148517659816473,0.07183889310255935,0.0610760940432935,0.2083722762274462
HALLMARK_DNA_REPAIR,0.0701628640193829,0.084853139662671,0.16209292040806872,-0.026423289175446937,0.09433701595906666,0.07515161766543722,0.13050242428502096,-0.005494226917827999,-0.2915760234804124,0.015990655253165755,-0.006750104854145376,0.24883629183499006,-0.16921790147600507,0.1415002769520611,0.23741464630941378,0.12635706388008874,-0.08666329080097723,0.2397973332920702
HALLMARK_E2F_TARGETS,0.08997928866910057,0.17805438446992297,0.14846341509486216,-0.06818521147330872,0.09156600672922421,0.06817608508528897,0.08749299112616638,-0.1031698160633175,-0.4016585541225263,-0.02331760631630257,0.007336104379670664,0.34496699774444894,-0.19797579109570557,0.10355707812515193,0.17566824594785663,0.09329378929339732,-0.09476963393493942,0.1690385030625308
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0770464517719913,-0.27470751969860563,-0.11570077806970447,0.021157881791076468,-0.06510935998122666,-0.017036164211626268,-0.19617587489027072,-0.12902339432533813,-0.37983008100504667,-0.19756458236080257,-0.08622512840625804,-0.3592025558059699,-0.35988349629638455,0.006680835963225151,-0.09140235058487407,-0.10309229294733113,-0.10815413429809244,0.12508874981783819
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08139984486194993,0.055666338574983085,0.055837359129004054,-0.010768370134745136,0.013707449011501447,0.03980274922831286,0.1878341567841732,0.07637397913504086,-0.156076511072832,0.11219052961110473,-0.03916390568745283,0.3926823832898967,0.3874283412104329,0.15729920995700802,0.12482628816662154,0.1451881014661818,-0.05344497523578997,0.22776899486238306
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0531189679961568,0.14512545235525928,0.1089605588344377,0.024179178272230133,0.09850992409400373,-0.008391754041513584,0.041269233543476204,0.06075583697118799,0.3690114730198906,0.06454918034928023,0.031989837016648,-0.14796182326536864,-0.27946249146471597,0.13117320797092244,0.20817053316802936,0.07837261011535741,0.06053798517497177,0.21607198680267306
HALLMARK_FATTY_ACID_METABOLISM,0.029254329648390774,-0.06924047301183543,0.02420947103902477,0.004625479363720423,-0.08528610826015656,0.03722250738296316,0.11102934207440653,0.04338225232088137,-0.3785240927818281,-0.11465046148501619,0.010361650049114737,0.02842315230799077,0.2966335334462435,0.0009019249766646493,0.01594651901541915,0.07353950894506886,-0.0005243018431996491,0.09718618420793108
HALLMARK_G2M_CHECKPOINT,0.06674137003498454,0.01069928113261068,0.13161234213045364,-0.030469605183341887,0.029927795582862467,0.05628364224712948,-0.022245435401713573,-0.11845640553108229,-0.42943395787104327,-0.09656507763714113,0.018812589593324533,-0.047886316084690815,-0.3470399530917188,0.024663015211901677,0.1307941501803547,0.048729481691230314,-0.1686207056736744,0.15202022453955003
HALLMARK_GLYCOLYSIS,0.06647073249304189,-0.03877908515406688,0.17802401649851327,-0.0010177469881083015,-0.008111702398583614,0.035369312561122634,-0.006122286952629029,0.1114970685401224,-0.21967852250732606,-0.008051265412759858,0.08602167268958259,0.41339350447196876,-0.05918360002144074,0.18719599387810953,0.1665813126778833,0.11949317918146947,0.012902258086219514,0.21408853603252262
HALLMARK_HEDGEHOG_SIGNALING,0.0036773960115852886,0.24541169033063423,0.3172497205203788,0.06557522963310612,0.04507560209083822,0.11036301418153838,0.24184748362746664,0.20108851557489457,0.5163365743971269,0.24661710742604614,0.1797024496036716,0.49332041890862066,0.362111559552949,0.22425358910687376,0.13113033312719768,0.18504664216148456,0.2947212869724408,0.32454900081380356
HALLMARK_HEME_METABOLISM,0.04021246519611016,0.05115704509331791,0.15771101341004698,-0.05567503747368115,0.1388125458362481,0.08087240086490671,0.17444998783355398,0.08389977599198359,-0.2742328050121318,0.11003830130139237,-0.01805375823155288,0.20240301212258213,-0.05077135631050768,0.13310197576050536,0.21331142019349283,0.10325190351834312,0.10828392596531189,0.24685429477902734
