,MGH258,UKF248,UKF255,UKF260,UKF269,UKF275,UKF304,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,-0.014667101374464949,0.014019263659511184,-0.030978000723011687,0.08766051775676346,0.08365469989990745,-0.018995430516640172,-0.03645714817377018,0.044201170698304704,0.09933561621705889
HALLMARK_ALLOGRAFT_REJECTION,0.08564943585306752,0.003074248167829339,-0.06825822502225826,0.0010441703778108378,0.10710265148104531,0.077829738543498,0.10913785741196104,0.06954660544290386,0.0057699112702494166
HALLMARK_ANDROGEN_RESPONSE,0.010347043309030348,0.003945115328390357,-0.03805646567569227,0.0571929623579502,0.09044843610068333,0.07030909692150739,0.037275578334540906,0.01140641494777629,0.021260907858816465
HALLMARK_ANGIOGENESIS,0.08796560144526838,0.01570627880456828,-0.07432827610394806,-0.058705948424763295,0.1444006671334536,0.0561828328834431,0.046510119879124845,0.06395449074547176,-0.11845107253109353
HALLMARK_APICAL_JUNCTION,0.01801707414029951,0.0033425284611468603,0.006489589653907229,0.06782454460539332,0.079535993572707,0.04135838503362475,0.06571878112049372,0.02671787401152496,0.05566693045165376
HALLMARK_APICAL_SURFACE,0.05050583407794303,-0.024879120570300117,-0.03739060441504299,0.026408225235271233,-0.014848756289107479,0.015400950656461498,-0.11507965314932632,0.04263055995509312,0.0370760473623367
HALLMARK_APOPTOSIS,-0.09661688525007431,0.030253877496121698,0.00016884329168325522,-0.04561658688677358,0.035947867186175535,0.017758728958244666,0.08189797617473385,-0.02051014823429242,-0.039409484574211846
HALLMARK_BILE_ACID_METABOLISM,-0.03157892267920118,-0.021521465130542632,-0.06766091578281529,0.07430679482941921,0.1429093173403284,0.039875937682251554,0.046474804167162063,0.03588185859521305,0.12039275619219122
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04549951433849476,0.07167885191436334,0.010476216998853047,0.015984078863881666,0.09582456502058145,-0.024045534002978094,0.04140315865323917,-0.007556970587574914,0.05802852781174335
HALLMARK_COAGULATION,0.0969210078387448,-0.008476836099898567,-0.035235587073928924,-0.002843814211144529,0.10025453026015478,0.07256352022672878,0.11225373345787389,0.048126307364781816,-0.01964919118926967
HALLMARK_COMPLEMENT,0.05981700138614558,0.03734266599030267,0.005131047049453161,-0.009870501113559952,0.09815299100944874,0.0321385391384496,0.11636328606122465,0.03844257035023194,0.06175990917390948
HALLMARK_DNA_REPAIR,-0.035426873879830414,0.04170605232957713,0.0003609514050036157,0.10913593563320373,0.08910632955806981,-0.010586941357392276,-0.0084695451840003,0.08206538710232555,0.09483483208600778
HALLMARK_E2F_TARGETS,-0.014430246864222335,-0.002941493678755271,-0.0607539738527418,0.03985330440770644,0.10426166812398681,0.03336761357909982,-0.0462165887753159,-0.010527260445825734,0.08220497933171704
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.017852690971089928,0.05117900205077196,0.06691492829015178,-0.0014879685189439279,0.1025092345218216,0.01421561295370891,0.12104195014114827,0.03921616516987449,-0.04886065295142442
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.012410657258237286,0.01848926157477966,0.01013277620574075,0.08555055574987169,0.05242817407872248,0.05147349977895585,-0.11288930247032211,0.01797712435120462,0.1164833250659091
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.028256880328271637,0.05151447850445987,-0.014012604000761002,-0.012132654408904453,-0.058082926552960316,0.023625159589647466,0.06625841765065918,0.032183622273470304,0.08736040099301122
HALLMARK_FATTY_ACID_METABOLISM,0.06433953249951523,0.08295375963366945,0.0461270231920372,0.0154934118296815,0.09852981068377031,0.06079963820174105,0.027777034186852744,0.044683204794588365,0.0870143505743825
HALLMARK_G2M_CHECKPOINT,0.005242859807921938,-0.011961439958800517,0.06219116491502736,0.03807302084279536,0.10561513463953236,0.03921680496999253,0.031067855386510156,0.03914537213581652,0.09263009867859934
HALLMARK_GLYCOLYSIS,-0.045895024685726885,0.02286065682424658,0.04578720345175966,-0.0063013516180114,0.09137762973494988,-0.000682659611632524,-0.055546316389163186,0.03169231935502962,0.060974176349225744
HALLMARK_HEDGEHOG_SIGNALING,0.022054359214947146,0.008802348644325188,0.009617594772590346,0.02132642379133769,-0.1104804672515807,-0.025137369184356512,-0.09628003963116356,0.010470290264259543,0.06519642770631538
HALLMARK_HEME_METABOLISM,0.006608712498422365,0.017430818492922665,-0.02507062120144404,0.0873952752592243,0.09108064542595606,-0.005427171032325861,-0.056115203607115846,0.03348019266002753,0.10453266557196628
HALLMARK_HYPOXIA,-0.000353594760317836,0.019846859376738073,0.07511356125595728,-0.0183454074644387,-0.08271555400725222,-0.0058351522430097925,0.050041219128157705,0.022106868224336412,0.025207984231333306
HALLMARK_IL2_STAT5_SIGNALING,0.03561423625386892,0.05356767814708929,-0.05968864796266898,0.019537812066267167,0.12656028974908073,-0.024190756220029756,0.027749209382232652,-0.034461354278955504,0.06823240300205465
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.041253262743826416,0.054366052624979955,0.03341976951645753,0.011994748922191037,0.13793708061840182,0.05603529597878787,0.09222492162393171,0.07230176217021933,0.007311090104071387
HALLMARK_INFLAMMATORY_RESPONSE,0.008575176418873277,0.0472888190765365,0.030443668955931587,0.005251916636020026,0.025820998341928445,-0.022733983640194372,0.017420292465463356,0.069577339876795,0.019233763302832513
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.00514165697414395,-0.018529335589380375,-0.04869044772072856,0.09312439430124396,0.10495833565894515,0.07730889632390003,0.10495092554321782,-0.03145447668740759,0.04800867201352204
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.05653294909115771,0.049288375832481954,0.0485901615111221,-0.043374483452731136,0.1230588681386694,0.11369754244287943,0.13094911357766367,0.03774220370586802,0.022069971356188146
