,ZH1007nec,ZH916inf
HALLMARK_ADIPOGENESIS,0.030561645880108672,0.01455204516167044
HALLMARK_ALLOGRAFT_REJECTION,0.05482386989150716,-0.030620106943504047
HALLMARK_ANDROGEN_RESPONSE,0.06516067959703614,0.04445216851926204
HALLMARK_ANGIOGENESIS,-0.04730189384597478,0.025978467148196342
HALLMARK_APICAL_JUNCTION,0.04166327509656307,0.08892328076392242
HALLMARK_APICAL_SURFACE,-0.0020946540285292944,0.009504228709874966
HALLMARK_APOPTOSIS,-0.0011720313710432309,0.04015319356678776
HALLMARK_BILE_ACID_METABOLISM,0.07824194283737412,-0.0373816136717932
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08275688357028696,-0.09611195172208753
HALLMARK_COAGULATION,0.06165885304608001,-0.09477600726138717
HALLMARK_COMPLEMENT,0.035264058471060865,0.10509438909067648
HALLMARK_DNA_REPAIR,0.1199156938426016,0.06899237678649066
HALLMARK_E2F_TARGETS,0.07710423179397029,0.010656196346296111
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.00502579763714896,0.001964656506529339
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0047100154425761855,0.02019449935773299
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07433102814415131,0.13101541495880023
HALLMARK_FATTY_ACID_METABOLISM,0.004329951039799548,0.04191160445750683
HALLMARK_G2M_CHECKPOINT,0.08490075091601215,0.061725734552772984
HALLMARK_GLYCOLYSIS,0.039233196544715215,0.06763913588086137
HALLMARK_HEDGEHOG_SIGNALING,0.0533683831037474,0.08490547218342318
HALLMARK_HEME_METABOLISM,0.08079704823199489,0.009159672545021093
HALLMARK_HYPOXIA,-0.07956522991206276,0.08934034777462468
HALLMARK_IL2_STAT5_SIGNALING,0.03820276584209308,-0.06786575896618227
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.006743729390479256,-0.11021666872072856
HALLMARK_INFLAMMATORY_RESPONSE,0.02539919235978506,-0.020986902273912204
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06873306217463136,-0.1220136372972925
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.03145995504808254,0.05295747415040262
HALLMARK_KRAS_SIGNALING_DN,0.06259023168692737,0.06212315621861771
HALLMARK_KRAS_SIGNALING_UP,0.0039170126102065815,0.10780355535899631
HALLMARK_MITOTIC_SPINDLE,0.021122441736747724,-0.009578691888131569
HALLMARK_MTORC1_SIGNALING,-0.005457068906904656,0.0248373898659897
HALLMARK_MYC_TARGETS_V1,0.10405583264126671,0.03630569548371032
HALLMARK_MYC_TARGETS_V2,0.0031527989820584103,0.047660979358112344
HALLMARK_MYOGENESIS,0.03389789053142871,0.02560462599721943
HALLMARK_NOTCH_SIGNALING,0.10391333292098262,0.02042170204173756
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.1271153793398574,0.05179159614557303
HALLMARK_P53_PATHWAY,0.014520410737718158,0.08072183736900225
HALLMARK_PANCREAS_BETA_CELLS,0.07169551624161,0.06236875353453082
HALLMARK_PEROXISOME,0.14581163190129498,0.07709318354680676
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.014254545466147111,0.1090416391577355
HALLMARK_PROTEIN_SECRETION,0.07654185530906363,0.024564337875586248
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.01838778004940306,-0.03816443795709467
HALLMARK_SPERMATOGENESIS,0.05915595129332987,0.059151126694649725
HALLMARK_TGF_BETA_SIGNALING,0.08742417450476536,0.003672520290992285
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.028664255557083056,0.10286851660896841
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.09160963227449764,0.007568216580397225
HALLMARK_UV_RESPONSE_DN,0.013247118764454125,0.04936966678280999
HALLMARK_UV_RESPONSE_UP,-0.008992258099820053,0.06583572982917202
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.03505905510169317,-0.14386276887617105
HALLMARK_XENOBIOTIC_METABOLISM,0.04597528418831423,-0.06782265512723241
