,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.0321956466612296,0.08965658885412431,-0.008211083636151527,0.10883532537752501,0.04120490892630808,0.13968565926616502,0.11136505526843936,-0.17536973818332643,0.12542331278297578,-0.0006712969248194489,0.3004239740208033,0.07044945916056557,0.13379900288520058,0.17064686790401265,0.08015905743813016,0.3269533041321485,0.3212178938616229,0.014638483982008685,0.05337489548975032,0.011805819469203473,0.10906956481666184,0.051286902706190705,0.22619005208869117
HALLMARK_ALLOGRAFT_REJECTION,0.11807382620961765,-0.062352532740854394,-0.08414920810852172,0.07017385826387394,0.02925681214565103,0.08763662587594734,-0.34122913186006104,-0.44156562294354357,0.0908793879018202,-0.07902681808357254,-0.5051006311146048,-0.0971819388905008,-0.17194474475552096,0.10989946490293327,0.0362143067517928,0.2527797860417778,0.17292590821974355,0.00023320964444517592,-0.062002249377653786,0.019049423763867115,0.08526977170607963,0.07037503055736596,0.05476416141017952
HALLMARK_ANDROGEN_RESPONSE,0.1125852103796448,0.09818877193868208,0.019507949020383514,0.11877378372787142,-0.014000884831114562,0.2916174323318403,-0.14301042439792308,-0.3931042373972607,-0.06876562281162639,-0.019077253267597107,-0.20964082301835021,0.05323457732843846,-0.17167885356728702,0.13240395674981842,-0.019979206069633493,0.2392742021539831,0.2654460277765892,0.023962192469448956,-0.03522270572525237,0.02961038267133698,0.1235518966285919,0.049678349154380776,0.06585226400407812
HALLMARK_ANGIOGENESIS,-0.055579396047719894,-0.004555837833642418,0.030142018853822287,0.0921083529736298,-0.07186943702444698,-0.3366104636800287,-0.3015670396063396,-0.5161806565164474,-0.26144282833790605,-0.17200403777533188,-0.5238619915111432,-0.10359815576300536,-0.31954618167903204,0.16692089760918627,-0.018028923188701567,-0.045911655793272416,-0.10104414441437919,0.02094459479796584,-0.15157418167129974,0.002063202802648236,0.031311524553439496,-0.1316290117844297,-0.16082670240832184
HALLMARK_APICAL_JUNCTION,0.02880984964509282,0.0904600432192937,-0.035851112975340334,0.02499584694408157,0.05991451766816794,0.017429397959438486,-0.17116351749221187,-0.38366695424785946,-0.1024219860093335,0.01963961767278082,0.07070980545068878,-0.0039433378139195905,-0.24809603053507664,0.11121603766204792,0.04922697803650981,0.3049077116381961,0.33611068809897,0.036097679217611665,0.12694614763595444,0.019920626084520766,0.09439901754075093,0.0751366331835246,0.24963526607436648
HALLMARK_APICAL_SURFACE,0.041426901515947315,0.14537342157326166,-0.014667195393926078,0.00991578533219337,0.01988784720785934,0.035244826921078616,0.2507020450561464,0.3382502884688766,0.06349613999132264,0.18099467811332517,0.28648162583724585,-0.00029409909184282965,-0.12621231303409747,0.14489585412048775,0.1981241830389567,0.24088770753982885,0.2752253278877947,0.04865110328986134,-0.003108691878778496,0.021243454316556186,0.09696199966182674,0.22251359794227846,0.08789309996854267
HALLMARK_APOPTOSIS,-0.06002820911349266,-0.02322473091992859,-0.029964683937211797,-0.016164608061402866,0.01479250758785899,0.043456765088943784,0.05860209987411863,-0.060570848702319505,-0.24053414260681838,-0.020996874684412647,-0.11002117988129907,0.14952860909647958,0.21038826518401044,-0.004869341378122978,0.07385517116623654,-0.10898099525952638,-0.08825853676003793,0.023497506200495295,-0.08979768574585517,0.0195104697582762,0.09051382961447191,0.159845747671564,0.13554518430158238
HALLMARK_BILE_ACID_METABOLISM,-0.026560552706856772,0.10258694837538816,-0.01847069275727744,0.023636729406663348,0.10364183163082477,-0.008496848104355316,-0.12622758182667154,-0.47450758400160464,-0.10765697964222037,-0.04686467452693254,-0.10223926061464728,0.052423631095448286,-0.15763748298731087,0.08932026589417434,0.1668210423284782,0.22201185362152256,0.2740281238264338,0.012167721983820741,0.05921350222740656,-0.008046607639321381,0.08125721286799802,-0.09384410111101109,0.011751494214453755
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05322627635261376,0.12669459475282355,-0.00491602496660338,0.026446310893418964,0.0185252985713027,-0.02030538022040426,-0.23277876491892002,-0.3430309384803583,-0.22201545307070103,-0.035369126806496495,-0.36872333245363115,0.023176005028747268,-0.35471334945399147,0.23688177605788985,0.09946898556159801,0.2847305470192268,0.34266962584486793,-0.009364542270556846,0.06238627499688343,-0.03863316251869055,0.05620465262531433,-0.020435702129054843,0.048725476677603526
HALLMARK_COAGULATION,-0.13750029301997174,-0.02506711206620955,-0.014874380728171866,-0.004728191365077557,0.0247883308174321,0.09598633930038028,-0.33693688375826153,-0.4859174100079487,-0.05677577494016102,-0.20321051905095602,-0.5240823177817214,-0.09442879485452185,-0.28337101535999437,-0.018776978173383488,0.09964388899022986,0.2630664572228698,0.2679489538235938,0.01468497736633172,-0.15038215497623691,-0.07455528880156709,0.13264396895412908,0.08139522317093908,-0.08413503475254658
HALLMARK_COMPLEMENT,0.0576070815109451,0.04964925221373683,-0.01632747285081824,0.10434479294974257,0.01929450783904738,0.26567561894795705,0.03764954858871502,-0.3303635366497293,-0.20906033620724,0.054337081228149404,-0.3274003302492255,-0.01325194219766423,0.09348311392102106,0.1969886000492331,0.029604114783713515,0.2578182468176241,0.19356731816184217,0.032817711378816235,0.03941186757391171,0.011071287926759656,0.06119501318530428,0.0721112198868747,0.20159766794661602
HALLMARK_DNA_REPAIR,0.1570907666375812,0.14944686723701578,-0.029268245391953218,0.12729769748881628,0.03572593646267557,0.19670358305723662,-0.08816620060784675,-0.2786639259871006,-0.06044549749147771,0.01585810493158057,0.27366984376997133,0.007233392695807578,-0.13837030469290088,0.24367913542494085,0.13505505645440422,0.3007558995173347,0.31931764771148374,0.006945720290778676,0.15017200949176054,0.03067947494211901,0.08367634993296823,-0.10407350674157857,0.2686739106678177
HALLMARK_E2F_TARGETS,0.11754885177142493,0.0931494135923233,-0.04840285809315464,0.04330829315875016,0.0651002622783532,0.16146231006590625,-0.28854895167969785,-0.39573194500689024,-0.07377384062911754,0.04497586297636071,0.38342928535754167,-0.0306988630328113,-0.2514501629759614,0.20169346023410392,0.10586384318720388,0.21314417861844837,0.21592355615833506,0.036412718815718774,0.0922745797339714,0.029313237027396122,0.07822429863970323,-0.05250520215269907,0.17804106442859838
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.12382005483937954,-0.020000652637392095,0.0017872396812437762,0.02702621991003798,-0.05874240583035313,-0.2429608244309363,-0.3142837721842428,-0.38485067780362847,-0.2337299815685767,-0.13199626939799652,-0.3919070508094505,-0.04506756688839028,-0.3243487165609398,0.10001252084138074,-0.096618559398981,-0.026103913930992945,-0.08013888100350144,0.03772764702716023,-0.1739529896736733,0.018445287996618952,0.15680506272832614,-0.05081365835817562,0.13175158704214102
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.042339672870769306,0.07781380547113924,-0.07401144264301822,0.023999504143804924,-0.01529924731544398,0.35341855120898885,0.2014502977985484,-0.2052347985221656,0.06596755054567324,-0.06817563437514342,0.38978542682022915,-0.03897597049483617,0.3291219808014258,-0.010029770787279318,0.0858511807700504,0.23381461726958205,0.2713013073576921,0.022094058205743825,0.16570014879123515,-0.005981335904519919,0.11010250949505719,-0.029102376812039636,0.16353336406038727
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04307060412046861,0.09110141208847461,0.0803298438421058,0.06281232993152665,0.026209690012217218,0.054789526044385826,-0.01631686582548119,0.3269535923653182,-0.0021524108099851913,0.08100549375934517,-0.1001242508249968,0.03962348149820312,-0.21667463453964586,0.14076418486104952,0.05810707497018873,0.26317154005324994,0.2784919317050569,0.0033103129912659826,0.007962568913935502,-0.016449427798782324,0.054795451671730104,0.08003153432723263,0.12145069293967536
