,UKF243,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.02920307866612659,0.018025970209260656,0.0370069672681174,-0.11446193947637913,0.008945009402997193,0.12615252651987777,0.007502381721513943,0.04407080999790716,-0.04351922810078944,0.09810705021082305,-0.18456181408305447,-0.05434556400657171,-0.006914065014403748,-0.026029141627569273,0.046106270400135055,0.07268753422242284,0.07454561790446268
HALLMARK_ALLOGRAFT_REJECTION,0.045354281151809055,0.037224675683578796,0.013451966960184181,-0.0712404658787733,-0.021203197965822148,0.1302287895382058,-0.0022293664915419903,0.10153041819196423,-0.013389617739112543,0.05679102051626813,-0.1572943272445245,-0.04776463631807447,-0.05080694197747083,-0.05945664419675263,0.058685802139602346,-0.034406509973432434,0.053617779209642384
HALLMARK_ANDROGEN_RESPONSE,-0.008264054237578703,-0.003776717656104202,-0.0013155208227250594,-0.033377713391831876,0.023563130544249907,0.10603621898314072,0.041731854559010934,0.025401192615258462,-0.025348577534668414,0.07074821219635895,-0.12717917235069834,-0.005269943711926091,0.0076224041595202375,0.004403172000262806,0.08093493222861546,0.09354515002851704,-0.014732186886242522
HALLMARK_ANGIOGENESIS,0.13081332552007693,-0.029045451267650943,-0.021703072000854744,-0.10155275796406914,0.05587643617221275,0.11604656992842916,-0.015235206231561988,-0.03051891063927367,0.08695165586386508,0.06092838948235607,-0.029911938489648206,0.0217161269763563,0.006575927853726624,0.10257375107818717,0.04812031195670353,0.08733941435985096,0.05558686418998166
HALLMARK_APICAL_JUNCTION,-0.02308602348882533,-0.012440338137613572,0.04227357837583905,-0.1117699594881412,-0.01512494490697475,0.09924229582306054,-0.0344344468645386,0.04697599231131557,-0.02541662327487387,0.053124143387677195,-0.14976748489980718,-0.02908824571765854,-0.003860947870272549,0.008820465128907811,0.06304886067712678,0.11680509671049394,0.06220730194956138
HALLMARK_APICAL_SURFACE,-0.02585761436410309,-0.014446927808812052,0.026084999755042793,-0.11594209238207635,-0.006552788750306377,-0.06326033125884283,0.08905595867997332,-0.03780611989306809,-0.031444254395269676,0.10830409723784706,-0.13112790349220976,-0.06281900563531505,0.044677809175765304,-0.0033082428068921033,0.04721407556024745,0.01825207133224034,0.04129849854618993
HALLMARK_APOPTOSIS,-0.028051887270680174,0.04870369180913993,0.01449093815063892,0.08642216209921517,-0.005437198380902146,0.03966337658121471,0.04989832553482968,0.08147819269950664,0.04074397201936759,0.06188120188026627,0.11240470261158877,0.04685360919725574,0.04396150776956653,-0.048580229812305205,0.031194356805390303,-0.00453575015190312,0.0018186634705087115
HALLMARK_BILE_ACID_METABOLISM,-0.029755058207632985,-0.02158459899332501,0.0028387288023257284,-0.12667106821024274,-0.05080364514208242,0.08750803387434279,0.02290810655761056,0.01364951904058307,-0.03599132902674172,0.12287268687664955,-0.18381322135863717,-0.001482060308427903,-0.03259351358251623,-0.03837892656545605,0.012423950845657724,0.07310531995678538,0.03858352909274843
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.043515264014814876,-0.0067511804680611374,0.02844302230860176,-0.06750458149561653,-0.03842404094154555,0.0640809342248161,-0.029558622681598198,-0.05442382174008765,0.04801039672487086,0.1047298537112952,-0.16103911006365176,-0.018863814520928376,0.0196460765210331,-0.01107395644370698,0.01654777290885904,0.08502759234391187,0.003844823819919772
HALLMARK_COAGULATION,-0.0721990475230654,-0.0002700614861533842,0.039656198674027955,-0.051964597820801484,-0.046970613025173184,0.10651388421075801,-0.07645685828788017,0.07191256363000245,-0.07992694413867102,0.03578427414634628,-0.15980080420905102,-0.04696993783829753,0.05043020187620781,-0.05983239310665164,0.057678462753225405,0.0593214963485168,0.01619741624340771
HALLMARK_COMPLEMENT,0.058867579201222264,0.02498332624452783,-0.016688989135175566,-0.10675493433795795,0.008394181795633832,0.09808994729381054,0.030969899363114485,0.0708929970612195,0.008189901419636669,0.06253180861607865,-0.160916687703783,-0.00959539079847609,0.02877782544834146,0.0013311904756137078,0.06638869319052487,0.04588736475567618,0.03186538293811957
HALLMARK_DNA_REPAIR,0.0029225387890026086,-0.010212871150887376,0.029137064744099595,-0.03313240959190131,0.006695527313843353,0.13778539634861064,-0.0057197295501681305,0.042475313215258326,-0.01992010338498117,0.08709111027258745,-0.1558165170546451,-0.034271067922568274,0.033869598625302866,-0.0040534804766884204,0.006475060769972557,0.11245072552313354,0.02748513053565143
HALLMARK_E2F_TARGETS,-0.03346387184526374,-0.04159427573295654,0.03698729357353083,-0.12555752031212994,-0.02368412535149572,0.11901391406761885,-0.05152081772031601,0.016069116551795676,0.02468295573481321,0.08255267071968615,-0.16719375415032348,0.033757107447900024,-0.010965326029103092,0.001944262192671547,-0.0037754702916015367,0.07414052852166884,0.08679888515333933
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.016073619992888612,0.03753446147413841,0.021880481448347085,0.11095902190055398,0.01904069599509124,0.11102010038441915,-0.02847708824206027,0.023327138320344307,-0.038742330604287445,0.05194556018829171,0.07120571630683036,0.05112845874218269,0.006755644070192694,0.04042904109438936,0.045962072605702835,0.09544760636586874,-0.02156994422319659
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.06785841240882312,0.06727239019562141,-0.016398371047245026,-0.06273892477520059,-0.01912562098379474,0.03993270082782161,0.009759357803672401,0.024493774696956436,-0.034000970324270845,0.05651805621253093,-0.09933612598235765,-0.015820660495088068,-0.005572790847075987,0.0035568283527364184,0.04991577352544356,0.11278144230934617,0.011947146816682424
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0321874253856101,-0.0075492033404137935,0.01996627087265595,-0.06941900457465462,0.005951980362700061,0.014347501559310296,-0.029733216135719838,0.003911734415800211,0.024665773727779186,0.0945956998826271,-0.14633254038900356,0.0020162073617737766,0.03449588332538525,0.015896426718576526,0.04851446762886719,0.024205004037098025,0.05232313534892265
HALLMARK_FATTY_ACID_METABOLISM,0.07062977900122439,0.04173969442464757,-0.002624706833119882,0.1451424081926552,0.003153509969082317,0.06758552053719376,0.020303675854070082,0.026118810329347594,-0.01482938672271873,0.024732025288965495,0.10898044136346151,0.02548090400594893,0.004375754441820031,0.07912673505106346,0.03766776926993331,0.04987233003394854,0.028782946944945986
HALLMARK_G2M_CHECKPOINT,0.008794206348031392,0.006547364622030943,0.04227479873814656,-0.07340124469097332,-0.01900365782081681,0.11085898535604503,-0.05443142124523446,0.019285590101099953,0.029322472060303674,0.037561576855707754,-0.10542414930282967,0.06528196105065036,-0.03056822508556806,-0.006342009434571398,0.0029461530842973143,0.1353440160687729,0.025548777715127244
HALLMARK_GLYCOLYSIS,0.014267223554263554,0.03936414059676804,0.02780553296619841,-0.0037649368207544652,0.013097647934114748,0.09309095810618968,-0.027997134398948464,0.008778154128697528,0.04945081471406962,0.050573064161807214,-0.08751259708462869,0.01812677740603035,0.01720615705436531,0.06285846550890656,0.03379756815026502,0.09900132999567218,0.09662582385853248
HALLMARK_HEDGEHOG_SIGNALING,-0.07411381689382432,-0.002133079538460304,0.01988322674618048,-0.08589332337943202,0.013780366738175016,-0.03822049858092502,0.07309960811022105,0.0177729911075967,0.0041114504289217115,0.0685009571579573,-0.09624362318235923,-0.022081411518825377,0.07444999372341791,0.057720432753292805,0.030611842550978697,-0.03398286524615061,0.024453912898796133
HALLMARK_HEME_METABOLISM,-0.008414597888340994,0.04261375780821638,0.03272531578413242,0.007240366050636193,0.015575108720865668,0.12437957962486196,0.01176401040263315,0.053946021944893084,-0.03217604148322879,0.07330465953137445,-0.16583025038231555,-0.027664232407441536,0.0010601308283217062,0.004555212465084366,0.08048644849851123,0.10094437872997954,0.0016082380852296164
HALLMARK_HYPOXIA,0.045189615986601255,0.049815917780572226,0.009222412635695528,0.15607484146490366,0.035982222776298,-0.04922025531875254,0.024611438091754027,0.010073012450504296,-0.09216404443356509,-0.01924004500173724,0.1767090636483407,0.04728221412072161,-0.025931245904213657,0.10058529691185501,0.056695093525869635,0.15312315704096263,0.0078869557569728
HALLMARK_IL2_STAT5_SIGNALING,0.03648267229106988,0.03487422833784815,0.012150694714299467,-0.09618302544731211,-0.013432102469548807,0.10273546530454264,-0.05899100749571007,0.06072878175783345,0.02977332293252581,0.03716366239336688,-0.1554233261054889,-0.023703851541844616,0.003977632756528738,0.025739708114906466,0.05225508167585861,0.1428679963884893,0.016845195752888953
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05766239931780361,0.03786359991575215,-0.02000460611299585,-0.06383839333784432,-0.005344454604068417,0.06609357618351197,0.009808231469264055,-0.04112601576452184,-0.049750572091991095,0.018783728748943646,-0.1226546871661902,-0.041635759651550655,0.010425946495711437,0.010046789144273538,0.017451582839491504,0.11392485892505344,-0.0818114862673673
HALLMARK_INFLAMMATORY_RESPONSE,0.01423414875229266,0.024625534045778868,-0.009710274983274363,-0.0029399173871176762,0.007724266169596436,0.03880833908247908,-0.046092412214255446,0.0055975067100203345,0.06606729658001748,0.013688921099928114,0.09479847001077547,0.010710861736308941,-0.006572689004435431,0.008387078263081042,0.07672804284151878,0.11579208941540563,-0.08039726172959709
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.03349057258326335,0.004029930984840275,0.046949888585373384,-0.16127981211489398,-0.018969396745624218,0.15914089267619258,0.04857194655761528,0.02128750469807113,-0.11732493454321341,0.06941756853841367,-0.19168512635465285,-0.03047377629000227,0.011199101466949744,-0.07173239651612276,0.016012140407301666,0.04162029076557635,0.019189068538902183
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.012894069640977803,0.06627975746711336,-0.011000015342411573,0.11517501212532169,0.021918444227285037,0.10053529158579613,0.024122045061518944,0.016376362901975573,-0.05632057219374571,0.05288754195393088,-0.03679585116383731,-0.007152286317992406,0.006950467004771784,-0.026753503454116694,0.06929025078539454,0.12776830587384286,0.00801263748897481
HALLMARK_KRAS_SIGNALING_DN,-0.0032626956138264254,0.0061516378421979274,0.05020242514292965,-0.06361308882221232,-0.04066900531059743,-0.03840792245541407,-0.01725711783797441,-0.04905118457983785,0.10914541721305783,0.09774865474294556,-0.11774300976930649,-0.04483650202437398,0.017508567614300075,0.03176193906594536,0.046057232200888525,0.045387716669018745,0.06363144070162785
HALLMARK_KRAS_SIGNALING_UP,0.033351976841291715,0.035865703586052095,0.03061798968978871,-0.1102715596833375,0.036109659918621556,0.06740885729553771,0.02211214781183389,0.04308619254651195,-0.006463654711003109,0.0640150117779063,-0.17456744977994226,-0.020050548050047877,0.023997421993378128,0.0051511558065463516,0.06271364119671481,0.04254441929476332,0.05342571799976747
HALLMARK_MITOTIC_SPINDLE,-0.0038820624684818973,0.005593686176288749,0.05434352426934366,-0.09902357405806296,-0.0030623285492286053,0.10598582881044634,-0.008337723772245757,0.01771601041107541,-0.02731180281101921,0.07076636665593154,-0.11928039959742881,-0.02212663263806852,-0.006465498413236702,-0.010200595563571929,0.0381787276332379,0.09442144688974254,0.026258787985114333
HALLMARK_MTORC1_SIGNALING,0.0676634496728187,0.05501985411157708,0.022034946927716514,0.14484265743332425,0.01951208150629874,0.09280196187936589,0.013278818291093225,-0.006728366352075189,-0.002852404541092301,-0.018856521927482515,0.0787873714698546,0.016144324182939932,-0.02422776006485512,0.09489790589671757,0.08122371801039438,0.09194502491474989,0.051055427645814014
HALLMARK_MYC_TARGETS_V1,0.04698222595063333,-0.003913374466677583,0.026861555042159133,-0.07902458851855021,-0.00808735754975794,0.12412350118672935,-0.03784112092878706,0.07338149463379703,0.007529088917634091,0.1092252674647637,-0.15900616547536944,-0.0284996345874297,-0.0181185199690893,0.009234283331975906,0.02984262914692307,0.12195976679141551,0.05038181016861294
