,MGH258,UKF243,UKF248,UKF259,UKF269,UKF296,UKF313,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.041563423571745646,0.1784042486125601,0.05740750485313292,0.06307415073359378,0.16164907617055346,0.04208797205855747,0.081728907462363,0.028214625468854865,0.011809779671851595,0.2082618279352052,0.07822410409555439
HALLMARK_ALLOGRAFT_REJECTION,-0.06226475184710142,-0.05486355628049678,0.003892497871235331,0.004515759268176816,0.2262172810751889,0.016814680288795344,0.03536755141758457,0.038446638401009064,-0.004763585957937682,0.06715410826193113,-0.04760346276741583
HALLMARK_ANDROGEN_RESPONSE,0.049851600116429466,0.10324809967753859,0.07148369707080818,-0.021721063898423175,0.23863446920666273,0.06461961481484708,0.04898058681295951,0.051835308408073,-0.03383206950787519,0.04189893026766247,0.02913580415310067
HALLMARK_ANGIOGENESIS,-0.0005134470015947769,-0.016972307910851556,-0.030386602081470166,-0.03756059947385387,0.21806103270861293,0.0856922534538665,0.02870236125860947,-0.0393798839872788,0.006106243686824991,-0.2012036991140221,-0.08838492807718552
HALLMARK_APICAL_JUNCTION,0.11895666001151596,0.11517814776886211,0.06952254960671524,0.05224437566590319,0.23636322481803193,0.04582954618242478,0.09011802494793425,0.06557799513881367,0.0266336863775808,0.12345534246376302,0.0425993498885435
HALLMARK_APICAL_SURFACE,0.08135529137823652,0.01641516064037791,0.1186477981298593,0.035454204697086565,-0.058064741314905154,0.008378850882868433,0.09236983392266004,-0.014929443674642811,0.008841597478544603,0.04748558976017973,-0.05678199618630285
HALLMARK_APOPTOSIS,0.027377358735425423,0.06311980733936944,0.0007790142301713966,0.019959816973042378,0.11482987117281625,0.027423776412409846,-0.043111331662277166,0.0233266509766441,-0.03158506961068441,0.0032817600507855102,-0.053847475884343535
HALLMARK_BILE_ACID_METABOLISM,0.09413614445449153,0.09993809383537423,0.06340555555365354,0.0037467586816189147,0.24479994393987006,0.03971733683781079,-0.04209918591340055,0.051121417341264096,-0.018219997295950457,0.24526537180665595,0.11847977477190642
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.039170660979751595,0.12133769197330492,0.0896133688250137,0.033665838564171366,0.17932270822151222,0.023509437429944515,0.050757959491160645,0.033237195519549706,0.018739308149769828,0.16928971783298602,0.12469528489488262
HALLMARK_COAGULATION,-0.06844056789690163,0.11725199667099255,0.014067634119810454,0.04296562814063627,0.20341487938165376,0.010602246026008825,0.13341230423319056,0.058524423429691705,-0.0003138493382037552,-0.016792830976288482,-0.022904261096026744
HALLMARK_COMPLEMENT,-0.012281475922396664,0.06968426534211043,0.02761754427063595,0.0261028772078497,0.20505799614110892,0.03239154222042531,-0.004438434466563262,0.10298402167960406,-0.04633230260767686,0.17484097705197887,0.04192152639774467
HALLMARK_DNA_REPAIR,0.08288985038874665,0.05946553531840178,0.085671199720341,-0.0021714396788496686,0.2350806232892333,0.04254133159712311,0.07409127226480425,0.07453406472801345,0.009419981234277366,0.223406101683925,0.1453477134631478
HALLMARK_E2F_TARGETS,0.062093130042949446,0.07465616930171995,0.07680935707723119,0.03350564470821735,0.23870727690601312,0.0015273138478377785,0.09803087104214202,0.04527797721555032,0.02749568187654216,0.21362802776513107,0.08638262742077943
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04903843304980163,0.07354898176692486,-0.045214347398492435,0.006480224495390834,0.22291147934890054,0.032396497759505656,0.0645546948317372,0.02152123431298423,-0.017657349128497257,-0.05684537310006312,-0.030398585724249586
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04762666507953385,0.08331408874278087,0.04908071549143255,0.0563481417213625,0.16945020059198135,0.011400896663545408,0.013538965939502283,0.06570248756460226,0.013260966936747515,0.15299885400051227,0.0828016681231858
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.054064895018704213,0.0695548408083988,0.08582779118172149,0.000337210158301147,-0.050584354262175606,0.0008857241824154525,0.030501695079559674,0.04869117352579992,-0.02752453067999663,0.17239579162835167,0.09513481466690049
HALLMARK_FATTY_ACID_METABOLISM,-0.05120424202395389,0.006159565210372346,-0.002596235214821661,-0.058521682246962387,0.15198242052551683,0.03215290364261052,0.02505885711686468,0.04263846219972485,-0.023548513682236843,0.12458644671357813,0.06707830006115292
HALLMARK_G2M_CHECKPOINT,0.10017787339755255,0.0993126037732271,0.048364113530045105,-0.0018807048777502867,0.24716109294254532,0.0207411235316372,0.06971556242546052,0.029224021909281653,-0.033006845267398825,0.21678013783456881,0.05724394443328779
HALLMARK_GLYCOLYSIS,0.09276880229440354,0.08556369075616586,0.07977502632173651,-0.005103274308777046,0.2153977708349777,-0.016197787258760036,0.08444706765048873,0.05474674881710691,0.037357089618395775,0.17335879662014425,0.05894095663656061
HALLMARK_HEDGEHOG_SIGNALING,-0.019489753238016383,0.10522980606985632,0.10035519239428348,-0.0005378473665337927,-0.09292783919126962,-0.03092883004611913,0.04371320753405723,0.002893602768976257,0.03496836145455906,0.0906653242098418,-0.08670377146434483
HALLMARK_HEME_METABOLISM,0.060236132753447094,0.09822772453557577,0.09218185373890735,0.028330286727864275,0.22437566675808737,-0.007870434399774551,0.0896633366335954,0.09241891878356205,-0.010918218704423633,0.2339199690430161,0.09702495278858456
HALLMARK_HYPOXIA,0.10926156567370342,-0.011568175442599306,-0.059543974646706556,-0.004273245803310152,-0.05262152549262822,0.0035205276746968182,-0.037229536538145286,0.0474699355212471,0.0308693372078243,0.06082100953257488,0.07585414735240287
HALLMARK_IL2_STAT5_SIGNALING,-0.02744073412070693,0.09121880207025018,0.041940622568179306,-0.0378114745326777,0.22824761792037898,-0.018863981329460336,0.056246959564502104,0.08272473330465774,0.03434502620185065,0.155646270374456,0.06880268985947682
