,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.06391764038996778,0.115214207427804,0.06911626167901898,-0.021830752784203104,0.0062295158731118195,0.057930904416732654,0.04141232367193753,-0.010847042647808072,0.0618465499566183,0.0009421188986961482,0.03876981756606137,0.11046207881567348,0.05046979197019379,0.07758098767112526,0.18368390266232718,0.07231345865273286,-0.0301978530413821,0.0631554169251654,0.19894873607224087,0.015384916992256812
HALLMARK_ALLOGRAFT_REJECTION,0.12783703141092134,0.07118115669648553,0.057081625714712064,0.04673404672483628,0.0009435657087858944,0.12069308006082213,-0.04786532001005478,-0.02973001666605513,0.09057379741140316,0.05728892960636325,-0.04439246623409901,0.07546811173853105,-0.060595460376214876,0.1240914806067306,0.056152636624093914,0.051589412189655036,-0.042541959652642514,-0.06231036319065286,0.36058133178813,0.056105540935708666
HALLMARK_ANDROGEN_RESPONSE,-0.11374404618258509,0.10557609615501408,0.03769917776936298,0.022334059382724404,-0.01638718639869123,0.17335485664673325,-0.004312095628831182,-0.033121085716540044,0.04949969991294378,0.04502728092837845,-0.014293545114971416,0.08694780008938467,0.008265788634464028,0.08922403957937625,0.1474609165548229,0.10205519807695536,-0.02190538625210876,-0.06253077674723873,0.3336086995556483,0.11744303424320239
HALLMARK_ANGIOGENESIS,0.06653086292889977,-0.12246103350697136,0.0023424285796204503,0.05370845188347223,0.0069081670233469205,-0.07587007640366492,-0.0617839055755782,-0.02982548239374793,0.019776613398011175,0.012115614754570592,-0.11740301616226083,-0.06154448282214259,-0.10035232414212318,0.14469933563749857,-0.053769162846579024,-0.01789236964446458,-0.07969919066318358,-0.05366155090570065,0.16029702823084752,-0.014290286954063336
HALLMARK_APICAL_JUNCTION,-0.08753336495201275,0.10266650318757606,0.10257444776716626,0.047817594158506026,0.0005814760692691157,0.1586043907504194,-0.025394167520880376,-0.02853100810138492,0.0858652679942717,0.021679258495777207,0.08671115886349691,0.12157041380893292,-0.05723896153118717,0.06673394091308696,0.1603484655074234,0.08511452030811631,-0.04741311413328972,0.03258239103759712,0.34358364981181116,0.007478879561825791
HALLMARK_APICAL_SURFACE,-0.06719032145927624,0.22798450000519002,0.06328875941242888,0.051288812139778935,0.030581492349358544,-0.02416107314606279,0.0916132190112831,0.09416285552286895,0.07542821603294107,-0.0501807082150377,0.03344810213019909,0.09635642489477171,-0.010910114649907479,0.04545934170859777,0.17578015048386336,0.10753423462418815,-0.01639913186751806,0.06038855733161899,0.32360430637828225,0.10614053031929563
HALLMARK_APOPTOSIS,-0.01736599795507516,0.03368982735734948,0.031245069173419123,-0.028764800533312766,0.020433134941425412,0.10654860999705604,0.058208574496262315,0.00554273539742232,0.042409053373861284,0.018649844875934986,0.018109466860450927,0.02873771065755363,0.03008049485676681,-0.008403378234366465,-0.011590834528775816,0.022588430151803594,-0.01249054398041665,-0.07547386795582299,0.21355152796785162,0.05292900821695714
HALLMARK_BILE_ACID_METABOLISM,-0.10376489810174036,0.11758564482382966,0.050727665843003596,0.03627478491832224,0.03839094399914467,-0.05644423339622423,0.0025864914095758865,-0.01737612151689672,0.10606703484627662,0.004977673664396712,-0.030397931903035788,0.06448997214892851,-0.04070490745358596,0.05358584633595109,0.09307229750222325,0.08646552644023248,0.03709560601986161,0.056572618450556694,0.04604203002132696,-0.05524342719004339
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.09162664324066876,0.053165269298307796,-0.001866885739797918,-0.005031212884094489,-0.024443116794219347,0.026078372365946116,-0.07235626960146624,-0.03200643119510301,0.03406826692693426,-0.021096503544905817,-0.07938426085256572,0.12201817196857914,-0.0376424776095051,0.09119023153638918,0.18059962386650041,0.09313364490011737,0.06626355258657847,0.04056456613713669,-0.010274128115241534,-0.06445948500397135
HALLMARK_COAGULATION,0.1478285479415851,0.06862780834120014,0.09396514717000198,-0.002375673663567852,0.01573742285389858,0.17550373930484464,-0.07971467341581132,-0.02539746382085715,0.0981635008588846,0.020654299319185696,-0.04716822632112107,0.06898755996530295,-0.05561570846746173,0.12949306079052808,0.07919434343700998,0.07787081493048768,0.027039655801656445,-0.04296536411048291,0.3906874817867473,0.054908192303386415
