,UKF259,ZH1019T1,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.05436395863683522,0.10744505314367264,0.036046594930866066,0.11399612650581457
HALLMARK_ALLOGRAFT_REJECTION,0.004390710411095146,0.012175485690943183,0.014947440103876396,-0.005625250927310986
HALLMARK_ANDROGEN_RESPONSE,0.00884900037491311,0.011173228758162911,0.038408014584143904,0.0682388822545872
HALLMARK_ANGIOGENESIS,-0.025976081424512725,0.00027306366601925086,-0.05463570456734079,0.06681067670307467
HALLMARK_APICAL_JUNCTION,-0.043123765860267144,0.08311655103818777,0.031611227987394165,0.125766274266311
HALLMARK_APICAL_SURFACE,-0.029039528156082284,0.11061433964541514,-0.026240009254837705,0.07279765743103875
HALLMARK_APOPTOSIS,-0.04397588513026939,-0.011010460837407773,0.0948026428711348,0.03155896974565177
HALLMARK_BILE_ACID_METABOLISM,-0.021561103742798165,0.03620595461241652,0.04270533120132302,0.13594162129604817
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03137369829632313,0.1550709160519053,0.034635440829684,0.13174674087061727
HALLMARK_COAGULATION,-0.07771770692606282,0.06340404320790516,0.0234987936636803,0.09538471952343855
HALLMARK_COMPLEMENT,-0.0431794645875672,0.05306702463617242,0.04191367781942507,0.13518079863439308
HALLMARK_DNA_REPAIR,0.02812767015764529,0.06644021377688157,0.04346318613227188,0.10914422540103909
HALLMARK_E2F_TARGETS,-0.027879758462249594,0.04396383142560953,0.010329489232548854,0.09667416267750656
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.008372966793360895,-0.03410019192840067,0.029730830088793517,0.06337208667673418
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.009192566532757272,0.12023264841951317,0.08932191024810959,0.12481778831048232
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.06927810180110235,-0.09214717144678627,0.007500351606299034,0.0730663875165712
HALLMARK_FATTY_ACID_METABOLISM,0.03378919948394661,0.06633860308135392,0.05283790911042652,0.040880960152030556
HALLMARK_G2M_CHECKPOINT,-0.01760624687129536,-0.04744225964088756,-0.03228621497680536,0.10167665631652718
HALLMARK_GLYCOLYSIS,-0.006266433986993234,0.12009733929236922,0.012756938378964204,0.10080695335426615
HALLMARK_HEDGEHOG_SIGNALING,0.018187752985538222,-0.08113563594413332,0.027810594417325203,0.0027546263148254756
HALLMARK_HEME_METABOLISM,-0.03208298059982762,0.032744238538298005,-0.019180528148596058,0.10817484478328039
HALLMARK_HYPOXIA,0.03391417431659323,0.055046865064981694,0.01775358160445208,0.0329414511599508
HALLMARK_IL2_STAT5_SIGNALING,-0.02137645276455646,0.02219129998006196,0.012004876462842977,0.14091926939932267
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.06309528158605925,-0.04638702609790935,-0.06055103485658738,0.122182918441581
HALLMARK_INFLAMMATORY_RESPONSE,0.00024859019251877385,-0.0037812096651177038,-0.003983044763081588,0.07915760707143041
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.05229052037963985,0.007453691718951489,0.07086011578731388,0.07517627619390002
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0015703180790785302,0.023022772866635902,-0.02316582806101695,0.08202784302071936
HALLMARK_KRAS_SIGNALING_DN,-0.0793293557038661,0.019045546453994238,0.012627342463598774,0.06199760016075088
HALLMARK_KRAS_SIGNALING_UP,-0.03431604599388065,0.004087160280833422,-0.007777773360554294,0.024009489089444676
HALLMARK_MITOTIC_SPINDLE,-0.03378714292508679,0.08606231813490756,0.030860020149107822,0.1387713045771025
HALLMARK_MTORC1_SIGNALING,0.03353419052275389,0.024996406555355743,-0.016304297886072114,0.029553078988278074
HALLMARK_MYC_TARGETS_V1,0.04217746437362869,0.014743036417195755,0.03538266936899432,0.10138515570702519
HALLMARK_MYC_TARGETS_V2,-0.0050396262988720375,-0.09101675520053398,0.01043775239480247,0.10515616840174367
HALLMARK_MYOGENESIS,-0.09005919719599192,0.09782492401824097,0.02982119920082859,0.06207989397145754
HALLMARK_NOTCH_SIGNALING,-0.07420204341104131,-0.044746132894231155,0.0297907434889711,0.08750243074774945
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.020963140200620158,0.012139736622583566,0.04877033943083172,0.07165594804886113
HALLMARK_P53_PATHWAY,0.05577277829018699,0.06847480730333488,0.03577959804426583,0.08331592103546066
HALLMARK_PANCREAS_BETA_CELLS,-0.06137332962390182,0.09251157069267277,0.004692105299673333,-0.008555797126007776
HALLMARK_PEROXISOME,-0.03713801281100204,0.15927562058542177,-0.027369682332953754,0.03898691766876371
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.024119744277372422,-0.005138193856577974,0.012165209583884133,0.10864003608443551
HALLMARK_PROTEIN_SECRETION,-0.008338171973772422,0.029390997858109957,0.035487260316437265,0.1154760242624677
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.032042564478046855,0.05404870940568808,0.01138421778035201,0.031227411130165264
HALLMARK_SPERMATOGENESIS,-0.01249885141228529,-0.02481025918253229,-0.0060152190104075815,0.06184534697466593
