,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.08517393194345603,-0.02345966641845506,0.033921118469472655,0.013089840755369894,0.20994437259953924,0.06513115272051685,-0.07651514308447382,0.022692480835300174,-0.15380386375139168,0.06750044012821083,0.1023021272111628,0.1485650842242828,0.0848199602635075,0.007390367315923655,0.09756129532868066,0.08813163991936418,-0.00027195117905942103,-0.051718934383694314,0.02459764259556888,-0.09763375597703505,0.00996393898777311,0.11163611321962412,0.06987126956964078
HALLMARK_ALLOGRAFT_REJECTION,0.050498429171019196,0.07081833405109678,-0.006415971042921856,-0.07816476539239925,0.1286802064442536,0.02979283089084252,0.009343389193757372,0.12482060176655027,-0.22654144710680163,0.03357574337960089,0.016319772143914696,-0.2296886891669044,-0.006292823702479523,0.06511707741713486,0.10783663826736364,0.09340036073195424,-0.022786653287559792,-0.09468124440066693,-0.01590098512532072,0.11060877753886625,0.010784382066442015,0.06029678301843281,0.012649732308354188
HALLMARK_ANDROGEN_RESPONSE,-0.04028626745705903,-0.093857132345366,0.038275128228438274,0.00043427187967447006,0.11838288781644221,-0.005599328356589539,0.12192613589275329,0.10203043771065907,-0.23092190175959387,-0.05064230938872849,-0.006018325123586733,-0.10458802980907404,0.004026701798481926,0.030295406414152425,0.04100065646358639,0.012279102610740424,0.10641459890967074,0.03609246264808262,0.10487762780851224,0.12695078136770524,-0.046386013637422625,0.18863314913649246,0.039136823037495855
HALLMARK_ANGIOGENESIS,0.09157651660217615,-0.07924063677528909,0.019330979511603633,0.0764492277756507,0.10115713431202807,-0.015000841705142095,0.043588399669669695,0.137693190642432,-0.2872316857336607,-0.11939097290467188,0.02585565760642874,-0.23155719001828823,-0.16481060496127703,-0.07830631776990353,-0.011215646340680873,-0.026461363698515,0.19256788220744536,0.12976911821230966,-0.05486614175420172,0.30825085815479636,-0.0018679063303641116,-0.06348152103717114,-0.06539819397738199
HALLMARK_APICAL_JUNCTION,-0.08919809123287174,0.011344288243182543,0.033830431517188064,-0.06692569721525342,0.2406689641722924,0.004345215307102219,0.026270228053135822,0.13214588746551845,-0.23539696416421993,-0.04757754753828349,0.05251935684273323,0.036840540310903856,-0.06422052721732079,0.04115158216669816,0.10046860441222379,0.05294912661664136,0.032602702720165445,0.0003768071541455983,-0.004393536791388704,0.0011382271171334847,-0.04702642485802151,0.10504894991883945,0.08290788453789019
HALLMARK_APICAL_SURFACE,-0.09217240555217783,0.0038166428869117006,0.017519472686305416,-0.007954994463163317,0.1538497366069271,0.12487596361345785,-0.0799691870469792,-0.048797948327723495,0.23698390159651947,0.06595538327637734,0.03287266758193612,0.1506390700238149,-0.041436042830783434,-0.05521145885239052,-0.02067575942671531,0.12310662058923708,0.03460761793167389,-0.0137357990096758,0.0026364173211151447,0.14463610287180403,0.02450583229152126,0.14475664454720122,0.12393815364493319
HALLMARK_APOPTOSIS,-0.05392285479801526,0.11341867262104151,0.01709057226424927,-0.00829766926661371,-0.1079857780395574,-0.026464987596834754,0.1567956025831805,-0.024293579110066153,-0.06212753859384254,-0.1276970972754361,0.037689392134665864,-0.05656477202124358,0.10000388254030884,0.07102460941759735,0.041447136890683245,0.03122610703148233,0.1588724123230071,0.15200587226722456,-0.002363543088103914,0.033029736940278026,-0.03761776097270206,0.06830294602272349,0.007068447261336059
HALLMARK_BILE_ACID_METABOLISM,-0.052178831862545585,-0.05315981740326974,0.022472476275986024,-0.06787870949781906,0.1952093205011665,0.011834983822218332,-0.17197612051011715,0.10446468135948474,-0.29470549557848646,-0.015393409054352455,0.0111886826276985,-0.012139644997598356,-0.03735587782681599,-0.043573228933843106,0.025331519889695894,0.07267739813921643,0.05319418022261524,-0.06317305204856229,0.12037980731779935,-0.07505997603698489,-0.0310598541831167,0.027021487548819455,0.030391284212978063
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02442259001008105,-0.09588518442154885,0.03233500955444583,-0.02638198241956647,0.13820571788045108,-0.010014825135212162,-0.07097322829299775,0.0979183785369734,-0.16904617869096505,-0.13753889664171431,0.048545195820352355,-0.1595726975699433,-0.0901919576283702,-0.05864457862499511,0.07977850312804936,0.09609840792805487,0.03264867001848568,-0.028213718637241793,0.1427245792817809,-0.08676051492422181,-0.0031076909832828594,-0.02562189950754113,0.09633144099318866
HALLMARK_COAGULATION,0.091359759015613,0.012450739774926355,0.030195707775654296,-0.02895724643589652,0.12537218002701922,0.02208834931702271,0.07927661678159699,0.1419679127545197,-0.28034046830267495,-0.010227578897233395,0.0720147172473186,-0.25344131632604094,-0.046160522158768084,0.08861716111512563,0.05715036824102891,0.07162944470113573,0.047046484309081274,0.02264548694416706,-0.020469903650498885,0.0034986841050717436,-0.05439789561422531,0.05652191329361832,0.0797568198082798
