,UKF259,UKF260,UKF269,UKF275,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.010423983563466827,0.025145273496058673,-0.009072199936888523,0.02298963088312347,-0.01942302906836797,0.05263504243337807,0.06463750282530471,0.005471164869155875,-0.014534023312692134,-0.009942032812433206
HALLMARK_ALLOGRAFT_REJECTION,0.017995688779039117,0.058521594032738225,-0.028010058460017414,0.12244624971237027,0.07099041169378367,0.06359841625569886,0.02608421252317128,-0.03834077065107977,0.12890566173579485,0.05853053419136068
HALLMARK_ANDROGEN_RESPONSE,0.03243551303469319,0.03267148969464442,0.01061431242443049,0.12866960187309284,0.04188251704771792,0.07140184204357149,0.056706406019383655,0.09070259818024025,0.021521194474196842,9.615118774113352e-05
HALLMARK_ANGIOGENESIS,0.04155278450060361,-0.0808412046551162,-0.053305607199777276,-0.01518654855203199,0.012990521460706856,0.016783040775829917,-0.10027513057318165,0.06092314853637766,-0.037755991105797145,-0.034698264484890357
HALLMARK_APICAL_JUNCTION,-0.04212694947397098,0.029161438016522864,-0.029831502776035263,0.041194972183675765,0.06984652045789753,0.09549083354950648,0.017542478531917635,-9.633850613025451e-05,-0.024798669113031763,0.07531543131846045
HALLMARK_APICAL_SURFACE,-0.0008309555486099762,-0.0679219861579431,0.03229868707196992,0.07648350248825916,-0.01855353886259251,0.08765933678058631,0.058151646734066496,0.05652846411831584,0.07162384171129764,0.04488558580647874
HALLMARK_APOPTOSIS,0.07081663851046364,0.0025914135140726593,0.006537416328882141,0.04993973034795908,0.0075540893041338595,-0.010556928548417725,0.009401370940676413,0.056061226164562245,-0.03313601422317159,0.09775104811276131
HALLMARK_BILE_ACID_METABOLISM,-0.01654458119954373,-0.02225634962671835,-0.03533674035522152,0.05894920880663676,-0.018192888090321744,0.040630044555152005,0.10095238772485156,0.029434071049514662,-0.05141976154739162,0.06616641274395176
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02079864938432591,-0.003136487987259687,-0.007342177710344739,-0.05269187047458993,-0.001675130275576177,0.08652618963900775,0.09247451824108291,0.05046840827481443,-0.024321336006439435,0.09437704114667575
HALLMARK_COAGULATION,0.02803280560862339,0.028913413672890638,-0.037069773666160544,0.0563699731627334,0.06222142971609565,0.06560375472525683,0.08040956593834676,0.016535019480796307,0.014565739787968704,0.058404464482969536
HALLMARK_COMPLEMENT,-0.003111449955785191,0.10118678557383601,-0.02271876263369918,0.035909687365655765,0.05744505369913442,0.058309459409854485,0.02165617996093479,0.016435911690587234,-0.04410844856180834,0.016695748607597736
