,UKF251,UKF259,UKF269,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07937979211415974,-0.057009082315886236,0.0014782757922753007,0.0116280715045286,-0.06274245634439024,-0.0647677090679601,0.012134328244739059,0.032447513518588364,0.08264370736080559,0.019607558551387856,0.01261917753141511,-0.00490523256539388,0.04866634226069694,0.09683779527339621,-0.015540682157965625
HALLMARK_ALLOGRAFT_REJECTION,0.09920326002457461,-0.07346115127013625,0.04506757987664666,0.09944443567835674,-0.05914223667340874,0.0605792855650503,-0.031397449820189376,0.00046997389245225966,0.024166864570790505,-0.023287324837815874,-0.035888208099647996,0.028546018883273565,0.04169284930786721,-0.04994994012157461,0.09325135404834216
HALLMARK_ANDROGEN_RESPONSE,0.048287829711661526,0.08210791843500506,0.06344557853290442,0.06300791411818196,-0.02354444173792044,-0.08714287611068791,0.04898582741953353,0.012394023767482045,0.07327253676281341,0.04074546391664883,-0.0007624359661066576,0.027224980917330176,0.09780270118520888,0.06643394408221358,-0.06809289737705566
HALLMARK_ANGIOGENESIS,-0.03286772645250549,0.03739393212542986,0.06803404254233686,0.08924606679802935,0.01945982287584793,0.003268474264442223,-0.002301439115534953,-0.006467886585764282,-0.041247213418659584,-0.03407594871362343,-0.041923547021264496,0.0013055606001991294,0.00437639221886102,0.013134124652209112,0.022940637290705217
HALLMARK_APICAL_JUNCTION,0.14639779002537087,0.016854417967689512,0.06685915191134606,0.033678188894165954,-0.0588333382257525,0.008950226593543694,-0.006192537666324309,0.07912757634123693,0.08111545307018234,0.05507048832658828,-0.01083901310159652,0.03945961147134209,0.10878002343290628,0.04923830514501863,-0.05391867056037069
HALLMARK_APICAL_SURFACE,-0.004210402057391621,-0.09456341630105691,0.026311476630762585,0.01215740360533119,-0.03425672930669225,-0.022236016277676598,-0.01903535927265944,0.0863997336958034,0.06857172943446983,0.010546504035398955,0.03648716228320195,-0.016063001770525283,0.051626797223935525,0.050987873010840894,-0.044882398491737946
HALLMARK_APOPTOSIS,0.000463639975218479,0.021667822425437397,0.0029742274653687846,0.03667574446102067,-0.05587557919278066,-0.004416874779812256,-0.05746481644916756,0.02367317868263964,-0.001985135095395631,0.026413396827590953,0.028499149510511385,-0.04919541457530801,0.00848748774097445,-0.006217605549254431,-0.03225193750626374
HALLMARK_BILE_ACID_METABOLISM,0.03125098894392138,-0.0872510855101011,0.04944538041840576,0.10351728486573067,-0.04087057019348468,0.011181504753600453,0.050808032793060356,0.07375992279712563,0.07696900801363067,0.04648388291135699,0.030754412533790052,0.010994244269516203,-0.016592719915963495,0.06484448281813639,0.01031958780863413
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12281161603253876,0.022468780188559464,0.019744451399844185,0.1876466656727512,-0.07510158321882346,0.026258388470976196,0.0027390542565699258,0.03984525734917621,0.08905029775479698,0.055520810272056687,0.010130905085384626,0.08803567366534872,0.046134292485872475,0.07175353466870223,0.043037799679344756
HALLMARK_COAGULATION,0.08515273892579642,-0.057776169912764845,0.05263804264387657,0.1441351996517396,0.016622953506158243,0.02881184858506231,0.01745183494713849,0.03786216701099719,0.07672643489468059,0.015864986296110096,0.015927961127777723,0.09699895860916898,0.04466222077125204,0.11723531809671844,-0.029603060098895347
HALLMARK_COMPLEMENT,0.045072450232279765,-0.022784993945299044,0.06426334755536918,0.101026898852354,-0.06634729972064617,0.03186996988713796,0.01621929042940378,0.06229928382964175,0.06377494574635977,-0.033006609170731914,-0.00043795859139309396,0.02596823354755525,0.052452545947540535,0.034903327804984355,-0.002901144796805905
HALLMARK_DNA_REPAIR,0.1617967263907991,0.07724640672069755,0.029649456617678465,0.04700013929324568,-0.05502165682039508,0.02538712747514451,0.02156533851789284,0.06074948041639861,0.07071715157967956,0.03630760905867887,0.018528288154920546,0.0397923932456673,0.05694064552294442,0.11077459764873324,-0.02211384928402996
HALLMARK_E2F_TARGETS,0.1731276019944185,-0.0644882863111121,0.030910792923195696,-0.059065870858773066,-0.007802804975500756,-0.008934742802777033,0.027217451771674176,0.060907133786278524,0.039802504607693426,-0.023954823873509442,-0.06013023191630733,-0.00041521316872525214,0.06237952456638753,0.07022402412268475,-0.03406151547216577
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04846400838738501,0.09890842220797726,0.05180120864050485,0.12495295469865687,0.0817049659023717,-0.015807497859554927,-0.03679666723922899,0.0329956133093499,-0.0005123034584957528,0.00048379574941907153,-0.022219582622819253,0.05447323311574767,0.06966720316255524,0.06718804794892405,-0.04866459405816354
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.038101567267300476,-0.040416487443498364,0.03140220895325498,-0.015549241354672692,0.09285191759804128,-0.033269524460806596,-0.08582075401977858,0.07692000593503744,0.06748134280151592,-0.0045766195538373775,0.024797165697709473,-0.002334639724779558,0.016509947812263354,0.1122928680681471,-0.01481722519755615
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05575738276355028,0.017088294304548186,0.0059911473932676715,0.07004069821978545,-0.05563803838713145,0.024007574008310474,0.08926210819119307,0.049303504818611024,0.043162311200178355,0.028690271069346893,-0.027936479579280787,0.019800656721998353,0.029859587560147963,0.033599230034452345,-0.02953134276732493
