,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.1279345252357864,0.11074841143549824,0.11065321475264478,-0.0008514141790151208,0.2208091508524486,0.13497441569694066,0.32539835792375793,0.08840644296104652,-0.2754926180606041,0.22970452311137757,-0.05202337518457349,0.356892646415946,0.22119276402563903,0.1231421308621862,0.04329805484937773,0.23437260265973042,0.22310744268132443,0.011420905124341624,0.07503128054106215,-0.04464351380181572,-0.08744575122894128,0.17623410832897968
HALLMARK_ALLOGRAFT_REJECTION,-0.14325164724319686,0.16663409863055217,-0.23563747307807273,-0.12231607065349036,0.13776104628800656,0.12624065801921341,0.18992755647583542,-0.6694377268009005,-0.6733097774444184,0.1997429042762939,-0.19650754368557896,-0.7207433011305533,-0.15099780689814657,0.06143063076978946,-0.07229463173501982,0.10581114228380746,0.21443946669134534,0.024818125685613042,-0.1405145105344757,-0.1275238794334594,0.10486790721468021,-0.02846659407850486
HALLMARK_ANDROGEN_RESPONSE,0.11718153400962196,0.0013188263972053922,0.06413913463730857,-0.038404476379072364,0.07782363156891028,0.044607534937147385,0.3840685428655919,-0.27973976525448196,-0.636382798292923,-0.026318262781341483,-0.17213280292886102,-0.26869011957935846,-0.17295618287991335,-0.01975849171398837,-0.011293420854416989,0.18808364105803746,0.1958819660472106,-0.0050724983277119625,-0.16908236381147373,-0.039372031198912756,-0.19971277537379895,0.054218685135624
HALLMARK_ANGIOGENESIS,-0.0977386272344184,-0.2711268966137702,-0.06941367739396215,0.16487698034003082,0.17641759697960713,-0.0797162251885404,-0.5143065526811721,-0.5667703696540036,-0.7298216525190911,-0.6774891804819198,-0.27733399233962136,-0.6892821872345348,-0.6848673802604682,-0.047173024763120956,-0.005085691142188416,-0.102032740334262,-0.19696912556340282,-0.044479531685613416,-0.25441340848694655,-0.09289044936424716,-0.5121263312018687,-0.33847439886334224
HALLMARK_APICAL_JUNCTION,0.20594005606049307,0.006309430649160889,0.05263778623341133,-0.06502592303352754,0.1521442245667092,0.17978532810797432,0.05413883252206089,-0.42064498718581567,-0.5910509910864427,-0.3949407613561033,0.042903599651845176,0.06512618055844206,-0.3128071488699266,0.10154333402941251,0.014139638701996903,0.2766104260083663,0.20914452187889057,-0.0060988856662846785,-0.08184399048689064,-0.018898078967965814,-0.1887184239943968,0.25839225006177985
HALLMARK_APICAL_SURFACE,0.16700053810746607,0.2693413600198846,0.18332813891157188,0.1288034145684714,0.13511451054223608,0.1395057116523149,0.13632674090491997,0.4424903596043066,0.4821675887359186,0.3260519833993398,0.28237244719046406,0.4915356406603647,-0.1877171553389446,0.061835268614842565,0.014910751499848877,0.1939412379062831,0.2026465161433444,-0.0394323469774511,-0.03696479977590406,0.08706333019393508,0.15119754355096657,0.1586041610877784
HALLMARK_APOPTOSIS,0.03151461114797832,0.02060160976062599,-0.1927545204358678,-0.004038319662749139,-0.08945282910162326,0.05345795264154609,-0.21586298103746557,0.08105943115581513,-0.1323301802990835,-0.5152868537386487,0.006680689901858654,-0.19001380768691123,0.40765775381974567,-0.07512989408685752,-0.0346852151912546,-0.1570669286650028,-0.1308876407114034,0.014444794875583297,-0.03949192917115588,0.0003245358306458712,0.06522642991037526,0.16758897146115748
HALLMARK_BILE_ACID_METABOLISM,0.21983054679705344,-0.0059420985323204835,0.18785454481064612,-0.014189401862851798,0.16218506883558187,0.10760810944025266,0.12441309288697007,-0.2702318156614144,-0.6973740732899858,-0.3238923784256243,-0.14106874242176326,-0.08661923603307423,-0.20231592419024788,0.12185582074460363,0.004074379753546861,0.16772784216938152,0.20748203964465325,-0.033331492549678196,0.07847756414361581,-0.03209303528955671,-0.21789565414414835,-0.1058011112191667
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11286582665117946,-0.11690667326987425,0.26710493060292456,-0.11051368128225768,0.1670452196061571,0.08640915220617772,0.13748738059933902,-0.4103774536065911,-0.548695812473057,-0.6578068967984798,-0.16980292466450123,-0.5011840474472514,-0.4701789343269781,0.10647754938527565,0.05166579454381101,0.25777530755879074,0.25324774941053557,-0.02299159530982816,0.11350389005271294,-0.11314668085382439,-0.282421214381584,-0.017281145272558907
HALLMARK_COAGULATION,-0.15989376879019726,-0.05190312351792356,-0.19981587531790937,-0.07989407116860006,0.12472187037840449,0.09894557880759648,0.02196470323822669,-0.634772587607667,-0.7323897076791224,-0.16293423106505567,-0.34767602329477115,-0.7461191474596112,-0.22628179287242228,0.01541724914287348,-0.04724944615960616,0.13148281830376335,0.11710233029541711,0.002033881641882525,-0.0665387840617448,-0.13342251920339807,-0.11890624888186947,-0.20655604019971582
