,MGH258,ZH1007nec,ZH1019T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.021929171000679232,0.03226528652562062,0.08636957110169227,0.12224653716394036
HALLMARK_ALLOGRAFT_REJECTION,-0.009880775076009127,-0.01612735436082066,0.052902792259572964,0.031366212356900104
HALLMARK_ANDROGEN_RESPONSE,0.019150565532431874,0.16365870596224927,0.015006636492697897,0.06110792582936936
HALLMARK_ANGIOGENESIS,-0.02861532941289833,-0.08306111971245321,-0.04925627508655721,-0.07189414658742894
HALLMARK_APICAL_JUNCTION,0.05727577906458161,0.11382322789028483,0.07944935055040389,0.04416637263379627
HALLMARK_APICAL_SURFACE,0.023742067416976268,0.09551276665644175,0.10575552927564437,0.07913265805449447
HALLMARK_APOPTOSIS,0.0028656059158949396,-0.027590780122028962,0.016608896456953577,0.01259776012542563
HALLMARK_BILE_ACID_METABOLISM,0.08043209758798628,-0.022285137300707712,0.1691337679663641,0.1074263934043126
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.035862663889826646,0.06903954300324372,0.12350715648026975,0.10747562474406737
HALLMARK_COAGULATION,-0.028479048806654465,0.050030752456610574,0.11414078685949507,0.016484566239612836
HALLMARK_COMPLEMENT,0.00330922581711381,0.0030452243859927287,0.07127482248224594,0.1212663781656659
HALLMARK_DNA_REPAIR,0.010454685491087653,0.09292915127882763,0.1333257791501568,0.10042533588524279
HALLMARK_E2F_TARGETS,0.044828374295606925,-0.010683634996404064,0.04320766490742937,0.11085705437904518
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05457631294840305,0.14012831920343802,-0.025047202223393763,-0.01582259198925695
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05499945989553893,0.06477352701976737,0.10811141130223895,0.06307060807652984
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.004963992440952426,-0.01420759772276191,0.04345018608721161,0.1339681195454713
HALLMARK_FATTY_ACID_METABOLISM,-0.031169068638411592,0.03366810817889486,0.1117253519960266,0.04521586706246347
HALLMARK_G2M_CHECKPOINT,0.02297223486634972,0.005003177668470874,0.07024079528224747,0.10709474357252385
HALLMARK_GLYCOLYSIS,0.029609077092953382,0.035946715492518336,0.1191388222109561,0.11677719363345752
HALLMARK_HEDGEHOG_SIGNALING,0.05473640501250456,0.05685710911712556,0.04439104641889092,0.04060236832259397
HALLMARK_HEME_METABOLISM,-0.01188493893697986,0.05497334173534361,0.11000407947168361,0.1400158626592795
HALLMARK_HYPOXIA,0.06177481159997128,0.0002520307485684608,-0.06264754919277007,0.02366139225890417
HALLMARK_IL2_STAT5_SIGNALING,-0.0240807622276192,0.04211996780850866,0.06794797780772331,0.102093760476322
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.02211170069230812,-0.04394305850502707,0.04944129192999683,0.04829309645208787
HALLMARK_INFLAMMATORY_RESPONSE,-0.014997851124937534,-0.01350181626760246,0.03523148223811592,0.09046181264659617
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.051954614755764246,0.015446631175855903,0.15143033373203,0.09420183223165284
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05239573918545658,0.047158181141578735,-0.05634523089264692,0.06507302087858009
HALLMARK_KRAS_SIGNALING_DN,0.0020988500727038995,0.061432865804770274,0.17438899655011394,0.10406063588513108
HALLMARK_KRAS_SIGNALING_UP,-0.004076743031309579,-0.04009810622452622,0.029240469508991198,0.10594939748859156
HALLMARK_MITOTIC_SPINDLE,0.01108167091077972,0.07042562382484455,0.16905948986917757,0.1195669655726738
HALLMARK_MTORC1_SIGNALING,0.030626259148065653,0.004830524597509983,0.022940918014780428,0.039161120751767996
HALLMARK_MYC_TARGETS_V1,-0.01647259313587891,0.07939155766421006,0.07099347290602971,0.06928121382758318
HALLMARK_MYC_TARGETS_V2,-0.0225636236205407,-0.0029206923765403192,0.10362594004799974,0.023475239365003283
HALLMARK_MYOGENESIS,0.057808813223731194,0.1547935173177116,0.1439985600318339,0.034755455163511736
HALLMARK_NOTCH_SIGNALING,0.04610639917477768,-0.027837848662052883,0.1048873508069713,0.07749246317294801
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.027353187645570706,0.0688895995414938,0.08025937288711073,0.08644045718931416
HALLMARK_P53_PATHWAY,-0.030534414267242876,0.04267130273010731,0.06524859948749576,0.1053528421322618
HALLMARK_PANCREAS_BETA_CELLS,-0.019480561018850432,0.00816708890011443,0.027392362877077817,0.10364253567744505
HALLMARK_PEROXISOME,-0.02567290188316666,-0.03579617162119363,0.054975196397711014,0.10512619249114327
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06053874859090658,0.060416637281236835,0.031257537528881434,0.06649342204775958
HALLMARK_PROTEIN_SECRETION,0.05298973106100997,0.10132070506438584,0.14264736110022466,0.1090273950606537
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.05530184907808256,-0.052493332327590146,0.07594734577850452,0.048212928853278714
HALLMARK_SPERMATOGENESIS,0.050916695548428544,0.03469537364314125,0.1410104495523066,0.11528830084050089
HALLMARK_TGF_BETA_SIGNALING,0.04930726052188724,0.04164237730997769,0.07609357413136467,0.061610400728282735
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.04259963721165787,-0.032284305381857184,-0.050805752907253435,0.05115531237342689
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.04286770705575807,0.11002583157992796,0.013124037900540142,0.08177997991414468
HALLMARK_UV_RESPONSE_DN,0.09613597020722975,0.12167729149267473,0.10853479911659221,0.03854071790799862
HALLMARK_UV_RESPONSE_UP,0.06537255139365297,0.012420743509992272,0.10084859899001969,0.10990457382984944
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.04186008416972725,0.1404782873491169,-0.03452043972253454,0.04562562273916107
HALLMARK_XENOBIOTIC_METABOLISM,0.044903776444889104,0.0760899760488894,0.09084660891867925,0.11381170294676829
