,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.12253744520876171,0.056354054907146504,0.01954125055686496,0.056499402996770726,0.032551270350463464,0.014752774416842912,0.07089026674101523,-0.026724705882054268,-0.016401085263482017,0.10516700455108237,0.14193306734999234,0.05856244840302516,0.12208129470282111,-0.01644349423060776,0.05424232773826895,0.1530224738765715,0.15591013719260396,0.11247950697277302,0.08109939722830824,0.0833191108772621,0.06956491126108129
HALLMARK_ALLOGRAFT_REJECTION,-0.0015109416071906277,-0.05204772316785939,-0.0022343710885005907,0.0788623544939363,0.09978303825152628,0.0017436714189235291,0.009957957267218803,0.05922992928617118,-0.007365590274993078,-0.037558491335961314,0.09183231690373407,0.044541606551618915,0.08060356777504342,0.04267890497974629,0.021950343417722003,0.028682298132791745,0.13711119819620293,0.04349154354398678,-0.005607028699959667,-0.011579248628487785,0.021397948619308237
HALLMARK_ANDROGEN_RESPONSE,0.03312927015339401,-0.009484482330713936,0.022580321168981357,0.003331804789988313,0.07348401490094732,0.0077395474219139945,0.007800944866801281,0.043157226292948436,0.015062439941328306,0.013584235994157418,0.10786440455004925,0.06093964771398224,0.09550701598155224,0.029553180581412493,0.0940810552308511,0.11690534229081076,0.1294035923166648,0.094652533202797,0.07888437183394038,0.07998082981686995,-0.0015631914186254633
HALLMARK_ANGIOGENESIS,-0.0032610960700261544,-0.08118171483593709,-0.0679386961386942,-0.03510424822860965,-0.04640355760195916,-0.0249616192041497,0.007877704796617912,-0.014657537311193736,0.023187468801276475,-0.052002774562674194,-0.15191362145016357,0.135521407573477,0.06829127167060196,0.041713139117680785,-0.06632421297483927,-0.1102636245964361,-0.06248336189747067,0.0528657125882923,-0.03558908702080757,-0.044067124037009575,-0.06725286681120608
HALLMARK_APICAL_JUNCTION,0.13118444995567413,0.016546809570861416,0.05650577503016779,0.026422692221334306,0.07390471036057718,-0.04984377066624505,0.009552048585404229,0.002514624510757759,-0.0119622629119526,0.046919838657018716,0.13714838740002008,0.09288934347205956,0.04682216686771955,-0.008433987994283762,0.09835289557102808,0.1375712054357084,0.14485463186589165,0.1038083869672091,0.0382026721161776,0.0950250476665762,0.02095315322048484
HALLMARK_APICAL_SURFACE,0.08068045173502152,0.07758932787135506,0.0453682535760109,0.02095323568876752,0.0020271405113037318,-0.020722186859176688,0.0029617550422794676,0.008018705968472598,0.021153368189302232,0.08288524454353406,0.06744547131363689,-0.0015420243943265537,0.1470108650886183,-0.05331366949607311,0.14817964191957253,0.07115095168060546,0.12767891589435962,0.057954223416154395,0.02430714331203561,0.0779372302172417,-0.013487902784477996
HALLMARK_APOPTOSIS,-0.0010106936700058093,-0.04185468825146283,-0.010263016912838572,0.03560066788729779,0.047038967915229185,0.01817545632590645,0.011542899921895737,0.01216029319911885,0.06242825320010184,-0.018452610251367553,0.06781027467587605,-0.020571917671319176,-0.02732194750720913,0.026103501858224014,0.04723486844066588,-0.08767662895245475,-0.038510265532939195,0.04431006965978035,0.07155924106055027,0.013816882909050011,0.06514986574123437
HALLMARK_BILE_ACID_METABOLISM,0.09210259393418438,0.062114927226578,0.05344269905223442,0.005816868207526809,0.041344810184694866,-0.0029546659448901995,-0.02431444206598366,0.010560111810252243,0.002889728998948842,0.046109409534033786,0.10320158373613288,0.03715485197320787,0.0263029029611354,0.005462899189405603,0.07125358991824983,0.14129175285422974,0.1355942613944608,0.10099534840908575,0.05920106133957796,0.07837560264734303,0.0795667117519236
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.13615576161105555,0.05955353306560654,-0.024668597488187845,0.0026585789398354386,0.010919890770522165,0.01260903899198339,-0.013268582892295933,0.009959832209144362,0.02308551997206443,0.02109379543153675,0.1547805223761255,0.04467772424622761,0.0649717183414633,-0.034715649880488406,0.04983518703401874,0.12446461429778842,0.14747243180174902,0.13013045947236143,0.04509364648292562,0.09793057585869218,0.0560957792206542
HALLMARK_COAGULATION,0.06052617536450514,-0.04096117218131498,-0.019230041082272477,0.013349949971961261,0.07927895559324379,-0.024296248605059176,-0.023364366907933372,0.013020151747712521,0.0032957125042489747,-0.011951004069301812,-0.005978297709808151,0.10938595909910788,0.013194880695516038,-0.03534299673964275,0.12031899530444501,0.041120804753610955,0.139019034472863,0.13909106510372818,0.1090987304781385,0.062481296235736186,0.027383312719842866
