,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07042212679568784,0.008747427849815753,-0.03915952171161725,0.07266201082235745,0.02917392382698485,0.08371274886731464,0.035128597276347234,0.02188292552870984,0.08671377968716129,0.09041416371878312,0.11417267630964306,-0.015464002609499164,0.025207295536501306,0.1485014023541572,0.046647031879280196
HALLMARK_ALLOGRAFT_REJECTION,-0.03661696072986907,0.024085125822889214,-0.039207087318287606,0.031048570993360405,0.028901867283345546,0.06480431671762661,-0.046014691486805016,0.02938724500277414,0.036650397668388006,0.07271183722448869,0.12335728275082002,0.07604819778218101,0.12562609154612336,0.07652987148433063,-0.0870778393630233
HALLMARK_ANDROGEN_RESPONSE,-0.000704172387878955,0.005265314020378858,-0.011029980726221826,0.014316589872472092,0.0338233859937612,0.0929038408565201,0.0394776689395482,0.042847918531272025,0.09126535333339655,0.13284670358067016,0.07584969596739274,0.0373295752706683,0.04378279537086395,0.08991887630768468,0.013005757081982615
HALLMARK_ANGIOGENESIS,-0.05999158598462823,-0.024598066104539334,-0.011147143667230859,-0.035705531050715514,-0.018330683059113905,0.09289202315968605,0.0678231975974974,-0.010708212586418298,-0.15171604853657217,-0.06382075308928577,-0.09023414440449555,0.04003329519170652,0.018477150827069324,-0.12258669878364198,-0.048091918562010234
HALLMARK_APICAL_JUNCTION,0.021158634366702078,0.04351265415703046,-0.032232445310709075,0.046431933037761136,0.02673644546560182,0.09062929036984957,0.06190775997023947,0.023198108664456412,0.06002230155633053,0.08288497759164883,0.13357853983554213,-0.005561138306948123,0.0288587059686069,0.1033920262463554,0.026212044642434693
HALLMARK_APICAL_SURFACE,0.13903645091209904,0.0036826326664003233,0.021144418935213374,0.05796015717087993,0.06585968576405402,-0.06877360818314941,-0.05117463185661602,-0.01412826347873057,0.062445620234532644,0.0026645994038113434,0.22313473397182876,-0.009349992581792532,-0.014241631586904802,0.05991026336053784,-0.08627417170177469
HALLMARK_APOPTOSIS,-0.023516181410051226,-0.03719766873126873,-0.009092500677590572,0.005055504986724458,-0.034774675780080484,0.03963224376582298,0.06943357739510597,0.018973601679027754,0.06612245788567704,0.01930698738518168,0.06957183565089745,-0.008489463023402801,0.056485004800929835,0.03161174949229468,0.017548122564698704
HALLMARK_BILE_ACID_METABOLISM,0.06673181506610443,0.04104800106678646,0.005102633172681787,0.03842158460298606,0.04872928596098599,0.13315534155410513,0.031383844184611445,0.03605441143379202,0.04750704209729504,0.03939648094853766,0.15281678001383694,-0.003862411851199569,0.0328578498167594,0.1674561614015825,0.07074348333418239
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06318382313553575,0.07773900688239545,0.005976293155739718,0.05944660941083448,0.04579558784348839,0.052398091367994094,0.09131553057542124,0.015179600017074775,0.08679951961600786,0.1101230988635525,0.1702547173200086,-0.024647588667476086,-0.0453419622527896,0.19107614513296767,0.07030676803397728
HALLMARK_COAGULATION,0.039405918318807985,0.029926090878090145,-0.01176381678905244,0.047665922531634396,-0.02787420883020981,0.07154565605576785,0.04669922833189184,0.05680865240185903,-0.01106367794784265,0.006068228158159494,0.12278038881696315,-0.015999965390775226,0.07689230326885248,0.05455247196336911,-0.015269919442021227
