,UKF296,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.017546814478625754,-0.06257707827751682,0.0834044003680555,0.1656435711930257,0.024331571548796692,0.06842222662530363,0.07332683249396332
HALLMARK_ALLOGRAFT_REJECTION,-0.009590533493208755,-0.015216177532493616,0.022205580463158132,0.05226962980076692,0.02471498134017275,0.04482132398014077,-0.044226714725506544
HALLMARK_ANDROGEN_RESPONSE,-0.030008297782049897,0.011069256877947081,0.11715234825314597,0.13393812273630606,-0.006112480022359768,-0.01334889463408106,0.06243768174065026
HALLMARK_ANGIOGENESIS,-0.023904370827437793,0.10902856617276163,0.050307288021323116,-0.08169190143174958,0.05577455516868668,-0.07867573494868814,0.0450102076143588
HALLMARK_APICAL_JUNCTION,0.028976810877431872,-0.03597719508504942,0.10605039102655102,0.14767838161303612,-0.02976413183524128,0.07834778950716666,0.06113820988850583
HALLMARK_APICAL_SURFACE,0.05425788385747389,-0.0373419086203742,0.10283512617311358,0.15105605563599783,0.052582616669397515,0.05368267725343944,0.04204792991649532
HALLMARK_APOPTOSIS,0.037862627062062025,-0.10416018882486411,-0.03011069835429624,-0.04332379237843752,-0.013579039127151023,0.04507727368353591,0.03585839926614148
HALLMARK_BILE_ACID_METABOLISM,-0.05534128939256053,0.010874961941176441,0.047371088121599306,0.16739669672456328,0.02281583607919123,0.09274247194998894,0.058176289375738766
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04212461690741673,0.012249442372744359,0.09207714569856529,0.16891728525903005,-0.025690905969926747,0.09603049093442578,0.11616608385200268
HALLMARK_COAGULATION,-0.027235549397329913,-0.13936432760412568,0.0704914387608852,0.09289937877500132,0.017333194443184752,0.07944172345159074,0.04818622074119925
HALLMARK_COMPLEMENT,0.05408578894868791,-0.03403397082125672,0.10991306735366038,0.10279298034273023,0.006879363866035971,0.055409598596578756,0.02547933539800114
HALLMARK_DNA_REPAIR,0.01564670132866557,-0.004857979807691664,0.1095716328775985,0.16857189430794053,-0.011134394930458775,0.1032793852793566,0.13082217947878036
HALLMARK_E2F_TARGETS,0.031225259916822363,0.10474612174766249,0.1034317178996206,0.09964009776377135,0.007254535206127786,0.12258818321253254,0.13145656677750686
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.010420274019539776,-0.07916451834033268,0.013050715779464284,-0.022792161259346425,0.020708759537149474,0.05658855528045231,0.068704668421954
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.030923975559243155,-0.09756955515549594,0.11393025920197106,0.12081102268999394,0.00963976817034125,0.030417470517385636,0.07844416728344121
HALLMARK_ESTROGEN_RESPONSE_LATE,0.022202413705369295,0.11286020527184351,0.0695969644520505,0.13879046901362274,-0.011765400054215147,0.08191522412454343,0.05723379598400706
