,MGH258,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.010207701178092214,0.07153629069034476,0.07195716825071037,0.09541147531843487,0.02327760977197938,0.08988072055136843,0.09612126708912017
HALLMARK_ALLOGRAFT_REJECTION,0.06682176390659225,0.05912481668662446,0.03782588905841664,0.04138938792664217,-0.006869444319952025,0.03135824703051686,0.0916694246599005
HALLMARK_ANDROGEN_RESPONSE,-0.002068435872917034,0.07673504653365805,0.10287628680004685,0.10834751282645964,-0.013674113400762326,0.03358114900836623,0.12308492939042469
HALLMARK_ANGIOGENESIS,0.020893976917531584,0.027430327037784478,-0.027021717884171507,-0.08069624654892317,0.005003230028501908,-0.09601789830853989,0.12443153840746704
HALLMARK_APICAL_JUNCTION,0.029701083313682056,0.07192948182333884,0.10243859317582163,0.11840109175007524,0.04540594619388192,0.042443803632456416,0.15650086164742127
HALLMARK_APICAL_SURFACE,-0.004576785261134237,0.017364036164009857,0.0969704035983037,0.09087375037494039,0.019935967924810033,0.02488688331209837,0.01342748533095332
HALLMARK_APOPTOSIS,0.0035006388735691505,0.05123958333249264,-0.08331283896421443,-0.07406169680342617,-0.009706324245851033,-0.027177806818084346,0.04383065246435807
HALLMARK_BILE_ACID_METABOLISM,0.04169044511626997,0.03149688468435772,0.13204594491718363,0.12725981609214393,0.014333590607945283,0.0822096965128561,0.13363243191294946
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.046534469958815494,0.030163005082870207,0.09795772198361463,0.10281335272406167,-0.0671523811857789,0.07061272603395931,0.10891135476752162
HALLMARK_COAGULATION,0.05857962404941134,0.08104515551875749,0.01893788767881188,0.012747566473777946,-0.034591687542858976,-0.013529357632491615,0.08986833139636763
HALLMARK_COMPLEMENT,0.015065643722161267,0.06374022016646207,0.02093977237220434,0.020237969921146688,0.018904542910651866,0.08325418713745733,0.06379011157705651
HALLMARK_DNA_REPAIR,-0.0023478190614876857,0.07707934737976282,0.10084741562084004,0.13735094760450733,0.033339882406090364,0.10077266578176611,0.16114450778779085
HALLMARK_E2F_TARGETS,-0.036496520272345616,0.009382920536420012,0.038289005706658566,0.1113054697202143,-0.011273539063656317,0.1028365958578039,0.1469655245372406
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.007193393371462382,0.018533507681785695,0.021102819593954346,-0.03962962213690661,0.00959055786163413,-0.05539893248472339,0.170328922197427
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06619091291232096,-0.018306216671534297,0.11822566673745957,0.053372742338524085,0.0860288971053602,-0.008671419631497668,0.15942152057688153
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.035800648948838824,0.06466619499674418,0.05004222227180156,0.1364835027442612,0.018334333550587213,0.10853788006195046,-0.00916908490037781
HALLMARK_FATTY_ACID_METABOLISM,0.0036976527403431276,0.0633814229693835,0.03003346302043276,0.06036128295650757,0.004391745742546857,0.10278692454237112,0.05619128852404037
HALLMARK_G2M_CHECKPOINT,-0.0017199569807188014,0.11363692425515663,-0.002884022863246444,0.09053317130314167,-0.00023549527868747472,0.09812514556242333,0.14710565762303113
HALLMARK_GLYCOLYSIS,0.0016085924474147817,-0.006390808772637361,0.1370431833376716,0.11694177499394261,0.027333095640693993,0.08233699192553734,0.08390039695651637
HALLMARK_HEDGEHOG_SIGNALING,-0.03869655085538594,-0.019946834740220257,0.09460423574601695,0.045986012405037455,0.0750090573939196,0.08097788585509667,-0.14663572738934602
HALLMARK_HEME_METABOLISM,-0.007582795623838649,0.051440852549935,0.11740047022467189,0.11714624320893882,0.05207842667951825,0.08552713008968714,0.037819679427073025
HALLMARK_HYPOXIA,-0.009283434688147655,0.025663460474973275,0.05854441696642264,-0.0015887466373771095,0.032423095441017964,-0.003618043373042825,0.1461295623889799
HALLMARK_IL2_STAT5_SIGNALING,0.037910984621467664,0.02547685748761769,0.08232055671669443,0.13838246100068866,0.005066352776831007,0.054633041962773604,0.11977779160432382
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.009522880124520364,0.09379770134854369,-0.015135146111594201,0.011393979526361718,-0.04051616586150852,0.0003087294477691005,0.06976111748944333
