,MGH258,UKF248,UKF251,UKF260,UKF269,UKF275,UKF296,UKF334,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04450324217544066,0.025035594717913952,0.017456923845311785,0.06740770401077162,0.0706623863260394,0.07660640196822606,0.03736399285896637,0.013521704443105154,0.07315767642063437,0.0865394703674964,0.04194690600744479
HALLMARK_ALLOGRAFT_REJECTION,-0.06072304302410863,-0.018140562590194975,0.05045988412525875,-0.011265304708886254,0.07186666084904829,0.022507890771464187,-0.017264083337225275,-0.07055173835947467,0.015223864228214912,0.00402788988538944,-0.08446890701058396
HALLMARK_ANDROGEN_RESPONSE,0.004935106065019445,0.03879696511565045,0.03731706699275279,0.08904283879411695,0.04728377767624774,-0.0030464215926533627,0.045567579237270006,-0.0715358863826625,0.034131047158535495,0.01787610805547213,-0.01423924166741537
HALLMARK_ANGIOGENESIS,-0.0479514430983413,0.002423764366982893,-0.042168727723816225,-0.1371283878456714,0.03031153744514306,-0.020368097142487038,0.09364656480936136,0.023676099480931512,0.004335844038483492,-0.08418389477509694,-0.037639374924910825
HALLMARK_APICAL_JUNCTION,0.0005397396367228513,0.05050396622788758,0.0059683234770355345,0.02279934415805808,0.09396726686093189,0.014069861461513053,-0.005833197893164775,-0.029031268611840477,0.07120966375157188,0.053701784874888865,-0.0031932071439918774
HALLMARK_APICAL_SURFACE,0.03771962121035696,0.05101528186515184,0.0028682937994897266,0.059539751841337044,-0.031165616317850066,0.0344870599598547,0.039660385277021135,0.022472778197576353,0.02568874977567194,0.008532960975621789,-0.042079954532593576
HALLMARK_APOPTOSIS,0.025750700873396128,-0.028995053315023753,0.03114553103544642,-0.04416519155570332,0.05449397792941915,-0.03467866931410672,0.03136131797786163,0.011761916373198587,0.024488211823209212,0.0331057136030796,-0.02423638613671171
HALLMARK_BILE_ACID_METABOLISM,0.01155492366243885,0.044931236931852296,4.8838817662337275e-05,0.03281672946717391,0.02907833555415172,-0.014417525764454235,-0.042056566644006255,-0.016855861390143768,0.11225281346339967,0.13173927132484012,0.017710309407597585
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.020457324312420016,-0.02132902137883811,0.06203997241770868,0.04808253374060858,0.01660671973109226,-0.032430291678863174,0.04824249016490026,-0.010176343474082153,-0.02480900232749469,0.0903478535130206,0.08775634790401145
HALLMARK_COAGULATION,-0.020074996767727032,0.012405564176447016,0.03328722074089305,0.04900213692231135,0.09783818978493486,-0.0019511693137181788,0.07925873754583614,-0.05742891379231273,0.0896275109400292,0.020544900868616815,0.03178862737925797
HALLMARK_COMPLEMENT,-0.05038626777275675,-0.014229149959492366,-0.007641431002254917,0.08909160126835644,0.082842801068424,0.014415004076871086,0.07934153139372184,-0.055622301018685226,0.06656267454502071,0.0629841353605966,0.009479826082235935
