,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05747083313671627,0.017170755298589507,0.11512114396051008,0.0069527185802169674,-0.0034942411313885506,0.14414148680840042,-0.00851747332724617,-0.035321971605178505,0.03453205088517313,-0.0356294791796476,0.12637431149973277,0.03826470163905535,0.07317270113138015,0.05734238071835254,-0.00885355325037338,0.07434137682487331,0.05394879109856546
HALLMARK_ALLOGRAFT_REJECTION,0.010666516717880603,0.00118227652073861,0.08766362934809759,-0.02927736856961092,0.006569476281191232,0.18558697210264855,-0.03149256379678157,0.05014696987906584,0.04709695006525458,-0.03562690809364504,0.05637926045875382,-0.043216098219423384,0.04929670512716863,0.06583521216770116,-0.04550160509374279,0.03539204829479466,0.009896474292120185
HALLMARK_ANDROGEN_RESPONSE,0.0837427926862649,0.0062769757523012115,0.05362681600644293,0.03160284929429827,0.012658093589442426,0.15572569303722292,0.027879459871907205,0.10763658564760022,0.03968423526581436,-0.007800205991532507,0.014971844401981337,0.05644843209977117,-0.0017707966490346553,0.0838684861964504,-0.05670777138637316,0.06063194182425711,0.1294028250476822
HALLMARK_ANGIOGENESIS,0.10177712963471616,-0.08451350979007016,0.0031272728101521333,0.14639600516685758,-0.07491200434270827,0.18897925695259205,0.09224560178290338,0.0337504361359934,0.003492295285187123,0.08467395532536598,0.09111118230914303,0.0014118049307893681,-0.044580349857224866,0.08529160225987631,0.02138104099313916,-0.04164197872896639,0.08936676663434369
HALLMARK_APICAL_JUNCTION,0.05849806134434994,0.04301373799503699,0.14193464820752494,0.0008244103250726114,0.06232107273687698,0.16579221819317316,0.15436503161109846,-0.006550785159176126,0.09580186709013996,-0.04878363219410086,0.07375405494421243,0.012011659281951297,0.06229520421801782,0.05646006853165765,0.05918377226918092,0.07228017331423893,0.10133531236212141
HALLMARK_APICAL_SURFACE,0.013445135302362955,0.010520932136779636,0.08753625566566216,-0.033324579246029364,0.017478254152054003,-0.0687012166102076,0.003351824343896269,-0.012420762922000471,0.10554714578993746,-0.06478631402927605,0.10679334386494051,0.053760482653657654,-0.0352493669659167,0.08581983892786313,0.025767505368352626,0.08256493479152424,0.09442167506835336
HALLMARK_APOPTOSIS,0.05227451068923067,0.0533720552833511,-0.1302415948161348,0.0359086776472629,0.09008473489191969,0.050699889607330705,0.09980638267266317,0.01301843040928646,-0.02722990880849528,-0.0559247022885511,-0.011690449615184326,-0.07849114358618425,0.02687185712889854,0.024031351938515112,0.00025652687999557053,-0.0041753409732737095,0.0948934638950061
HALLMARK_BILE_ACID_METABOLISM,0.004570279234397699,0.017292843939524367,0.09919924780599707,0.0008766269338618787,-0.0331288226267855,0.17073575732743196,0.0901579665359575,0.0113030037542628,0.04098087360018277,-0.07961929726645944,0.15616566402215415,-0.003389209232871602,0.0394591246269075,0.06042423470520614,-0.030819402831728872,0.07873946043601011,0.05336272771180588
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0006348011849298592,0.04607168947468496,0.09242730882738942,0.035385331087413346,0.0551348632897844,0.1281143229668983,0.10000826524232297,0.1008198742819671,0.09356354341332855,-0.07730843265696329,0.148208877247361,-0.02927962474585887,0.0878397079021729,0.10490602201601171,0.0310055027378941,0.07414577719723049,0.09774233054729438
HALLMARK_COAGULATION,0.08763940205049231,0.018319691620243245,0.00740404166363586,-0.0290483349275886,0.07477710977423124,0.17727740137116701,0.05067938776346712,0.0773066572365802,0.029092133824389663,0.004613983620280236,0.10385180240343585,0.057459311451951725,0.08529656346439844,0.09602740197400249,-0.0706617159855317,0.04514399789445724,0.12562307046721977
