,MGH258,UKF248,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0353293517808896,0.12167635245278537,0.127365509859715,0.14682276124007726,0.05746029970914125,0.10976847438337668,0.0761071021168109,0.1142645834261358,0.07683597167481725,0.03562250090525026,0.040144865275951354
HALLMARK_ALLOGRAFT_REJECTION,-0.06273040193387414,0.15750995050107786,0.03770946712253202,0.13201020181876696,0.1220983538272832,0.12010030493899533,0.07884613785742377,0.08568137377077063,0.017128973279752106,0.14926371116270185,0.04045677236775639
HALLMARK_ANDROGEN_RESPONSE,0.065725446114856,0.09753275001243673,0.12468134305382354,0.12582497827686756,0.11875857169861621,0.04905619430213728,0.1123864870704589,0.05568958879353665,0.027456335679877274,0.1468519739705406,0.06807591343396839
HALLMARK_ANGIOGENESIS,-0.020346294546080154,0.020460622945807395,0.12273748345833063,-0.06799228006044551,-0.042692512250672804,-0.029280240075295068,0.03589565342146562,-0.07591700802717549,0.01413138532078771,0.07411707964684286,0.05936842039456301
HALLMARK_APICAL_JUNCTION,0.10297463507875386,0.15658699970777895,0.10860649829335482,0.17153163341154132,0.08185443112267424,0.10081873162439856,0.08909382830432859,0.08030368717849191,0.04248783230344344,0.12920135074305267,0.08940112181841346
HALLMARK_APICAL_SURFACE,0.08546426183680757,0.11393890953495597,0.015264440076176583,0.12484148564284098,0.062102280366562485,0.14555763431911017,0.10204390574432874,0.1478565894653766,0.07427987654567504,0.11833310624945509,0.04596770916640979
HALLMARK_APOPTOSIS,0.0027773397574126324,0.06135131224585539,-0.004301365092487294,0.08891471494859161,-0.052911513718713395,-0.0016667313521757604,-0.06019303266867445,0.004636504643257697,0.046516678606745326,0.015920066147954513,0.03332087298500594
HALLMARK_BILE_ACID_METABOLISM,0.09942495749328731,0.026807665056170705,0.06857070134832881,0.13378561657108473,0.045235885009190104,0.00718275327645454,0.1277580713065043,0.11235809392554548,0.09127613285805948,-0.009788395642082871,0.05829806102329087
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06873632344544531,-0.06987763476647267,0.1069684548589668,0.05335878928846666,-0.007223144076358106,0.04783276288309749,0.08693333941811644,0.10204118572852543,0.0006139820712417299,-0.05585919771166794,0.03392398201626622
HALLMARK_COAGULATION,-0.033800337716319295,0.17969745929905673,0.05280112754639025,0.1450235218231902,0.03651435239488388,0.12709192119621487,0.07561802836931271,0.09737718051511939,0.040718013271527576,0.14947301435231378,0.04925969669420996
HALLMARK_COMPLEMENT,-0.02408707121896158,0.03706027306690795,0.14006133067307788,0.09188942925335576,0.13552241762128564,0.13700161897841426,0.041929592659962274,0.13832313425504106,0.07217649503269892,0.005336045571606128,0.03997913733063827
HALLMARK_DNA_REPAIR,0.12807129233397288,0.04940212748226675,0.08997257885540659,0.19339258790232358,0.18578717307022086,0.08635168961253804,0.07398464340213487,0.1042348690613105,0.08777894922992763,0.02358863258801636,0.05444934066491712
HALLMARK_E2F_TARGETS,0.0931427251078349,0.03717190657166349,0.02127034207550996,0.10836761907320265,0.14366224532552502,0.07838935227672411,0.12863268107130912,0.04702258589649411,0.035038096337052,-0.006949254776729723,0.07058338254650892
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.13113529732490167,0.1584300744688716,0.1255989968731729,0.04945085183045603,0.02728217208819742,0.10271535779515265,0.031064966880265787,-0.029935509995003537,0.024991067402651723,0.1511989110897744,0.0958279612778375
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.034493830775950675,0.08676570133072542,0.05657339124148631,0.0031381369057217235,0.010479652979852793,0.029248756966475047,0.06703211978706737,0.05770615819729733,0.03601344022347444,0.056126857550138826,0.07658127908865206
HALLMARK_ESTROGEN_RESPONSE_LATE,0.013399490471093687,0.015109121298050183,0.020187265298324625,0.12987028654237115,0.07641818702493541,0.06109850775586336,0.08598792951388505,0.07799543153589078,0.045167359363300325,-0.053885340131847356,-0.010771799298355263
HALLMARK_FATTY_ACID_METABOLISM,0.048716299143425006,-0.04080867559003486,0.10945924468409987,0.08800907824905693,0.06574004947022413,0.04465393601250396,0.03582332724019355,-0.029080448794889937,-0.03353389989344304,-0.02198701796685097,-0.020866576090315076
HALLMARK_G2M_CHECKPOINT,0.1303248763724075,-0.002552360470638742,0.14366630214436746,0.05345423766969473,0.16548740145838822,0.09398745051951589,0.09411525280841697,0.052525696712081404,0.03793349475746069,-0.009451206265989654,0.08756632925025638
HALLMARK_GLYCOLYSIS,0.09976395900636913,-0.07848214743524508,0.09284748159581784,0.044072466555835785,-0.012900308279141397,-0.0026435775255502407,0.08676198456098841,0.06848425123292844,0.024387988687613906,-0.02430668730136261,0.07179790708187722
HALLMARK_HEDGEHOG_SIGNALING,0.03577730650365199,-0.04213382255306828,0.049131489385295594,-0.06501191371428314,-0.07164417129953403,0.08112310311917095,0.03791937053746455,0.03898880303276123,0.04634769668129116,-0.005228186517046554,0.027859405632728484
HALLMARK_HEME_METABOLISM,0.03274214540498253,0.07520707963451032,0.11646856724028495,0.15927083967394157,0.1786141564283819,0.11355158716877921,0.07450962122326563,0.10661534558125231,0.07123094610709098,0.023446418256442534,-0.0009329524511325392
HALLMARK_HYPOXIA,0.07251052627129033,-0.062015632674597754,0.1380860688253912,-0.051905428603633744,-0.10261101638629436,-0.018327457507849115,-0.04184543803553123,-0.049046292418989355,-0.05468659220051488,0.0478609524089668,0.030308122349732215
HALLMARK_IL2_STAT5_SIGNALING,-0.014343903810269046,0.07894564724113112,0.14254339725701531,0.017382684881880585,0.04055438579979621,0.04327524834295588,0.1408105187417053,0.08264479241846934,0.035791880547623285,0.04677187507675748,0.01635743653496197
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.017714101216954374,0.02214858097452117,0.05486874812634644,-0.03800533699149505,0.06917922252215289,0.03964145527131354,0.08948248763500222,0.04151189024623686,0.03365680277392439,-0.0011030746296248784,0.04659512089433135
HALLMARK_INFLAMMATORY_RESPONSE,0.09456115616106107,0.03746699660457701,0.11164642748063862,-0.005401480039803658,0.04935116530431838,0.03976213849428456,0.013389329266878717,-0.004617247313566626,0.007364854162678041,-0.045366901941894265,-0.011931287829944244
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06644781627153441,0.11676731376994562,0.059811795407629854,0.201138411192671,0.14562434050199397,0.1701145504364828,0.10620731483963532,0.09307988930572465,0.040860557449508284,0.11406755765875676,0.06456602393205933
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.055263563843199075,0.08482440501776124,0.12137095090615715,0.09518065787641979,0.07727278732351874,0.10958534195672423,0.02235354729203357,0.05117570009963992,0.038135929882552,0.08603706449874343,0.0004368607268592907
HALLMARK_KRAS_SIGNALING_DN,0.07834820189058955,-0.05225362003692605,0.09784174251636109,0.12176248930274293,0.0701683846978693,-0.0022203559815593293,0.04464072147692508,0.12506364703262246,0.08299926171177097,0.007320897057020564,0.010753654184234252
HALLMARK_KRAS_SIGNALING_UP,0.006067120702390353,0.04712475023303121,0.16862081875611384,0.0349885879682528,0.17672191080346034,0.08932591277090442,0.1180872246772023,0.09049580183564175,0.08221616483734207,0.1263338749436597,0.09194358347356937
