,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,-0.0449914611568652,-0.09342022479588935,-0.06990741896893263,0.027394347885503084
HALLMARK_ALLOGRAFT_REJECTION,-0.051877442288652875,-0.002793708688574787,-0.006661472958204487,-0.03999010948335572
HALLMARK_ANDROGEN_RESPONSE,0.0019493114775672679,-0.07217207186306834,-0.0517704192781552,0.014711536398918996
HALLMARK_ANGIOGENESIS,0.021996975590796816,0.06649630683025788,0.09605171013604609,0.019810366446573496
HALLMARK_APICAL_JUNCTION,-0.0776340927444079,-0.11544144121361524,-0.026023117227715657,0.015612228634238556
HALLMARK_APICAL_SURFACE,-0.05579214081776906,-0.09592003177381807,-0.04304854739180612,0.0008902985386098734
HALLMARK_APOPTOSIS,-0.007861071606646534,-0.03637034099202277,0.12056325235444337,-0.0331719301630099
HALLMARK_BILE_ACID_METABOLISM,-0.09095294408797885,-0.02977580849557295,0.0006023450788921568,0.018928328315470477
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05150677665011446,-0.06066410608090249,-0.007222517026294332,-0.00747417256894929
HALLMARK_COAGULATION,-0.01689589197319358,-0.1258209750839888,-0.036790748170804015,0.016121642510200315
HALLMARK_COMPLEMENT,0.014720788238956175,0.039854148577044585,-0.07415842881353246,0.009227705122328175
HALLMARK_DNA_REPAIR,-0.038487101012711605,-0.05367162217227882,-0.05745219204191606,0.01911053848832279
HALLMARK_E2F_TARGETS,0.018699222296967553,-0.11912387193961964,-0.07165663500027776,0.03734518349773044
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.05289470538307577,-0.08372212187988518,0.010988433350759146,-0.013802371401276953
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.047417005073104375,-0.043157167655874636,0.0058974484541999056,-0.010207584273573135
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06081353570264996,0.0006308335623206161,0.002730474129085484,0.03233614057289869
HALLMARK_FATTY_ACID_METABOLISM,-0.053202170057078155,0.010252696424296237,0.021337485510210575,0.005401568138152844
HALLMARK_G2M_CHECKPOINT,-0.08710944566718284,-0.04622950596667288,-0.035410324311358175,0.017320291930352696
HALLMARK_GLYCOLYSIS,0.050306557293633584,-0.08481356025316736,0.02260882299200761,0.011978557196763669
HALLMARK_HEDGEHOG_SIGNALING,0.031805362109331804,-0.1162092764159971,-0.07321154402895584,0.022664459977379474
HALLMARK_HEME_METABOLISM,-0.018208395607236985,-0.0789684607804821,-0.026516386977918558,0.012377889453440656
HALLMARK_HYPOXIA,-0.10248648572316071,0.04346121636220686,0.05998903315486711,-0.00695798866560868
HALLMARK_IL2_STAT5_SIGNALING,0.05561914806250179,-0.022089940815627578,-0.09136547072576569,-0.00040921552254545145
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.019580538590266792,-0.05291202495453033,0.011495425908724615,0.04842214643826047
HALLMARK_INFLAMMATORY_RESPONSE,-0.04403660684124125,-0.030938224243765106,-0.11424867253030778,0.004655538395933949
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.08902582669211861,-0.11891499861316426,-0.058891540002648346,0.031609446808157526
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.03264521424185626,-0.05630017560733766,-0.018594249832843482,-0.03251797668956201
HALLMARK_KRAS_SIGNALING_DN,0.023705791071549676,-0.0975288809356067,-0.06483789115182179,0.024370853658108378
HALLMARK_KRAS_SIGNALING_UP,-0.01503540834673004,-0.019335650625548945,-0.057710715597494584,0.033646712670141035
HALLMARK_MITOTIC_SPINDLE,-0.0025260098130900385,-0.03479454695855422,0.013753324988846558,0.027183204856074287
HALLMARK_MTORC1_SIGNALING,0.002610722162681638,0.037251736554601,0.005618771596400031,-0.00025672528283396986
HALLMARK_MYC_TARGETS_V1,-0.014485843982835752,0.024108573818458004,-0.08704648768200698,0.010384160225078785
HALLMARK_MYC_TARGETS_V2,-0.021908495528553267,-0.08417514224152878,-0.03636424728316889,0.031137584666793568
HALLMARK_MYOGENESIS,-0.03023118600120971,-0.12353991325543723,-0.047183156447534284,-0.004653258991032292
HALLMARK_NOTCH_SIGNALING,0.0008791458331903378,-0.11901103390792973,-0.06448833521850107,0.011439368837800189
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.00464562834305985,-0.07307984961443063,-0.08918884779210222,0.008881500533743635
HALLMARK_P53_PATHWAY,-0.005246955282310917,0.09621364111340198,-0.054004010647264546,0.018230508961026272
HALLMARK_PANCREAS_BETA_CELLS,-0.056992424579594414,-0.04445214788330253,-0.04596816865944826,0.02070613166052871
HALLMARK_PEROXISOME,-0.002615591206724157,-0.03539793203762883,-0.11548934914935027,-0.005248922041695948
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.030665284463524265,-0.08815245498115228,-0.05476722857722189,0.004751602649178193
HALLMARK_PROTEIN_SECRETION,0.01692118395197,0.011616297859839166,-0.1095379375767024,0.022940739437134747
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.029501982250498042,0.12582742444565373,-0.11489463890150799,0.0019665848279389856
HALLMARK_SPERMATOGENESIS,-0.03792159632605907,-0.042937734574586495,0.1089047548517029,0.030776271714950613
HALLMARK_TGF_BETA_SIGNALING,-0.016783717184716666,-0.06325556278766456,-0.08939199396241022,0.008799327012934269
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.11719502406559724,-0.027048364848318268,-0.09985066284956894,-0.0029272312568000584
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.033136337196171435,-0.05068503457417771,-0.05730490941109883,-0.0053473377835866025
HALLMARK_UV_RESPONSE_DN,0.009078165163380579,-0.05453495952219519,0.011137119199439383,0.020319792011791158
HALLMARK_UV_RESPONSE_UP,0.04406602076206424,-0.05065588345945215,-0.07366515906332957,0.012352897824313779
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.09430988589338318,-0.05642316063471375,0.040101403165921985,-0.030932019360641213
