,MGH258
HALLMARK_ADIPOGENESIS,0.02014034701545658
HALLMARK_ALLOGRAFT_REJECTION,-0.029263433951740157
HALLMARK_ANDROGEN_RESPONSE,0.07488186802006778
HALLMARK_ANGIOGENESIS,-0.055634325105991034
HALLMARK_APICAL_JUNCTION,0.09933728475549383
HALLMARK_APICAL_SURFACE,0.02102546636056275
HALLMARK_APOPTOSIS,0.02706356994244477
HALLMARK_BILE_ACID_METABOLISM,0.05611599340652138
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0646877694411228
HALLMARK_COAGULATION,-0.041358650634685516
HALLMARK_COMPLEMENT,-0.005329481671847968
HALLMARK_DNA_REPAIR,0.08438500863869738
HALLMARK_E2F_TARGETS,0.06602981147464965
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05789039478473267
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.008422498236766494
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.037817655933730404
HALLMARK_FATTY_ACID_METABOLISM,-0.023323439002271296
HALLMARK_G2M_CHECKPOINT,0.07840824372530733
HALLMARK_GLYCOLYSIS,0.07996139006110169
HALLMARK_HEDGEHOG_SIGNALING,0.021121224267042178
HALLMARK_HEME_METABOLISM,0.012259939045010769
HALLMARK_HYPOXIA,0.07540617371789327
HALLMARK_IL2_STAT5_SIGNALING,0.029054004910257804
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.020006583472700828
HALLMARK_INFLAMMATORY_RESPONSE,0.03688269154932707
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06344324366779547
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05955383492978708
HALLMARK_KRAS_SIGNALING_DN,-0.0011436187852986383
HALLMARK_KRAS_SIGNALING_UP,0.0104513462642788
HALLMARK_MITOTIC_SPINDLE,0.06639083687489357
HALLMARK_MTORC1_SIGNALING,0.07984706222387099
HALLMARK_MYC_TARGETS_V1,0.0858552335862525
HALLMARK_MYC_TARGETS_V2,-0.007919885155795822
HALLMARK_MYOGENESIS,0.0023965476667242914
HALLMARK_NOTCH_SIGNALING,0.03853214527713839
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.09680538941941536
HALLMARK_P53_PATHWAY,0.033297504809068214
HALLMARK_PANCREAS_BETA_CELLS,0.042968605733808785
HALLMARK_PEROXISOME,0.027394009101377664
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06723289263636087
HALLMARK_PROTEIN_SECRETION,0.09164940579572975
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.023921954732253232
HALLMARK_SPERMATOGENESIS,0.04351681807314272
HALLMARK_TGF_BETA_SIGNALING,0.04477982800386912
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.031862200337527506
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07224114238255114
HALLMARK_UV_RESPONSE_DN,0.11792710152239816
HALLMARK_UV_RESPONSE_UP,0.0557965627212599
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.014988107934677957
HALLMARK_XENOBIOTIC_METABOLISM,0.023118124401277276
