,UKF259,UKF260,UKF266,UKF269,UKF275,ZH1007inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.017614377754532236,0.06948717910287115,0.03529991142217691,0.0813800091199627,0.05079264638097251,0.04336432299297462,0.10095444939155787,0.031435762209380595,0.09179074392408047,0.12031245208652538
HALLMARK_ALLOGRAFT_REJECTION,0.013581351656475593,0.002410427196920609,-0.009203331099451255,0.06449361103312205,0.03916042929718606,-0.029661088240202076,0.12178228095475316,0.09139278823826354,0.14841372517333717,-0.04015762858555739
HALLMARK_ANDROGEN_RESPONSE,0.02565958910100629,0.043139980850341805,-0.03788577780668213,0.07646419594568875,0.08091284587527824,-0.009584269713459572,0.13553597290967,0.03585386757492681,0.1383953074627638,0.1549485983410591
HALLMARK_ANGIOGENESIS,-0.022681658539108453,-0.060882159433903967,-0.006944068948015183,0.08025260409724512,-0.017786519731192277,0.03730653124601417,0.15389124593679454,0.0004247435964165678,-0.03670821762590374,0.034192555908789626
HALLMARK_APICAL_JUNCTION,0.010977431220569116,-0.012960939042877368,-0.01066772211718497,0.08412040582946395,0.06380907692763302,0.06637267414167444,0.08617049684176502,0.005499105379952899,0.12180255364176999,0.12003504339564293
HALLMARK_APICAL_SURFACE,0.05823582582574705,0.018421961559521284,0.03513912923568456,-0.017425763341997327,0.04815200858784638,0.08101371340683264,0.07378627078795817,-0.030774134861446437,0.11712848891588964,0.09158835312902788
HALLMARK_APOPTOSIS,-0.02356996768669622,-0.05815746046751949,0.045918891921727,-0.0007108365249978911,0.08044202731821817,-0.07674514248314,0.06581976228893598,-0.004759925644768621,0.05859681274338748,0.00044981512181783365
HALLMARK_BILE_ACID_METABOLISM,0.035119955648487876,0.0716787195223391,0.007437467804762607,0.07551659350792846,0.02923066128305943,0.016546435220760686,0.10813298741666971,0.034826283439402396,0.06041964616173267,0.09520079376240774
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.048219353819340276,0.07648526815764616,-0.00411382729684083,0.040923336221572834,0.06479622043308288,0.0928509194207524,0.05768287433075195,0.026936999533587063,0.046654829199799866,0.11206349803147327
HALLMARK_COAGULATION,0.013474326914307503,-0.0012642506192699055,0.0015841511236814108,0.03435340671685285,0.04592075534141127,-0.022173741745234246,0.09562700564651706,0.008302625446087964,0.10857061301540345,0.11641360332536499
HALLMARK_COMPLEMENT,0.06642760993649101,0.05753326281986067,-0.013248496958764585,0.08367095351993356,0.0197939520006066,0.027657300394552203,0.12593340299054787,0.038237760232195675,0.06731902212730918,0.07520379995712
HALLMARK_DNA_REPAIR,0.013950478818059622,0.07400573460793766,0.0023684241426567164,0.10179128285084235,0.05887989078010313,0.1200590534711404,0.13194366140677194,0.015148984656106623,0.062827759114876,0.14665433365534558
HALLMARK_E2F_TARGETS,-0.0056929016984226255,0.0627223167029546,-0.01755844497626373,0.12257460594240638,0.10128984404279566,0.10718581668302463,0.0885428797649737,0.0317845538943188,0.0454401439949398,0.114290537491788
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.003967597708079934,-0.021769747888618223,-0.020836296053082393,0.062365435058108924,0.03740077264921559,0.03451060456377308,0.14525947858320182,-0.010747957700774826,0.06566007283769698,0.13206925287797963
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.043082416176384974,0.0972900135200011,0.0006237570774221688,0.0598251873294243,0.02182435385845144,0.01753403281155074,0.1492324789929214,-0.001470505135518673,0.0799472733304986,0.121202890852299
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.019810643636711218,-0.0019139322207678943,0.05089850077646062,0.011234739361676597,0.03479062574299078,-0.020812600176379148,0.05456082394502576,0.04398528879398052,0.03318373256678146,0.07169284304004839
HALLMARK_FATTY_ACID_METABOLISM,0.0029555226589381067,0.03879243765940723,0.01475718173750176,0.0742345539573378,-0.014982199393539833,-0.040031569042823775,0.11321768790388544,0.04274624046338338,0.062141120303185665,0.06676115603464217
HALLMARK_G2M_CHECKPOINT,0.04224031616378895,0.03444406424259727,-0.048813967347891105,0.09000840958311518,0.0642620512440152,0.03726261361138507,0.13289666432490235,0.03553083954872441,0.054830942282459376,0.0764605027811773
HALLMARK_GLYCOLYSIS,-0.013751495872158468,-0.020294348367648558,-0.003100370634198083,0.10503027525010271,-0.03190892710361417,0.12117176140178694,0.11764155085760235,-0.0034224173784230313,0.02084935685642309,0.1410727027699841
HALLMARK_HEDGEHOG_SIGNALING,-0.03830246418810699,0.07695240953127343,0.014616936432702314,-0.025607966151220136,-0.012880039193759215,-0.056563289502319286,0.07787100611604553,0.052093688502787346,0.02928517088960614,0.0229323885017502
