,UKF248,UKF251,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06882280712443209,0.04837370651156518,-0.015038988219885073,0.04592929338117101,-0.049531146200812316,0.006724059623417748,0.060977760640884,0.020538718425956747,0.11008239510312236,0.010343823032366866,0.08964011789045494,0.16019774715532778,0.1016430068379169
HALLMARK_ALLOGRAFT_REJECTION,0.007962543141308787,0.0775917008190219,-0.06820155180645673,0.04492199045884791,-0.036265311913011425,0.08399902384263638,0.034174701278822085,0.09640001900524935,0.05862858657481767,0.027791023802550257,0.08885944448715814,0.16579219184454913,0.06893642308520086
HALLMARK_ANDROGEN_RESPONSE,0.10485014095645798,-0.006972882581033862,-0.05219137853191511,0.13081378556402165,0.04779873077770036,0.09163072002027987,0.04453867340532965,-0.02447162665626622,0.12124003129475629,-0.023879427191445157,0.042650986814097666,0.10966541205980589,0.1451752649856797
HALLMARK_ANGIOGENESIS,-0.10636035307721507,0.0070546162617596405,-0.09127057929681685,-0.059840424969216974,-0.057676834734967354,0.08241884915881992,-0.07287388927475925,-0.02692530754699999,-0.05090652539569522,-0.018357801059898232,-0.02285964079476637,-0.12280044867676283,0.09846699521691912
HALLMARK_APICAL_JUNCTION,0.10525031834202522,0.000685068496315304,-0.11002050232154312,0.055602796945647334,8.703502788399504e-05,0.05601306299254512,0.046552245012195334,-0.00836257135231845,0.11585848121404875,0.036742445771301424,0.023945044785004997,0.10900693509852379,0.11041597527220869
HALLMARK_APICAL_SURFACE,0.102143250966274,-0.042945047190236625,-0.02477923081381267,0.13654516415830512,0.11364017599379707,-0.0397629099566665,0.058639194159914095,-0.02512933645824193,0.14361345394938022,-0.019809163396869844,-0.07511891852208875,0.10503775047680824,0.12969412716108972
HALLMARK_APOPTOSIS,0.04311966429172718,-0.018832965976145907,0.009963674744876408,0.07158023435391617,-0.06089266549507306,0.059415932484176676,0.014375655926568755,0.03526092664485935,-0.023240333220140543,-0.004892962434633192,0.008926254831741079,0.13437647249418083,-0.0027130694916099513
HALLMARK_BILE_ACID_METABOLISM,0.01304372671112736,-0.01573167467601308,-0.02922342761639315,0.07029800644450268,-0.011762185629100003,-0.05392414945632516,-0.009298328530561275,0.00686418093311048,0.1202453556005082,0.018279679838175588,0.07434641688133657,0.11477423333867444,0.08548793004734677
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06753082324238795,0.043887707653613134,-0.059156152110097976,-0.030109779447506282,-0.03935612797643065,0.08881647601077693,0.004494944169855195,0.02411700550686287,0.15024196904348297,-0.009458846520528174,0.022616077724361333,0.11798751066717368,0.07394381583642648
HALLMARK_COAGULATION,0.05858919426781171,-0.0010399865926025936,-0.051117982739776344,0.03350418242412683,-0.08289119942373734,0.11751413038518357,0.00652782685645589,-0.006287723229859908,0.0811659876449402,-0.013427009679429643,0.04103851547643505,0.1167793432438644,0.03978934386867459
HALLMARK_COMPLEMENT,0.06554512026910646,0.030550846240935164,-0.019513808468890052,0.048264126358460585,0.012366185803437136,0.07377036661274852,0.060608246223188014,0.013457001546499456,0.10495731459213435,0.03649442766827429,0.0677436260766422,0.12995549573846768,0.06268119499793821
HALLMARK_DNA_REPAIR,0.11527879055532114,0.024492549223872184,-0.06710838993326089,0.052546679231528996,0.017647224280820033,-0.006669498271931954,0.06175291610907751,0.00956436944034599,0.13364050823471169,0.010463814433299787,0.039885231307526935,0.12201423782948248,0.08986432154847984
HALLMARK_E2F_TARGETS,0.1257669765153336,-0.0059012053393945815,-0.07302632717084119,0.06971106456467267,-0.02504747827016403,-0.04426447901093485,0.06643332816620551,0.015302838312784006,0.11374969720521662,0.024530824701996662,0.04548085604635503,0.07532299198303877,0.08322459480864165
