,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.13030417893104423,0.04426487673616981,-0.022437114333310103,0.02192220467464102,0.1409031197675091,0.0636364045042072,-0.12181750712550865,0.10501998951232994,0.007795592701428801,0.19327551164651666,0.16897383468567898,0.05649955421027824,0.039839955644187755,0.02760851516439025,0.02975850089726957,0.020476928141811297,0.16413967105360366
HALLMARK_ALLOGRAFT_REJECTION,0.058418553189019375,-0.03254008277320439,-0.11782213219385969,0.0005307674903323765,0.03730074614483119,-0.2865373718487714,-0.3489415993373261,0.05322658399581119,-0.07564243453738724,-0.429073225190604,-0.11599999744147745,0.023884768273623194,0.04587429146962698,0.04427427539769004,-0.0498955398553558,0.09105607336214432,0.07011829280996301
HALLMARK_ANDROGEN_RESPONSE,0.023428326488446453,0.07340089551548443,-0.006784006616180251,-0.01842828600459741,0.14335786868918943,-0.11633674129678269,-0.3006286484330598,-0.010942296464162322,-0.03630535191283855,-0.1879741760945812,-0.0845006547501759,0.07766400907846588,0.08080471050445892,-0.03539017708046613,0.005523704688482517,-0.0323374133911103,0.08353157910910228
HALLMARK_ANGIOGENESIS,-0.2674568119788296,-0.0851071373652404,0.0808466329456227,-0.07947799846983253,-0.2484402173532306,-0.23893779666565562,-0.38744542122625913,-0.2641220267927096,-0.06150948437004257,-0.45300347973192356,-0.29753724888535876,0.04788332628310742,0.07447970382734243,-0.041936019617178626,-0.022196792862135554,-0.1989386567428077,-0.1795512293664407
HALLMARK_APICAL_JUNCTION,0.07374652563866599,0.11086145258960957,-0.0695182623466647,0.05211720174890024,0.022059960356068498,-0.14647771014853192,-0.2536998861859334,-0.11861867612334745,0.04141969757897093,0.053251234695532376,-0.19822655811896095,0.05461720043801591,0.08649855980404642,0.030381792396962752,0.005132562063385922,-0.023895856465818956,0.1603763904075714
HALLMARK_APICAL_SURFACE,0.1965591940440795,0.09429636189071847,0.06209107057486898,0.03143492678534011,0.11784137522571522,0.2210478719180957,0.2730743929601044,0.1408862987334887,0.092945719057253,0.18338558829570314,-0.056839499021545295,0.044696122544544845,0.031344092469730904,0.05878379419561872,0.0715681700027684,0.04923474705479218,0.11958678809276126
HALLMARK_APOPTOSIS,0.09419205640355646,0.021177593404388184,-0.023006275488763463,0.01612129477997628,-0.051620242569480335,0.11941713432948749,-0.06956918917336946,-0.15328894236161608,0.02568898985422874,-0.087541343537251,0.1717466953070121,-0.02145531562005543,0.05089915244284282,-0.022784927547295383,-0.01975755235382487,0.08423445957873998,0.08100825682327138
HALLMARK_BILE_ACID_METABOLISM,0.04024785786309068,0.01907336271073485,-0.015045373027111257,0.005913981815126938,0.032918709391087646,-0.09447780099381926,-0.35733541908643607,-0.10745563203691291,-0.06388135759939906,-0.10339878527643852,-0.07668497124923439,0.053475193817354064,0.03807250947382463,0.01506277156721582,-0.04901233679514157,-0.031811079190153635,-0.04856505842881492
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.014145013721331413,0.11591838425363372,-0.012467851975211866,0.0041230424212478625,0.05482197686225103,-0.23883342499551813,-0.2707871729739753,-0.24672729242664931,-0.024959335567234803,-0.3524993377272854,-0.21995685316300953,0.06223622183782416,0.021356293378906155,0.010265583531036447,0.013249818647123107,-0.05935886462821463,-0.0074179114529238305
HALLMARK_COAGULATION,0.005892704971455262,0.04838148096887834,-0.0889218383584878,0.027999197880939058,-0.004838277273911024,-0.2707312461347736,-0.393231493045591,-0.10964585930758143,-0.08492123944325648,-0.4582515060362201,-0.178050428865056,0.03842791882088995,0.11440245576812476,-0.043013968651504746,-0.04407630130527074,-0.05987262757518845,-0.03765274221062356
HALLMARK_COMPLEMENT,0.18410457102541158,0.04065199316790224,0.011633223664398258,-0.05843840138544889,0.14854758337157764,-0.045647033132409365,-0.25649165732358326,-0.1505487397362268,0.07401363172183081,-0.2933013022089995,0.03517817851719009,0.05105877378213417,0.09913001573484806,0.004507567397494283,0.030287798139689053,0.017990081668391,0.14969976912816646
HALLMARK_DNA_REPAIR,0.10021892857089916,0.1313970104624141,-0.05526913059891294,0.001426545803645657,0.1598436588194541,-0.09714276959784969,-0.2263498146202876,0.01328181185073993,0.048362388946482475,0.21605853543003922,-0.09765699384803701,0.08020980196644117,0.11490147236466339,0.046390155284295014,0.015592302241739266,-0.08779443382565526,0.23021114247802552
HALLMARK_E2F_TARGETS,0.17236766412064114,0.06402514870426228,-0.06585572340372628,0.04757959220789775,0.1619054657769055,-0.2551196327418438,-0.2964592126999042,-0.05007063953942654,0.08201502187187647,0.30211180467464926,-0.1366244538925499,0.09325827903866844,0.11512264671711557,0.03592642981186322,-0.005739841667421742,-0.12470458562034863,0.023701840075525085
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.21162717671066358,0.032245512317251285,0.014814687557786792,-0.06773691888024964,-0.21732431043964043,-0.26490136837987666,-0.3060035650234212,-0.26124257627747033,-0.07561591401509946,-0.3805027640461649,-0.2974516906415156,0.09099922182696667,0.08553681621019679,-0.023160066810814672,-0.026916369891011024,-0.1302809299591622,0.05795757574337462
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.053407971530318496,0.03877681548857588,0.013086015392877319,0.03214906025205126,0.19541687361725937,0.17083814979712644,-0.10609161455673742,0.0821336804026111,-0.020073803311129176,0.31257517892121855,0.2843686054747099,0.061176691879194285,0.008707366157044453,0.02435985879991131,0.010495222612148858,-0.05414359832759047,0.15709315356708353
HALLMARK_ESTROGEN_RESPONSE_LATE,0.17911212661917647,0.0823577542498345,0.02759224682818729,0.02925077786012877,0.06081623230423224,-0.027671352282200072,0.2329300208376912,0.04464271732333214,0.03537915767122979,-0.12774985766743455,-0.17167708829469788,0.07273781036946755,0.03709383765510056,-0.0017683550451248636,0.02082707722857237,0.08367205423062743,0.10740643733269457
HALLMARK_FATTY_ACID_METABOLISM,-0.02904665949829386,0.00200250197904422,0.004281849984042309,-0.020702820579335687,0.0851752907271337,0.07819143458741322,-0.2519307329261051,-0.1765052571431489,0.008766395735838156,0.02694242545702522,0.20792433596297716,0.03390626442297593,-0.010768882666923274,-0.01006064002691677,0.03257466533859415,-0.02552371348404097,0.04548558912094952
HALLMARK_G2M_CHECKPOINT,0.003578475002907356,0.07005622016524643,-0.04293984757479707,0.03649861039963534,-0.042937006097847376,-0.2778931378073394,-0.31400864349764185,-0.1759974755645058,-0.03507200545441844,-0.028093068065153996,-0.2534529163388204,0.09078486925426119,0.07560458024401104,-0.0036776829237975097,-0.019866396992830004,-0.1787231609496642,0.20477875845364094
HALLMARK_GLYCOLYSIS,0.007911207529407771,0.07386952552328138,-0.03103657255433451,0.00771650767661448,0.024674815688171023,0.1273212365416814,-0.14744810722553167,-0.002912838500439059,0.0936842639296746,0.373287323019541,0.0008872414335338638,0.09362613141229283,0.08871595760591264,0.04875624698256005,0.016185188634861916,-0.030539035520731433,0.16853209075288625
