,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07701757925268035,0.14166842190800905,-0.005261528492112762,0.19013472748985047,0.03275995711353264,0.10277014985401448,0.06658417360017198,0.1253688054650727,0.013459932264650608,0.05485264082910183,0.20649079347668475,0.12308406519875945,0.11156089351984257,-0.052979253977132344,0.08667370605806204,0.17132315214855112,0.07104686296287122,0.0841855346088201,0.15430413048987157,0.14099365899987928
HALLMARK_ALLOGRAFT_REJECTION,-0.019294804476820186,0.11086298593207161,0.015394425172364497,0.08612920581157218,0.030673884442623374,0.03272932207069876,0.036499281905139666,0.17888403563012864,0.0051525623475059176,0.031368147667197935,0.17439286581932295,0.0712990272364109,0.01150556669750848,-0.00655774372543754,0.015018745278632232,0.06924789495940399,0.07969318258213672,-0.07272260057533506,0.08961581665656032,-0.05653619082047943
HALLMARK_ANDROGEN_RESPONSE,0.06814175271634608,0.13488302620867737,0.005021313973921403,0.11348514759873869,-0.001825767737942495,0.061977741266872326,0.06835283077545022,0.20572692503610096,0.05243603353998753,-0.035789798797863495,0.14869442664902877,0.1119383921686397,0.08353752413316043,0.02405268045619075,0.053102236014623855,0.13135607576087083,0.00962353147713719,0.0006921574335503386,0.1219083812522498,0.10585582909305992
HALLMARK_ANGIOGENESIS,0.00532802697983798,-0.022977883764827355,0.03632534526211538,0.10880952377650395,-0.0037641631003612224,-0.04754369420777576,0.05219257665024486,0.168371717539777,0.09073097605299811,0.10061646638604496,-0.12310892368047492,0.03569690474952565,0.04718745393160866,-0.020906334606462414,-0.0681277439043447,-0.061671062968361175,0.08891947523508117,-0.10390596403805615,-0.04439768154105321,0.10055804571048514
HALLMARK_APICAL_JUNCTION,0.06743194411866966,0.18981618604926798,-0.04251345699002075,0.2108409204984829,0.06024112670241844,0.13198732490377912,0.09831691142808216,0.1890477284126855,0.042164773156774554,0.03225792157439408,0.22139717628274322,0.16017584337892196,0.11089447590709577,0.00912661627650669,0.10377528498095487,0.15882838808146713,0.08940469684175331,0.10739640836279236,0.10895498517230466,0.16595837566233104
HALLMARK_APICAL_SURFACE,0.046350567719668806,0.14065790769293973,-0.001265310964654321,0.17760662688593504,0.04544493475660303,0.10404869373019876,-0.012586774250011645,-0.11000010676085197,0.01695004001702229,-0.02808006936090524,0.16586272877766248,0.1926939486319889,-0.0013763099263353511,0.014459159526975279,0.12051059942072877,0.11654019534466158,0.044783639329844076,0.09212209750945997,0.11759474225759704,0.04426171518697808
HALLMARK_APOPTOSIS,-0.06448545998253705,0.04275164441654188,-0.026105075841711574,-0.10515549217214226,-0.007848245757122426,-0.03614338167272069,-0.028674548438904584,0.08505533452176678,0.08833729072581893,0.04761557112335282,0.0778967774717939,0.0018675972403571696,0.04093886351621349,-0.016034102131987304,-0.05888811568654915,-0.049440079988573166,0.03475368209700056,-0.02605234793019652,0.05634932251153949,-0.03948807879338147
HALLMARK_BILE_ACID_METABOLISM,0.03656790106563363,0.015364271731865645,-0.037067199000369325,0.1643428166358148,0.011688330436639117,0.16694465672286476,0.08855221869713828,0.17884212432017174,0.08148165284402581,0.07419689689361565,0.060181603475725265,0.10880207428748083,-0.021309733020961404,-0.02756092589615601,0.07812485283495592,0.15330754360524804,0.07118264849762737,0.052862187544154886,0.11744364725607788,0.15910235922490584
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03673379809991519,0.05613128944029895,0.0004168338238697575,0.14500169495364615,0.014473767845263597,0.12831995466509813,0.07942463625840979,0.15822447081913696,0.07301217856585598,0.023347117795323273,0.21706916360967304,0.15075223692860204,0.053295785779213116,-0.029433538398915243,0.10952971579312522,0.14869874977880046,-0.019347018816369136,0.0898193694667531,0.08519261133136682,0.17182410977141577
HALLMARK_COAGULATION,0.0022695141251269555,0.17315937995394684,0.03830544418748215,0.08720885592318767,0.02237898209311609,0.061284543777212125,0.061885706502718886,0.17004650115735878,0.012918661951063575,0.09090245234077658,0.05512961133263339,0.11712295989586036,0.014700896596342734,-0.054339762256830994,0.004363719880568995,0.11957291235428881,0.09033939994862086,-0.017899716047939513,0.09838847946693118,0.11278030519880948
