,MGH258,UKF243,UKF248,UKF259,UKF260,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.02750924387427825,-0.03987067638793543,0.006382186578959399,0.040472776814978954,0.022090364965295824,0.014460006355490811,0.01217184308201504,-0.022960717469681015,-0.06864983642626805,0.004238877572380353,0.05148455226321657,0.05495503385579947,0.25046001393570766,0.05398644265382632
HALLMARK_ALLOGRAFT_REJECTION,0.0224599436383827,0.10052498769821562,-0.036408739462375155,0.027253731681544473,-0.005300396179784793,0.005526849727721574,0.04447084722083933,0.14615197184915438,-0.018989283423538433,0.01460040615215849,-0.01456438675533949,0.0008902178376818946,0.29495457221992055,0.18901047301130172
HALLMARK_ANDROGEN_RESPONSE,0.06649000266059107,-0.02187541582052808,0.010092301568972674,0.022693166059074482,0.0017477742295024159,0.08273582249340483,0.113838466084569,-0.05071538070237319,-0.07546828610459443,0.05800737852229296,0.07040845865851758,0.01982125328951607,0.24657263835594717,0.035904040734551466
HALLMARK_ANGIOGENESIS,-0.015608434884828663,0.04555386288324349,0.03317993018315129,0.0014965542301472868,-0.04558489279716441,0.009101962286950342,0.05838607352040868,0.05252000529248741,0.08713194942233689,0.07934683871420777,-0.04201373531565916,-0.03077801455718415,-0.06554459210747272,-0.16946076395575851
HALLMARK_APICAL_JUNCTION,0.02583617780129924,-0.024638346081946805,-0.011690176600592234,0.04197532187805758,0.011900123225647574,-0.007627638135298797,0.08039808275712595,-0.04191413056588374,-0.072644533195533,0.02786791924874624,0.05840169861170199,0.05363867437672005,0.27369956363233855,0.013679486866976561
HALLMARK_APICAL_SURFACE,0.06302996694377022,-0.04198895171232346,-0.02212394083510203,0.03820513901137316,0.005724098224291362,0.011988100963422066,0.025846948559350352,-0.03353952904170498,-0.12250049799215641,-0.03078463917956283,0.06979714819864316,0.017056311030358005,0.2660737429291867,-0.04784519902723853
HALLMARK_APOPTOSIS,0.0018203361613732003,0.030801159305281742,0.010286936616149765,0.027194549406734533,0.02742997811311312,0.07582635856526918,-0.005080831471985188,-0.0355747186588671,0.051294498435474956,0.10195265151892695,0.006803569387393937,0.005400761314330868,0.1529827102708128,0.019553497321361357
HALLMARK_BILE_ACID_METABOLISM,-0.02692742492439435,-0.04459442243647621,-0.028526856696395504,-0.03891667109982412,0.02501101980196879,0.007288908045341844,0.011819397487465721,0.0045037858674398575,-0.10882876615718466,-0.006657544955116699,0.05440828271652187,0.07903532404267778,0.17889125998646782,0.01524575468490467
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.022009573248261853,-0.008561948599434642,0.017746621678820785,-0.029829821640026948,-0.010697787411798495,0.015029511634828284,0.0842001568454539,-0.03314103884941478,0.03452781342303196,-0.0019047256439972278,0.07460015920055484,0.006069335025832187,0.11234584331977189,-0.010136258709483115
HALLMARK_COAGULATION,0.026766116666731156,-0.032272575873515404,0.009926469660425635,0.014082878194956096,0.029706624767999953,-0.03681661704007237,0.05734644944725032,-0.052417547482812785,-0.15123708583720685,0.046008662030708025,-0.003625117882896223,-0.0017126514776890263,0.28114791396194677,0.031356052697187636
