,UKF243,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.03414737711691982,0.026996871413313736,0.016218660767198047,0.13026680154476164,-0.005042973512391288,0.0907524874850682,0.057445233939111294,0.024383492100856337,0.03385170371921457,-0.015075628926848257,0.026344085863630063,0.10879827111819917,0.04319685228025815,0.08272615736288996,0.0725275114521158
HALLMARK_ALLOGRAFT_REJECTION,0.08811389806360338,-0.036075339319630695,-0.0022573472871700354,0.06858098752350275,-0.012827047949063764,0.0799738640882014,0.01942929337572376,-0.02811392563332545,-0.021020861255647675,-0.0006688583746915233,-0.013511646516190343,0.036035721175763556,0.04278891470828472,0.0029793858990486153,0.08820632582096202
HALLMARK_ANDROGEN_RESPONSE,-0.05080457061382169,0.014231733173568724,0.03456430955206077,0.04653932074413869,-0.0373383921582389,0.10016875151777554,0.059836095818843645,0.013822310491485069,0.07423443540357555,0.07011246324558822,-0.026907536835585926,0.10981181273511645,0.04073092227690214,0.04938487222529321,0.08863950246404147
HALLMARK_ANGIOGENESIS,-0.0938557545719051,0.07488440994645942,0.017118088623487987,0.09446815052371038,0.044589206852779895,0.06961440822449906,0.0045731866008068,0.11753903490066353,-0.06148431243430945,0.04140991670402603,0.09409697276453749,0.036269756083304364,0.057429789529091786,-0.04043279701698082,-0.06437932122845702
HALLMARK_APICAL_JUNCTION,-0.08346091063674892,0.03272503184346475,0.004087740449550026,0.1052923567092519,0.0021574752218183153,0.07365587377009578,-0.0077271657242873925,0.04020721966159197,0.04641918173103737,0.055788703876326166,0.06132038464607161,0.11454305223868909,0.031236565496221502,0.10372814633743625,0.06528840667979813
HALLMARK_APICAL_SURFACE,-0.0018765851954239637,0.01718770226785973,0.050524325394802956,0.10033940260849382,0.06594960918428328,-0.04829058863247754,0.023561874218503105,0.0866289642102525,0.011668618558337842,-0.062197948012399196,0.03744564365531059,0.07489842848391663,0.00710638207743759,-0.002777885371904565,0.0581991854047492
HALLMARK_APOPTOSIS,0.04628894566154475,0.009155791361582007,0.040665017063502264,-0.06684130573526101,0.04720444307417289,0.009038846253842108,0.016697694616108316,-0.05981541165387228,0.00041659467821335375,0.020044340557614802,-0.027660091824886227,0.04327613565738868,-0.01040058261291141,-0.04028638416303722,0.07731736141632677
HALLMARK_BILE_ACID_METABOLISM,-0.07869669045895149,-0.011723535793905518,0.05679153137917706,0.14176163812922976,-0.0006714003123018319,0.09301947093422407,0.03675264312144454,0.03330242028778391,0.015191272014704814,-0.029565015311720684,0.014330728931298286,0.04035701675676114,0.05627085849829304,0.09810433572444012,0.09648982089891998
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.057476968510285636,0.059177803561660185,0.012878111943293373,0.11885637480519642,0.061512735486396006,0.0938603504788218,-0.012753659162541082,0.05509899242672407,0.04913258805386347,0.00087293319520862,0.033594019413803876,0.10301223226590277,0.0103968017627296,0.022709631527960378,0.05480921499916913
HALLMARK_COAGULATION,-0.07703856827409516,-0.0026643565152956036,0.011503918896765561,0.10671476836225666,0.04665869106742082,0.07458370564080972,0.006598094171239557,-0.007598561656498409,0.00010767159663510981,0.07339582177270909,0.005249252673544243,0.09795051605790374,0.029695664370666838,-0.04821450394613293,0.0930555832649809
