,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.023193188426607565,-0.0442257296739506,0.007656715284284491,-0.01863973156505669,0.05448026329672023,0.013868206238093357,0.05267823562531936,-0.005480738760646489,0.005112401243228204,0.10524098730100485,-0.01244171995244005,-0.04330233026526881,0.049456546588616354,0.05960145804336581,0.020704652721094764,0.03647301930969762,0.0824297204093959,0.06615346616396497
HALLMARK_ALLOGRAFT_REJECTION,0.10493638395682384,0.00744312527915707,-0.015375030395105347,0.002228949774782761,-0.012653805666936488,-0.07626789957395753,0.09979848853800276,0.03611546348126178,-0.04864025472487571,-0.08402633025518548,0.017415197058267995,0.0026900562315942144,0.020796277315433914,0.061631115545964454,0.07881636078016502,0.06678177829523868,0.010033787483904068,0.030806781439440652
HALLMARK_ANDROGEN_RESPONSE,0.05691692367461196,-0.007191035475004012,0.039952710702102094,-0.01687883562727136,-0.0037228619251038894,-0.019057475776104407,0.03128348408280004,0.017173727311017652,-0.029682613894739418,-0.013284135076706463,0.06158961584909302,-0.021034372457005568,0.009092209266495555,0.07053571690379948,0.016819156170067594,0.03649418362883392,-0.0201067825506299,-0.04876425065516078
HALLMARK_ANGIOGENESIS,-0.05529850367722602,-0.006026639104552529,-0.04636337277859025,0.024840412418570254,-0.10386382469324551,-0.008766158956841363,0.10033155041386368,0.04729475128971594,0.08333235852735842,-0.09108481835618303,0.051321707642680674,0.03955461565191372,0.06885678428561763,-0.009030289512882478,0.0066811746203251894,0.021185330566674536,-0.13099015431456454,-0.1315817594037794
HALLMARK_APICAL_JUNCTION,0.03882220132547877,-0.01606109826298796,-0.02790955045660227,0.034585308404061495,0.04122407116224988,-0.02531871232846921,0.05926339895427618,0.09303731348269016,-0.0026349201379608357,0.01463163158118508,0.008450660816980147,-0.03331694402946191,0.03091680404431604,0.0035187657149881478,0.058401100250353576,0.0228786300124368,0.034616402037937685,0.15174666762146238
HALLMARK_APICAL_SURFACE,0.05257351974868234,-0.015953429835873327,0.010300976221558934,-0.0030915434029205545,0.022477775840750308,0.07977557878950374,0.0015245438050551041,-0.018657058392111663,-0.010413311959104657,0.1268390776620666,0.04348454701388579,-0.027782325810299265,0.024527939938935005,-0.031099856939168148,0.02723027458915573,0.007722349671164377,0.03270791413015165,0.09773017195311472
HALLMARK_APOPTOSIS,0.001053261788902434,-0.007715644581437196,0.06622238401476271,-0.06657125563888407,-0.05781072796975327,0.04052668639884848,0.015931646990661977,0.07957069316038798,0.010471966663640277,-0.0685619347679211,0.0081314350606336,0.0010877914876483452,0.033099337655334654,0.05804289351701596,-0.02019836470133012,0.032761167539290925,-0.043662636463478635,0.10779248529111143
HALLMARK_BILE_ACID_METABOLISM,0.0003123856549160466,-0.046679656556484775,-0.004645017209450149,0.03308002413348739,0.060498633880412996,0.016971030638111267,0.08865304015109862,0.07274718335600647,-0.01745286995806946,-0.015540238064473046,0.03338852048584939,-0.043087741165449944,-0.018437048839260787,0.050630869739501,-0.012278226054198633,0.023646028974700656,0.07914345900894368,0.09935318678592986
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03027408452925494,0.016110785767140763,0.03283665153843001,-0.03310974662556995,0.06369515511549619,-0.005298908791362777,0.04268226610208307,0.0710506097306735,0.011268007950666932,-0.0984382651976621,-0.001882241565367946,-0.08027145003911842,0.02266684420721024,-0.042087131662896966,0.03334737767304756,0.005768485709329488,0.017877415712048008,0.03674176177345762
HALLMARK_COAGULATION,-0.07176074050162816,-0.01123937813061838,0.024505757419320248,0.021300371350873946,-0.031722490092255924,-0.046404956977406334,0.07490905861547688,0.05232672059082294,0.023859658429614766,-0.11158818263764561,0.04171638610864891,-0.037989501971707744,0.03689558992633089,0.0641902039118051,0.07580817700582868,0.00986588188697143,-0.04631568745699323,-0.011216305885786553
