,UKF259,UKF266,UKF269,UKF275,UKF296,ZH916bulk
HALLMARK_ADIPOGENESIS,0.005471521907374632,0.0557277859788665,-0.04789078259858897,-0.0243915559438467,0.017135779245924996,-0.002147704111127635
HALLMARK_ALLOGRAFT_REJECTION,0.031953168059504475,-0.12544381952249192,-0.08269699498333916,0.04067535707452156,-0.05011257121680709,0.04627661746187716
HALLMARK_ANDROGEN_RESPONSE,-0.02371908546492368,-0.013123974077767884,-0.09068945295860195,0.033255316602587334,0.002291036122084498,-0.03634461393297256
HALLMARK_ANGIOGENESIS,-0.050316896347921296,-0.11042991327725914,-0.10287394453962048,-0.010814555205272261,-0.0824926288935836,-0.1300099568211105
HALLMARK_APICAL_JUNCTION,-0.0006231163206029739,-0.04001159263819768,-0.08835534044212523,-0.02388934377083345,-0.00016135455723499946,0.0005369537777560674
HALLMARK_APICAL_SURFACE,0.0055496232386047,0.07953562059011557,0.0697547060091481,-0.04418156696930628,0.0014862965590580202,0.029180701159701807
HALLMARK_APOPTOSIS,0.012708931719122586,-0.003205301422417337,-0.007220245073478431,-0.027238333779822235,0.0022209087109434783,0.016731437863806924
HALLMARK_BILE_ACID_METABOLISM,0.036882165745008605,-0.015791125903857308,-0.12708906562814154,-0.01349888351112307,-0.03755856639865562,-0.007388728675028959
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05922045086876697,-0.036158023330940654,-0.06858915345486787,-0.028963608620354245,-0.015570266309002491,-0.02105762800184192
HALLMARK_COAGULATION,-0.021391424240201195,-0.12387064315492073,-0.10363469227707182,0.020113550960294616,-0.03311215787261605,-0.03185944933186653
HALLMARK_COMPLEMENT,-0.05400575614639341,0.04610953599659293,-0.05220005113396181,-0.014288456895846527,-0.023307778413118117,0.009695633360128172
HALLMARK_DNA_REPAIR,0.015707931047811954,0.0005053982019269889,-0.08169914012125011,-0.014115004946640511,0.018728550733025488,-0.05228519397768598
HALLMARK_E2F_TARGETS,0.05319450716651716,-0.05607683619312361,-0.09681445559036099,-0.06514150327638858,0.011070831852082394,-0.07479774901356069
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.009166612420452363,-0.07651127457472753,-0.08311897749728142,-0.00159192150885827,-0.03764237388067271,-0.10487386578387864
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.012715283900915912,0.0772157240719001,-0.030836177920069256,0.0072716613981073245,0.04860841054484971,-0.05366731124618728
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03371993176990733,0.051070630307359366,0.11046985341834961,0.042632515862238415,-0.0001771548303470546,0.05871820532047512
HALLMARK_FATTY_ACID_METABOLISM,-0.03649115113516423,-0.016041376338973304,-0.0995653192732662,-0.010953105957268778,0.03114063073041564,-0.05224781990137832
HALLMARK_G2M_CHECKPOINT,-0.02660641986992612,-0.037255968260545363,-0.08716332115592156,0.003922522223155277,-0.009095218084436653,-0.10343191957109121
HALLMARK_GLYCOLYSIS,-0.06830054276354156,0.06789990973370534,-0.020517284800948745,-0.020513686317910517,0.05473994704055536,-0.059336147911701734
HALLMARK_HEDGEHOG_SIGNALING,0.008447011123853047,0.1273574894571916,0.09786047833144497,-0.0356756471405629,0.09551085432234276,0.07431904962600146
HALLMARK_HEME_METABOLISM,-0.018424780733636407,0.07107983225715617,-0.06961050465521534,0.007751835469467927,-0.009405204593825362,0.05084965492559873
HALLMARK_HYPOXIA,0.02263684318928042,0.07334282172894876,0.061207225505030716,-0.027334092611075216,0.06474970708803093,-0.09069344193340717
HALLMARK_IL2_STAT5_SIGNALING,0.019168760356776966,-0.013184008744219489,-0.0873863582382926,0.01804619750637825,0.0049674946723647275,-0.02109495068930854
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.013538418721170764,-0.09170153949433074,-0.1294812658429554,-0.0044770433132651066,-0.03607589930295923,-0.04772760605513306
HALLMARK_INFLAMMATORY_RESPONSE,0.0028622438390423863,0.12814236396583648,-0.03944846266687008,0.00021149914493688663,0.08318359563521316,-0.03313008775973464
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0013197692907344681,-0.11746223311923955,-0.1262982299311835,0.027707137454742695,-0.0802798405502456,0.02929651310741105
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06074091984162073,0.0034608245036317786,-0.08702254516249237,0.04930675978134389,-0.029987357613935256,-0.09362109504045352
HALLMARK_KRAS_SIGNALING_DN,0.016934082954396152,0.12482825090505267,0.029682621067723666,0.010181806702400214,0.03478293707618166,0.10200568601033852
HALLMARK_KRAS_SIGNALING_UP,0.0033500395011531302,0.10632187211663066,0.06921127665224552,-0.001252312189869263,0.060851760854220754,0.049713462039199005
HALLMARK_MITOTIC_SPINDLE,0.03184963246538552,0.01219475034818007,-0.08427363706586298,-0.009083588669744774,0.026540653319218,0.01656082280046474
HALLMARK_MTORC1_SIGNALING,0.01782107569781386,-0.03582058701239025,-0.08137538109211286,0.0118958161343826,0.04839594916331995,-0.10217716646176374
HALLMARK_MYC_TARGETS_V1,0.0419310487841584,-0.03880503762796172,-0.07537919576609961,0.033972530981835024,0.012335641383662867,-0.06988689980886036
HALLMARK_MYC_TARGETS_V2,-0.0200426988282889,-0.024410796313622474,-0.04029984442535423,-0.02605268682146513,-0.021147372355413425,-0.036357368643317345
HALLMARK_MYOGENESIS,-0.02015876555722114,0.04152226265071122,0.05989840157988105,0.011713259863997174,-0.04122202257932897,0.10478705153138843
