,UKF248,UKF269,ZH1007inf,ZH1007nec,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.0359317897503274,0.08671834598843185,0.015489248699794957,-0.05974089683488276,0.012809058102077928
HALLMARK_ALLOGRAFT_REJECTION,-0.005903107966039741,0.0859258715011013,0.0003905263747884844,0.022085742243026663,0.01992511219050045
HALLMARK_ANDROGEN_RESPONSE,0.0031315827556350783,0.08314056385250056,0.03572671068414135,-0.06837893192401379,-0.011855735164220945
HALLMARK_ANGIOGENESIS,-0.04044148658255026,0.09887132457037338,-0.012989896542306631,0.03189238698416297,0.04506398880016925
HALLMARK_APICAL_JUNCTION,0.04899963595442039,0.11838185268054158,0.013277888422229484,-0.1271017590525344,0.0009126674575186029
HALLMARK_APICAL_SURFACE,0.046759841350419974,-0.007121218704617758,-0.0003967418472923088,-0.025317136517428875,0.008586547178361546
HALLMARK_APOPTOSIS,0.006315337024903287,0.06127038289133268,-0.06186045944176435,-0.05487208463728969,0.05737555491279146
HALLMARK_BILE_ACID_METABOLISM,-0.017636182829623995,0.10719085616485667,0.06106779116392052,-0.08193690539292317,-0.024809469231807053
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.031114352940971125,0.034483277933959534,0.018761391271925446,-0.0755391537390643,-0.0058447794580148765
HALLMARK_COAGULATION,-0.010549565472925513,0.10053538004677111,-0.09818542807570152,-0.14142149695312672,0.016862166909466497
HALLMARK_COMPLEMENT,-0.02064485967999469,0.12141205744593123,0.015014651194914583,-0.03227131668169705,-0.006832975902092789
HALLMARK_DNA_REPAIR,0.02466173008969296,0.08106576590756405,0.05866127170619815,-0.11640818483062904,0.008097160228473194
HALLMARK_E2F_TARGETS,0.018876444044859574,0.0732312134277884,0.06609441934197995,-0.05484239694929068,0.015275456323263197
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.01423007889594359,0.11899394580185622,-0.019438994262948137,-0.10075656283547589,0.0654557600664169
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.015064500935109306,0.09430944674234053,-0.031960741749089874,-0.08246279933992301,0.005642223197493448
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.008265630202944255,0.00864103271961378,0.09873702421853423,0.03410095964017784,0.0178573031904572
HALLMARK_FATTY_ACID_METABOLISM,-0.02305882960179234,0.06246613170901831,-0.010002251206924152,0.09418057527347716,-0.013917512634932534
HALLMARK_G2M_CHECKPOINT,-0.016385618331107306,0.08339506383868099,-0.031885806614726495,-0.09780576661372992,-0.020913582044335105
HALLMARK_GLYCOLYSIS,0.019714507780252747,0.08827139715254552,0.07025564074068494,-0.036565633693458305,0.03412774716256146
HALLMARK_HEDGEHOG_SIGNALING,0.02617723201599433,-0.009437786932490734,-0.08704887393827689,-0.012571692956194366,0.0020050311839511447
HALLMARK_HEME_METABOLISM,0.0065321301761096795,0.11514225952043257,0.02727242831267101,-0.0677905417082997,-0.016911978864208584
HALLMARK_HYPOXIA,-0.025947758974679533,0.024177207898434194,0.08904915776808195,0.10243717140459876,0.02858462490958123
HALLMARK_IL2_STAT5_SIGNALING,0.021628370034930667,0.10589170801481482,0.0013676369270530227,-0.08934199966461208,-0.011575864496379724
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.022598919130129343,0.10055341920968577,-0.030282797149268945,0.006186001435495134,-0.019336905045714864
HALLMARK_INFLAMMATORY_RESPONSE,0.04446447409685237,0.09331234082141956,-0.013205724040669019,0.00686761067786853,0.009350641205114762
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.005069551514358345,0.11717260442480147,-0.059235117077244014,-0.07513839347539464,-0.01951472965052223
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.019487401680396314,0.10589040972876776,0.02543179143190325,-0.05025206561582775,0.035108565213136905
HALLMARK_KRAS_SIGNALING_DN,-0.006244895816129629,-0.03523557739574704,-0.018570026275786952,-0.03716984793304508,-5.217905934745342e-05
HALLMARK_KRAS_SIGNALING_UP,-0.03760981270735424,0.00799251745758775,-0.012189681499320953,-0.007998126619282377,-0.012658838707877642
HALLMARK_MITOTIC_SPINDLE,0.008162537230059816,0.09807567022301457,0.01136297373283838,-0.06975094850330228,0.005246448812370522
HALLMARK_MTORC1_SIGNALING,0.007950760405328933,0.101955586956244,0.04121567183365326,0.028612407153806762,0.024029572488107
HALLMARK_MYC_TARGETS_V1,0.020379523824224047,0.07670000282507379,0.09387261404841932,-0.049031827929542096,0.007699631616991565
HALLMARK_MYC_TARGETS_V2,0.03662521016572898,-0.003528341213791551,0.02171621192320139,-0.09088969584293115,-0.03864508555228832
HALLMARK_MYOGENESIS,0.01977825733193608,-0.005257155335058067,-0.11171939063685697,-0.1424580567726166,0.01458541230143214
HALLMARK_NOTCH_SIGNALING,0.028154108180386907,0.11168378285908619,0.03550163902252361,-0.07470440119330457,0.02236396208498775
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.036512173676073664,0.0022756833357824788,0.11830948056844533,-0.060892145540974205,-0.008981936220874296
HALLMARK_P53_PATHWAY,-0.00025498961529428135,0.1310631686838057,0.10575014902701607,0.02027062162954697,-0.003857514403357656
HALLMARK_PANCREAS_BETA_CELLS,0.00967840214466106,-0.028065800398238937,0.07378142784267698,-0.051805470361728244,-0.014681527758198901
HALLMARK_PEROXISOME,-0.008509534714003847,0.04320152018663251,0.02213502826654811,-0.07456079307972459,0.007224929890480541
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.024306730754203427,0.0625062691030817,0.050123184463163516,-0.12902151582783628,-0.03230214617762675
HALLMARK_PROTEIN_SECRETION,0.017618035562489934,0.09804775450722021,0.02608354238401111,-0.06873375703810651,-0.02122717569546116
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.00945015982699022,-0.05916559607817882,-0.03254730096482897,-0.018730045477826713,0.014132596200214302
HALLMARK_SPERMATOGENESIS,0.03270020801379588,0.031396326607817555,-0.012341490462951844,-0.03928789901741162,-0.03296455562941376
HALLMARK_TGF_BETA_SIGNALING,0.01607387259551666,0.08695417220810937,-0.03178007701752958,-0.10102378339322289,0.002711892658269168
