,MGH258,UKF243,UKF260,UKF269,UKF304,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.024703690280705234,0.07497326376560551,0.059074202772092015,0.05445857469005045,0.17516999606417097,0.051345791548059315,0.015155329673680423,-0.005016081126181138,0.05782986237147764,-0.013994212090154784
HALLMARK_ALLOGRAFT_REJECTION,0.08438734795342098,-0.01194738453807565,0.011260857389592052,-0.005648847694552511,-0.31388653449678033,0.12352738182376291,0.06749773403924639,0.018368456442705544,0.02569945686623813,0.02243345190781938
HALLMARK_ANDROGEN_RESPONSE,0.008925397280816537,0.026622956220795597,0.045398776665317137,-0.027573187175504017,-0.16953136997728832,0.08182341181984812,-0.02473125278631765,0.009525742392744509,-0.006712943116108724,0.027332140289895685
HALLMARK_ANGIOGENESIS,0.08225512222178628,-0.028445807731796353,-0.10520183058293194,0.007767028742274009,-0.3284537983411004,0.09742851642055964,-0.052303021740702685,0.046986026951655026,-0.036068283503510455,-0.012727594601153606
HALLMARK_APICAL_JUNCTION,-0.043396882879843314,0.04968682533609877,0.024616444974257943,0.017622973949201273,0.00971791653113865,0.0506484271903715,0.041746560448032474,0.008507946598561697,0.043671044567557576,0.018384118555379598
HALLMARK_APICAL_SURFACE,-0.07104801189841954,0.05366698775128063,0.07551260791220968,0.051189367331743806,0.112471240865905,-0.03634753677786699,0.07286844241486846,-0.03095265481982019,0.00956137113977399,-0.037557546327611505
HALLMARK_APOPTOSIS,-0.028073905492527626,0.04392903209488453,-0.033565454487578465,-0.0076500192977384945,0.028061001445777025,-0.00023502101147215732,-0.04074040006842932,0.014956044728611069,0.015083698117603685,-0.029662785195311712
HALLMARK_BILE_ACID_METABOLISM,-0.05806515431744523,0.02608864748964741,0.08472838605766177,-0.009088492084341213,-0.13630208584297296,0.043698701312193264,0.03823373962649785,-0.05435132674262858,-0.012125810618137877,-0.01579682820732012
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.035219722101596365,0.03156241611567157,0.06906990864707364,-0.0689151464412949,-0.25289051896415154,-0.01064784746533853,0.08121594790926574,-0.03427832788362809,0.013616328490661524,0.024286788541086537
HALLMARK_COAGULATION,0.06969407220085878,0.059357946495660216,0.021425233074331116,-0.02676369251588082,-0.3592130310901864,0.039858812135775974,0.08157771764099626,0.04091630288307912,0.053742431445131876,-0.021080945793078933
HALLMARK_COMPLEMENT,0.08214767310188678,0.04101312612509151,0.059268785559468136,0.038127663381049746,-0.22891522991283153,0.11333106502332588,0.06494377992655141,0.012758385086243919,0.08636245503227015,0.02392666119709074
HALLMARK_DNA_REPAIR,0.021827412592928138,0.04917387028598379,0.06655281476410717,0.043542126007791934,0.2095385611175863,0.05968338104163781,0.027984629658911176,-0.032197539631528056,0.039724696152418526,0.020311089378699562
HALLMARK_E2F_TARGETS,0.02964394731201409,0.08760483830012507,0.14597038755793362,0.027635000447297144,0.22066298728300965,-0.01721090685826105,-0.03813608375807619,0.024788070596108273,0.05417336007695996,-0.000528376104837742
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.007918389483225681,-0.0047404483312088,-0.06223073716890238,0.021652757555026596,-0.27649151554657075,0.05319799313976349,0.08604686404753592,0.04467523376824061,0.06341573496764442,0.019141333260709954
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03579098793154245,0.15009679134184953,0.08372621223836922,0.010159120114239152,0.20960998334065903,0.055203358505766145,0.07171643111630484,-0.002837482557846165,0.05926877717004562,0.019058112518134936
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05621442051588069,0.008042904893506623,0.016710679554275007,0.07181768522434472,-0.04848131625117535,-0.008297256286958307,-0.01796199615444141,0.010401186798313289,0.05940331117879492,-0.014155526813648183
HALLMARK_FATTY_ACID_METABOLISM,0.05874966955025649,0.026154663339448544,-0.0045812880067464005,-0.022436984923055056,-0.08468945655694703,0.05534508441618548,0.013656162502721968,-0.009792470224902188,0.015767851545292186,-0.021769022982399445
HALLMARK_G2M_CHECKPOINT,-0.022875925282873605,0.0455952465898363,-0.0230068159985257,0.013375964871409074,0.014476509851903626,0.07223006871802745,-0.05621159622932588,-0.014033838068011603,-0.027593664224140994,-0.005627524556006341
HALLMARK_GLYCOLYSIS,-0.04404620040100317,0.02219607648159869,-0.039998487186381014,0.07450344140081391,0.29571754537080297,0.03746042723883356,0.031595077581427815,0.009244219722837007,-0.02086070171287367,0.008088569935070167
HALLMARK_HEDGEHOG_SIGNALING,0.04414172422360824,0.09701675056088167,0.0728782497957401,0.10095111495459785,0.33097488255048635,0.04091576364247672,-0.005410925256234831,-0.03331852746202676,-0.011933833451939175,-0.01985505962630424
HALLMARK_HEME_METABOLISM,-0.024155791908441904,0.08490688371391958,0.10039578711418114,0.06526280684320929,0.1417116076845458,0.0485731425971263,0.041464543648122736,0.006618630161996402,0.07731023815785298,-0.025118670165436504
HALLMARK_HYPOXIA,-0.06229268672882949,-0.03990221444969893,-0.07577336007173506,0.08533926557677665,0.04282500489860456,0.04177496692681697,-0.009744308525980135,0.033872399415340135,0.07411768250371407,0.038535620572726664
HALLMARK_IL2_STAT5_SIGNALING,0.042957986001800744,0.08416111921910403,0.010350494985275332,0.005171312275182767,-0.1524720144505847,0.10339965296096663,0.06520378004599217,-0.001114515088983156,0.041090261164028724,-0.00018122856568366676
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.031897773058721685,-0.019807593426784068,-0.035673657237732366,0.006364465436699799,-0.3023649874701358,0.08909521389314094,-0.005997023482256014,0.012968898405919634,0.07819929521134893,-0.01853647988756258
HALLMARK_INFLAMMATORY_RESPONSE,-0.04019777733555396,-0.01309950782324442,-0.000238092549688394,-0.0037167506300449732,0.14420906808214082,0.06855107176323562,0.08198929339988527,-0.01290958206568192,0.08176665697274942,-0.031648839795205747
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.04804993746125736,0.04693972132425469,0.10580408207114186,0.013541404809257723,-0.28853291094579386,-0.012562972193677226,0.12990212576670576,-0.03431513884898182,0.010513978184563583,0.005355821556195095
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.033166804745149776,-0.009866506193379199,-0.10000613987757623,0.006433517927967241,-0.2709193882852641,0.09894614411996946,0.02128082854135604,0.04092768277481394,0.039356950183532566,0.0009740416843876346
HALLMARK_KRAS_SIGNALING_DN,-0.021497490808182515,0.09524129641784963,0.14215837481277857,-0.04783509818603089,0.24604649546128873,0.01294736420522037,0.1350315424477978,-0.013917720118555821,0.008059990843140696,0.051499934479941
HALLMARK_KRAS_SIGNALING_UP,-0.053268581673993856,0.08890834242833323,0.0762162115905754,0.0765201324641812,0.2266288589011549,0.06905492723176543,0.0013394215786532429,0.00910601225868531,0.03833890621669114,-0.024189297082461293
HALLMARK_MITOTIC_SPINDLE,-0.018499581424223928,0.09608576526200567,0.09870619366980037,0.03498054404047446,0.09626431866103591,0.05830222771910159,0.04028329504174121,0.028195966557807546,0.011982515390908834,-0.021461438798187966
HALLMARK_MTORC1_SIGNALING,-0.034935410552861056,-0.02015764919358899,-0.06309790912691184,0.028552937694405804,0.17013678819954578,0.014805996246164257,-0.013251001882872046,-0.012670310790882709,-0.006485687122814787,-0.011712102372580465
HALLMARK_MYC_TARGETS_V1,0.06714348686982961,0.03028874669874575,0.013758232165326581,0.01626885168135416,0.1592298528621892,0.042285199257509475,0.016761674735580434,-0.046391933979445715,0.04466047627958845,0.008218524736991221
HALLMARK_MYC_TARGETS_V2,0.009391244221905716,0.03383430700091796,0.009661602421039403,0.029283448941978468,0.036008576445442184,0.01707426576603683,0.003943795423885638,0.037800751741122865,0.04842504307676215,-0.03319609216014179
HALLMARK_MYOGENESIS,-0.022900269574738105,0.09365618153556426,0.1048268417786917,-0.031868964167856034,-0.0012528384012014094,-0.04546889085961245,0.0849854893621225,-0.0011291386901849485,0.07267003053792746,-0.0006381219991494461
