,UKF243,UKF248,UKF259,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf
HALLMARK_ADIPOGENESIS,0.0713627354515343,0.03742369827564101,0.04842897777273181,0.07843231416888971,0.0442659225239529,0.013359932054424812,0.051557031870646024,0.01766440196987734,0.059267544600963985,0.13073216236803598,0.06843955039750978
HALLMARK_ALLOGRAFT_REJECTION,-0.06898380878896149,0.0014252679752297605,0.04301105122459767,0.12221047620238519,0.07048548206980206,0.02867876800246629,0.027149124180938494,-0.002164576400317122,0.09744772529701692,0.10634372758302964,-0.010585568199103366
HALLMARK_ANDROGEN_RESPONSE,-0.08964296880738531,0.06053767361893906,-0.017956572570312412,0.1522810917824133,0.07104345680737602,-0.008256376752889837,0.02085981655736382,0.003295870842509305,0.11081193033076443,0.08968839048047351,0.012721067644219238
HALLMARK_ANGIOGENESIS,-0.04770526627400174,0.021955158110572113,-0.015729930247961498,0.08265510158038479,-0.057356447433394894,0.03925212065054882,-0.02239978578100313,0.04526385096532413,-0.01862742794388631,-0.04535633018513619,0.006201889262410059
HALLMARK_APICAL_JUNCTION,-0.012856139898692859,0.06852938611249874,0.01701652109820402,0.09093979825516783,-0.05303209262001888,0.010641575607623984,0.03283590206653326,0.003047055478887647,0.09442292352631448,0.10555085801828888,0.052158079935831554
HALLMARK_APICAL_SURFACE,0.0720467280691952,0.0916099856802457,0.0723313603346015,-0.061716815680723895,0.07821626121211848,-0.10283628155572991,0.06531839628623276,0.06197004028094203,0.09385857020329533,0.13959235567592956,0.06652234171218213
HALLMARK_APOPTOSIS,0.004555737028688327,-0.022884534121460957,0.05484659033218733,0.06384769415956139,-0.003532560553733231,-0.005286658869089745,0.028381591723192802,-0.02388573909834066,-0.014477642591988525,0.04249902753402316,0.060080766744453167
HALLMARK_BILE_ACID_METABOLISM,0.023015561325119213,-0.006645602961092035,-0.005749793504348958,0.13885650009365108,-0.054675885529575995,0.03205851902626111,0.05367932579870779,-0.01960428870041722,0.09501775473238017,0.1628663642330637,0.07473897707017571
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.016368572848373335,0.04296890047497536,0.0008962193235395982,0.13848453322448712,-0.03926284388248359,-0.00802913242825959,0.02481346839057259,0.04524176420168811,0.04267523132444113,0.151689014465149,0.10013917411101568
HALLMARK_COAGULATION,0.03258273290643248,0.05955784275772226,0.090985350188247,0.12347942818178378,-0.03345847981036983,0.059643339608965076,-0.010595414251525163,-0.025476324254880642,0.04921683713118796,0.1049479587173523,0.055221441471780756
HALLMARK_COMPLEMENT,0.029838318126922145,0.009920254167299497,0.027696143244335503,0.09624471536550812,-0.007902536048801498,-0.004074200211398257,0.03619968049602063,-0.0453098800618219,0.06958102206834138,0.10360487531523539,0.03708658711697614
HALLMARK_DNA_REPAIR,0.02564637387438861,0.07518787263823308,0.027077027600302908,0.1184830113940202,-0.014827645583385968,0.006130574806545929,0.044462498929268145,0.019829693148635856,0.09517249555698729,0.16336697511655635,0.08190712854248483
HALLMARK_E2F_TARGETS,0.025486882260625548,0.07640747237327641,0.0635800779814333,0.10982715113093762,-0.017427206289339157,-0.005414419542134838,0.025677001073239787,0.05561951381150925,0.12123798905851495,0.12505524003961255,0.04781951733087867
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03723836906056383,0.004314465650065321,0.008218601777879017,0.0799492530545396,-0.050264691893357506,0.05841186575231453,-0.020090254152559037,0.03413737368306932,0.0184486906851496,0.0505629435485882,0.06321320141199267
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.026225651302981677,-0.02598627830943593,0.03910069226079946,0.08880947287506295,0.0008278706335288089,0.05603742027384167,-0.0488906258535619,0.0006591399118392322,0.033141954502153195,0.09126271866816942,0.04867916485751516
