,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.05839890304105309,0.04057426243489843,0.01663280265892941,0.05495802757482147,0.0867365714400031,0.10423892435615667,-0.08221644748613952,0.09279285170907804,0.09168784624673232,0.15649187520069835,0.12207772521537526,0.05409383635667586,0.05228492020468984,0.04566733846016135,0.008371725539734214,0.0002953783225105014,0.008738703060675984,0.06861632547503571,0.10222651860278016
HALLMARK_ALLOGRAFT_REJECTION,-0.029335167340368798,0.022796635360009407,-0.009400290405053026,0.06286899295076251,0.05948549207254122,-0.11994955899149569,-0.23363193348114106,0.08578916859021653,0.009543211731877102,-0.35493442302928924,0.07234797152704278,-0.04341452396650205,0.02780141525885246,0.02831448708672662,-0.028781315879501324,-0.062051917376325795,0.04499486963614244,0.1174172255613148,0.00261708165332466
HALLMARK_ANDROGEN_RESPONSE,0.06564437227842153,0.024527444188705155,0.007105468946466603,0.09038056669448104,0.1662968747601176,0.030443109364525243,-0.1903616643703218,0.04162726725136222,0.07424259403289298,-0.13891808933434002,0.03435459928577477,0.018643958210708852,0.13206837373629435,0.0026225033178308827,-0.00023061487571717087,-0.10316452669707978,0.01981920264518683,-0.016106517101938864,0.07469642458466208
HALLMARK_ANGIOGENESIS,0.036665818166758186,-0.03928018879479445,0.08357149129374564,0.03349673321719038,-0.19246724868390483,-0.07905838139894074,-0.24360188491986134,-0.09875020702393075,0.1147184776241138,-0.3209425032493762,-0.21391452761456362,0.009503524865361688,0.01899017842182044,-0.03118049104183923,-0.02241274951685053,-0.15738568772911637,-0.024225804913079164,-0.1875236950911037,-0.19189015054512779
HALLMARK_APICAL_JUNCTION,0.07122574152254108,0.0205822523433849,-0.0256470898586829,0.04031952478989676,-0.008071767943179986,-0.0027470755791119566,-0.21699873609014705,-0.02372306288541191,-0.009602358833606581,-0.011725227221000114,-0.058850926814550966,0.12488966043795206,0.05647704971120241,0.026049052869243885,0.0007074497926840136,-0.09513613582381499,-0.02135999976242627,-0.05520542999892667,0.13150719383331777
HALLMARK_APICAL_SURFACE,0.025526938509664584,0.059349278414025604,0.00963265281987934,-0.004673885345311923,0.08098276706185185,0.20427342928305883,0.13937217845679833,0.10915486957650745,0.02248611369221792,0.3327619674804189,-0.05339603232627372,0.026746740549070346,0.06114495531277402,0.03134703492573271,0.06919779871217988,-0.05405238122737067,-0.021394595220113704,0.05712424618814963,0.0797650261645236
HALLMARK_APOPTOSIS,0.060228018297412866,-0.007844529511790113,0.041012021883955974,0.02517343518143566,-0.02945799658135639,0.025210767267008716,-0.04834151263419706,-0.022764506237804596,0.0025793732258630733,-0.18652776500931778,0.20538390269649176,0.041186235330847566,-0.019697801276433,-0.020758857796460754,-0.000427454889394485,-0.012520834016616997,0.01528592849775659,-0.0038654708426731433,0.11562740521103593
HALLMARK_BILE_ACID_METABOLISM,0.004380812255983107,0.012413085396110047,-0.016842212252387606,0.033152097899566454,-0.008263687357418672,0.08474512831861569,-0.2344718555461731,-0.008950061753304369,0.03598159939388336,-0.045884934103375755,-0.08369444679693133,0.04762519962715926,0.08479503878774054,-0.007726226823833075,0.03272458361025322,0.05700847427337529,-0.015632009993668573,-0.01636211721964269,0.05676994116134384
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07543068581338,0.06698282404507885,-0.02698448433184388,0.04383331238223761,0.012334840876625966,0.05315519101930973,-0.17107241887582794,-0.10419803695580633,0.05131243309806669,-0.22723739652056602,-0.13953879818893475,-0.051667538621124366,0.06418091254216389,0.033887819096121756,-0.03570613914665346,0.06928742205262228,-0.057842583221135724,0.012985294790439509,0.015025841969996123
HALLMARK_COAGULATION,-0.04593161557620597,-0.020330954265048284,0.05380468493507572,0.034115375214200806,0.05310980257601601,-0.13520041533698454,-0.25075428685659773,0.001690550416425304,0.16862561767343856,-0.38427951190257775,0.05844397155656697,0.10565329510721239,-0.011176467328015612,0.01843611837430327,-0.01804205305426616,-0.027628954938626753,-0.050071751381785747,0.04088734105781071,-0.1078054524245073
