,MGH258,UKF243,UKF248,UKF255,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03967850537933319,0.2101224687878391,-0.007644283276716191,0.08932009099836392,0.0767025276403727,0.0045423819587860105,-0.02442060024440887,0.06344376032086327,0.06485356507348893,0.12018545701341676,0.013193360111921935,0.12808008375899935,0.1220751338037452,0.13196053832551324,0.09888732592312051,0.18005040974460992,0.11738136791115937
HALLMARK_ALLOGRAFT_REJECTION,0.02037292123190126,0.07351519199690992,0.025981009700445656,0.08633502634930527,0.10578136150071352,0.027600513990207846,-0.0106757721689529,-0.026675961372037548,0.08778161739542054,0.1549748599608935,0.07174066347543515,0.05242312453869675,0.06822984588625262,0.0813665108142921,0.08915259418049516,0.06998483457314211,-0.012085874806119414
HALLMARK_ANDROGEN_RESPONSE,0.010884973035923496,0.19909068239160452,0.02572598951223486,0.03888185971389541,0.074788835377715,0.07325261607372846,0.0036885653576800626,-0.005191499403789537,0.08525251283878313,0.12741859894293325,0.0033877595247570084,0.12245141754719448,0.14600869349832107,0.1326179022581275,0.09436196368108286,0.10136637295583467,0.10603053766123044
HALLMARK_ANGIOGENESIS,0.03450070702864498,-0.05376126704290802,0.026364981754962245,0.021598491240217767,0.10616691033496305,0.02711095105768014,0.007346620203123812,0.02367461968933598,0.037785746789566775,0.09433186366948722,-0.07646820927045181,-0.01815379402514045,-0.032195322931264314,-0.025544845569804533,0.031174081721769997,-0.14998031937198852,0.044800497577923364
HALLMARK_APICAL_JUNCTION,0.001630156161293957,0.22083673617062774,0.009010386638357447,0.0046901811402425934,0.1000359729907192,0.000722497960074921,-0.004536664235605252,0.07163245469433836,0.11369092521233382,0.14942230426886832,0.029996241660967236,0.11812309659258498,0.11052594751407256,0.12831542911410862,0.06084677306631666,0.1455944625544588,0.09870292070791768
HALLMARK_APICAL_SURFACE,-0.008372728069373093,0.18038732682968567,0.019356963264321222,0.021160169459816577,-0.013094505392039905,0.007513547331281565,0.0069870193175792135,0.132145990419133,0.07858328277681728,0.08872677675257366,0.04193124898729724,0.0061332490163508195,0.056786950784190215,0.15748106763315264,-0.006836302254172342,0.10439884891482902,0.009451322743337424
HALLMARK_APOPTOSIS,-0.0027187086677840453,0.07266742621419595,-0.006028531973486392,0.022540146335435756,-0.017916595707702147,0.016199955856023993,0.0034322600362366737,0.021609249916721474,-0.05368135928561954,-0.0032805125757752545,-0.014615394721816164,-0.008754597456438471,0.026872531456169912,-0.041584830960717814,0.06610051950162521,0.11239354284722095,0.04518355143448814
HALLMARK_BILE_ACID_METABOLISM,0.03592603855271744,0.20274563174335322,-0.026500362587386854,0.03623652972587113,0.12637982873649792,-0.05902543169499509,0.04981378316048284,0.05427525005468805,-0.027474225920337166,0.0982946745970412,0.053883290249902766,0.1158229769017916,0.1024684721319826,0.13586503328648783,0.08559961295229838,0.18010305558514636,0.1784628945934897
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.031269545240647026,0.22318250596995395,-0.0306210410800173,0.06518531530635047,0.07738328527413654,-0.0796816888449165,-0.009587562136429782,0.0006760196465176153,0.07325215507914157,0.11566100294375593,0.07087473270574944,0.03363747466775617,0.11320715673347195,0.13544007300828417,0.05204137659663198,0.2341423489257129,0.19536584477215257
HALLMARK_COAGULATION,-0.00909811846411492,0.17887897196589417,0.030641864926030594,0.056742459352699635,0.05956598311046808,-0.0021215395378620526,0.006555981892504635,-0.028794101102740294,0.09459713808429772,0.04073153555750055,-0.062408294244614214,0.1149601460258558,0.09125339135858648,0.07180957623775411,0.05379800417906519,0.072812309039244,0.08816595823291806
