,UKF243,UKF248,UKF255,UKF259,UKF260,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.167793664644898,-0.2434164598187797,-0.2508694170538072,-0.18313803440536747,-0.21431991212402693,-0.09999331579201433,-0.05180274484521669,-0.09899030773222295,-0.20823325564425083,-0.22169426037392503,-0.09861202998188735,-0.13089752293603868,-0.17228905042780263
HALLMARK_ALLOGRAFT_REJECTION,0.15276534840210257,-0.09556097878187052,-0.2214155872800331,-0.11045598741940602,-0.09077903207458615,-0.07986842618466126,0.0254405183260077,-0.18327908433891074,-0.19649954703916522,-0.17938987970094142,-0.07544942411753187,-0.12884982736272207,-0.02661430389409337
HALLMARK_ANDROGEN_RESPONSE,-0.02350116954897139,-0.10842143165626936,0.054736426501978935,0.1842622467680533,-0.027869847887033176,-0.07969818422964815,0.005379310144529792,0.00929882606933499,-0.14116423681713705,-0.14144814724970764,-0.023503778769273617,0.04926650069494206,-0.022256057160431584
HALLMARK_ANGIOGENESIS,-0.11503468621986954,0.11241678522859087,-0.2416869550498624,0.13130193715009542,0.2030042610608899,0.02654127858274081,0.08865214659233049,0.19525972707834843,0.0669838664597857,0.15468563549259517,0.039122584928208554,-0.011880886418610032,0.332772625352225
HALLMARK_APICAL_JUNCTION,-0.14063803203031347,-0.2755012592364305,-0.29048789904051486,-0.1496044311913605,-0.11633380161576505,-0.13993238061573665,-0.03451554047976279,-0.09571270797755499,-0.1809785342378582,-0.19190065392271713,-0.010579932479137804,-0.11171451811149671,-0.10185190684645123
HALLMARK_APICAL_SURFACE,-0.16803989013963516,-0.3218296671472394,-0.22246844788802367,-0.27530762566228983,-0.1651993463744338,-0.16259879053235293,-0.024101440281275126,-0.1955706390639995,-0.16194331027079023,-0.186478085687638,-0.0934184112277119,-0.1733573038650238,-0.2128532482204124
HALLMARK_APOPTOSIS,-0.05831575935444826,-0.00799162331130079,0.13772707546672713,0.04156419642616434,0.11427560155160835,0.023847485389681344,-0.012275755325508439,0.1081098179587735,0.1900221915478295,0.1785303868555161,-0.03182198900018198,-0.08059481416698365,-0.18215551851192135
HALLMARK_BILE_ACID_METABOLISM,-0.22525291238421988,-0.23016891303509232,-0.30571773804179764,-0.18675683349973102,-0.19036093840310658,-0.039948272569101224,-0.062211767927193726,-0.1652219762009488,-0.18998868768860422,-0.21976667885541265,-0.10146000412856214,-0.13103606129992032,-0.15885792364733073
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.18342073708504825,-0.13458262296606202,-0.29658165235471934,-0.09147449605011905,-0.14779289530598225,-0.09191806284175107,-0.01989972385858788,-0.11135076244771822,-0.18755016969788035,-0.2117828222390181,-0.04125291330092947,-0.01553925660494684,-0.15917747663578977
HALLMARK_COAGULATION,-0.22206992420873906,-0.2819596454928244,-0.26699063430775727,-0.26576875396621313,-0.08638595436553569,-0.1400040204534444,-0.08766155542131746,-0.1162620141405314,-0.17753570371311386,-0.1444468433475295,-0.09626842068359874,-0.1936755649122241,-0.13080888293836476
HALLMARK_COMPLEMENT,-0.0699076317311162,-0.05891494203874032,-0.17592094153025656,-0.1229445106851383,-0.03318634674883095,-0.060607258880448704,0.0027422501114330493,-0.11960732297028581,0.005293873186669044,-0.023813926001702554,-0.06470753901687203,-0.05977903933825515,-0.08187786018156698
HALLMARK_DNA_REPAIR,-0.04118224893654846,-0.18255969183121773,-0.1241306870228589,0.2388088506107591,-0.127272056504937,-0.10059244642001812,0.029925981525935633,-0.02356798569442546,-0.15537362504958974,-0.19845367823314608,-0.041576843173678046,-0.03800576537369571,-0.031807657008706545
HALLMARK_E2F_TARGETS,-0.2106447899606284,-0.3232360635482682,-0.3440033232939736,-0.10544636273567497,-0.19961106726658212,-0.16846154259136373,-0.04790800529479571,-0.1793411428110482,-0.16120342006416083,-0.25328638094538797,-0.011092220255628386,-0.14375320221497281,-0.18002140467715666
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.04349785887502723,0.03846186476849586,0.24205107386816582,0.2518495352398147,0.18479453334247897,-0.07182870695176703,0.08653217601041058,0.12409783535880374,0.2142951385793192,0.2751456040421136,0.029599241020159237,-0.13145743793719256,0.15312267554179343
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0700586575135777,0.06932559067528411,-0.07795331020995612,-0.02349416068676413,-0.09660061424156714,0.010327751754294569,-0.06769511893787668,0.08412796841884826,0.006140920293159395,-0.006443880340382339,-0.11104486520156964,0.011344777551468403,0.017273500012674126
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.3030341549454943,-0.3084990111864291,-0.3436078624729938,-0.1461353464907841,-0.2041620348093198,-0.08970300850375805,0.05494637875214076,-0.08993924051694442,-0.17721373638495594,-0.26220424546478494,0.03399586828800669,-0.07329373288470269,-0.2798775963796124
HALLMARK_FATTY_ACID_METABOLISM,0.00648752895428669,0.22976866014629582,0.2856982597030714,0.24173356057485906,-0.01777157447743321,0.08385432094259657,0.018262139950397785,0.1045930588664881,0.25254027539880164,0.2049949579359892,0.06751465248388668,0.09804484557619451,0.17732834688999477
HALLMARK_G2M_CHECKPOINT,-0.015128621881031902,-0.25749155001418456,-0.08455486869842053,0.013580057765257208,0.011614589577434845,-0.07532681669669816,-0.01285208008963208,0.06536994429969435,-0.06109662231535532,-0.1530044041969342,-0.036289291204909924,-0.03358704496513031,0.11661564831033146
HALLMARK_GLYCOLYSIS,-0.06169983442105925,0.08370427341366142,-0.09938724496937824,0.18145855773783284,0.09456998625443,0.03203144743217462,0.0570040448813133,0.16054576410961682,-0.0211191672929493,-0.10432314055427319,0.059407878189777316,0.03359422872194158,0.01564866269687075
HALLMARK_HEDGEHOG_SIGNALING,-0.24262477826060141,-0.13281469203829488,-0.3058546264034733,-0.03868867856793232,-0.14877707754933578,-0.013881967032415546,-0.06673826543477575,0.015417444331048347,-0.08090859842114717,-0.174493631511236,-0.004016478975190614,0.032839224287118704,-0.25948126807255123
HALLMARK_HEME_METABOLISM,-0.11746822086691164,-0.13354751699642822,-0.1685249949226017,-0.007302628477416685,-0.18726776466503733,-0.02742881997022413,0.007301807194564372,0.006287942878876577,-0.15083047634580288,-0.19166050657053507,-0.04675403727359043,-0.03715033147339475,-0.12261847908171025
HALLMARK_HYPOXIA,0.2829825331929358,0.3940968224529783,0.3882729504802266,0.29665157052429153,0.22580015632767114,0.18756846053262624,0.13857319999622475,0.2568161597293477,0.3593001755590796,0.41347078643457796,0.1600251411560207,0.2800796710167474,0.4403118334564764
HALLMARK_IL2_STAT5_SIGNALING,-0.07136888205083222,-0.06571289308190727,-0.26513794593552026,0.14039837524027726,-0.08884527290638809,0.00015522527806111023,-0.068900458415353,-0.00214341216261498,-0.08409494144757683,-0.13064767117741166,-0.0013556379642281342,0.06355370027981637,-0.006289751599004713
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.002529602409387132,0.12702936118638442,-0.2246447020435632,-0.09933208890644596,-0.02622953985627754,-0.0022440907795478666,0.07676813768890055,0.06313187514091342,-0.11233638005350156,-0.24385308544319334,0.056097678379943124,0.0025747974816099474,0.0797473033471022
HALLMARK_INFLAMMATORY_RESPONSE,-0.07628483514734852,0.023174244276616688,0.12118380523769831,0.10367194070189815,0.17244280372664625,0.03579210116506373,-0.07662152222771948,-0.11037867781771901,0.17387785979013318,0.16826351684769603,-0.006602110944592264,-0.0497462322928644,0.3176851621123821
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.1836064272846532,-0.3098521591715261,-0.3712487646432865,-0.22970671883384014,-0.19959726231718272,-0.1550894752283135,-0.03356965880840049,-0.24830123289766354,-0.27098445349354133,-0.3021873733390971,-0.12553098036130345,-0.194467179925521,-0.24790805268466895
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.00040829705437123853,-0.03435092613396886,0.22927949831678907,0.08818073719438398,0.174466830606239,0.06696004083109607,0.009918370084991496,0.09205850894862308,0.09325822923981048,0.09094836409425293,-0.03976311285850776,-0.1296827864640808,0.24715457303736135
HALLMARK_KRAS_SIGNALING_DN,-0.26740055670036944,-0.19701164051248396,-0.2168402084759377,-0.25885577376487495,-0.1861132870444267,0.007094175257402776,-0.046735772276151784,-0.15620606175939095,-0.1760064375012339,-0.23226233370694285,-0.056896496942527505,-0.06852089097892948,-0.2933318478739938
HALLMARK_KRAS_SIGNALING_UP,-0.05884627657890543,0.03919391884463206,-0.1294898958112772,0.012200411203864685,-0.073286980663234,-0.0566376506759102,-0.06638684092314724,-0.09010069955385425,-0.15561407705899263,-0.22798210569737423,-0.0791402110765747,-0.10679062988070195,-0.16961783691868149
HALLMARK_MITOTIC_SPINDLE,-0.1948545326386421,-0.21959764148850003,-0.23900996863323018,-0.0816479427202392,-0.1814470073347299,-0.1144680759382139,-0.020945256519913174,-0.06522883468211978,-0.15169767448061386,-0.17445801428509308,-0.051320871472542245,-0.07944698069014847,-0.15482635232664801
HALLMARK_MTORC1_SIGNALING,0.17928341636954806,0.3177508443617644,0.35558812399818207,0.31210360605915927,0.23200071594087424,0.06088720957881119,0.13349783531948609,0.24076334130326835,0.2689709649202724,0.19303759940518847,0.09989520063847127,0.26822633596399764,0.36564430140209564
HALLMARK_MYC_TARGETS_V1,0.11618491654581323,-0.149589424483999,-0.1836636820678489,0.300932017032462,-0.07330382020687325,-0.09396880009757544,0.07982268878396777,-0.08422639203091023,-0.1691387094936646,-0.21200782109313562,-0.005059841394996711,0.1330075163574013,0.11994995596209956
HALLMARK_MYC_TARGETS_V2,0.05524833061105181,-0.2198217204512238,-0.20762044372800764,0.02345213802099716,-0.04841201414794035,-0.06921454076321289,-0.05817879358831835,0.11175162315966523,-0.14933730164394968,-0.1585992194511009,-0.0278479570815236,-0.04275018691076859,0.062264268849620684
HALLMARK_MYOGENESIS,-0.2696645315229286,-0.26869927753631256,-0.3330074475799711,-0.25325921233552795,-0.21100731171283174,-0.15830645934247062,-0.08367963354724697,-0.024752974133590542,-0.23908359902723317,-0.2393848752957454,-0.12967009623254339,-0.1954937244608621,-0.3989980110130356
