,MGH258,UKF248,UKF260,UKF269,ZH1019T1,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.06810769905194061,0.022920016518005352,-0.050728588857090424,-0.041430229287317204,0.03966977045680004,0.04666252714480225,-0.0013920395077244134
HALLMARK_ALLOGRAFT_REJECTION,-0.031266016452119266,-0.006213136503741478,-0.012100778243710293,0.03470102700173328,-0.04189099035425798,0.07163052022174593,0.024725416393053982
HALLMARK_ANDROGEN_RESPONSE,0.08267379534110475,-0.01435858948355339,0.05197710113712408,0.041960401429905446,0.0713521664568348,0.07392772073717817,0.034153900315457654
HALLMARK_ANGIOGENESIS,-0.02466733093112335,-0.021588211903760438,-0.016930468278987608,-0.012769357578203001,-0.036331135607298004,0.05301335560039504,-0.002786751735114537
HALLMARK_APICAL_JUNCTION,0.10751394202077351,0.009500343484168514,-0.023354375586754246,-0.002749494522927053,0.0637469615672505,0.06820814333067614,-0.008536732962417765
HALLMARK_APICAL_SURFACE,0.05677603895243484,-0.02143541420920439,-0.07244503986773553,-0.06658645768896193,-0.03585875072402258,-0.00045364226881874556,-0.016967377157862656
HALLMARK_APOPTOSIS,-0.03460188975659643,0.0688872907143048,0.0389216759297979,0.06180038815213634,-0.005599958512494804,0.028801316001658618,0.08191932050371106
HALLMARK_BILE_ACID_METABOLISM,0.1097410728570742,-0.0402697915878329,-0.013572067150471089,0.02359309816961505,0.09455631268092671,0.05819345018332847,-0.021973229677320884
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06325851715446439,0.06513990684911095,0.0015634617914905,0.05806356349676197,-0.022147388035855642,0.009513602519314018,0.02356703485116536
HALLMARK_COAGULATION,-0.07129254131251374,0.016323954060335617,0.0455815767686685,0.0717073506941236,-0.035863514952597535,0.06380367340115638,0.01676551451846383
HALLMARK_COMPLEMENT,-0.007430407796362948,0.0084007575212083,0.04012009615423806,0.0049672623494049625,0.019007558053747695,0.026576778040652695,0.037918130791560756
HALLMARK_DNA_REPAIR,0.12640964705109517,0.05540822466911043,-0.017150971919618556,-0.007003787484570001,0.03022269737003773,0.04092469434784792,-0.008717452024473849
HALLMARK_E2F_TARGETS,0.12998871962771943,-0.01708478703675271,-0.021931429915677564,0.002464190938318886,-0.0059455393852236894,0.011121303712615426,-0.03510869241307114
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.11859422140148679,0.03502639983739364,0.02555147753236376,0.012647265522745628,0.03506761280392658,0.07307580971421437,0.01609379082414714
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.10306215529990029,0.02882883575797552,0.016648465671008607,-0.02078041421893897,0.04500014335237117,0.02923752751728416,0.02406686745436509
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0183798866194226,0.013177922195431164,-0.025504358950402185,-0.05232700065770291,0.09998560141977643,0.09026528295311509,-0.020640728360189216
HALLMARK_FATTY_ACID_METABOLISM,-0.010643361917964332,0.027749904857960177,-0.0033323451512247857,0.0714457242672062,0.07200405236672353,-0.03083419260769274,-0.01973174167586638
HALLMARK_G2M_CHECKPOINT,0.10620836266634609,0.009405708456015788,0.02749321458779084,0.029106845778505155,0.019434537514689956,0.020832205082533303,-0.01793310852183547
HALLMARK_GLYCOLYSIS,0.13095702846187862,0.041716462242244595,0.014862557105654524,-0.04918231554369493,0.023229056748500537,0.051324648305145805,-0.029269742455711678
