,UKF251,UKF255,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.028735476917479526,0.10465385524875652,0.12031479855288477,0.03900038043759333,0.016590703078138088,0.007215306447221352,0.08949464244930129,0.10238566734947811,0.035016717675666935,0.0188209265911249,0.109568436583455,0.04809269245580549,0.07130580814679861,0.08468382270749034,0.0006159116167701342,0.03490013153311209
HALLMARK_ALLOGRAFT_REJECTION,0.049407803800435246,0.015101409347554218,0.11040725888179889,0.06777850082775345,0.004193928115645461,0.02909891977503878,0.0618580773652182,0.1103774754552224,0.02109213951032712,0.009204291793670858,0.05143633225767112,0.04823839299597767,0.04869314192106068,0.1319869018857289,-0.021903249339994442,0.025804947660350044
HALLMARK_ANDROGEN_RESPONSE,0.042777796566626586,0.03532122055046088,0.09856853680651158,0.11086017282016741,0.03630269549496176,0.04462256049983694,0.061276534147271314,0.15750516614441235,-0.00029252205101443267,0.06252886496616353,0.036800183017372194,0.0542700389237858,0.09270159176760051,0.09467488873545743,-0.05704869480747861,0.0455291901039711
HALLMARK_ANGIOGENESIS,0.003982432193109225,0.09356961465106202,-0.0399486800191512,0.05078796245113531,-0.034324127982166705,0.06894372426583498,-0.06975848154237828,0.014890868519588289,-0.019008625486328434,-0.05243214047473297,-0.04872214259532432,-0.034263598128105074,0.10006236527087214,-0.014740319389854371,-0.009925754022693868,0.05549962842957954
HALLMARK_APICAL_JUNCTION,0.07633261659291225,0.1248777876767398,0.031114033933244245,0.05544980961266099,-0.0041271924058874365,0.029693428406446027,0.10101147443518083,0.1259490333780247,0.05588416156130379,0.015460228728959568,0.11752237724948578,0.03494782620961581,0.11034623917979552,0.05512126179854609,-0.05514852694459434,0.12977792160959753
HALLMARK_APICAL_SURFACE,0.047347661128719645,0.11123310548450548,0.049634655924359325,-0.03906693447012834,0.03303295025973761,0.09745302127931584,0.05983867124645425,0.023192288438428306,0.07568495628620756,0.0981467529643584,0.0012152599578734242,0.011242778965593463,0.08700477568257792,0.12662055759166435,0.03736094238424591,0.06672221620753184
HALLMARK_APOPTOSIS,-0.002631869765511317,-0.049415509358616064,-0.009793054928502135,-0.008340584990889723,-0.0038263680700647523,-0.004310322977908032,0.07694547280399984,-0.03338811823445279,0.047080411206194404,-0.008542943388681138,0.05772032683437279,-0.050631856169443934,-0.03197409341023567,-0.01647010763799476,-0.03314378912289256,-0.026261785415862833
HALLMARK_BILE_ACID_METABOLISM,0.05810485000745551,0.07146410651187343,0.04884150247442458,0.0942122930615676,-0.026408414204468645,0.11434609538413862,0.08029939156190799,0.065835487637472,0.10991921453289545,-0.024738707611168132,0.02095007077526899,0.03607812153726777,0.12550244024109591,0.07277379970792541,0.018626630282178997,0.059305802387448654
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03022157926358106,0.0965168802046925,0.059318855233841526,0.08852313655481915,-0.0231756323175046,0.053804995519940294,0.10681916959006349,0.03344522635327072,0.06997428561685404,0.03741766431596812,0.1004159994197716,0.015342575871840923,0.08273144806927463,0.0971004256834923,-0.010269151708280005,0.02082647539171739
HALLMARK_COAGULATION,0.04759564035851343,0.07785351629174629,0.02999443016178925,0.07404883982930278,0.03772201338053455,0.054516538644318824,-0.029612704982053765,0.13175920368823393,0.006299487897085187,0.05501750538186233,0.11348040759945366,0.07001086131676026,0.07008679768817569,0.09169704594195031,-0.0452766819938206,-0.06272011561888756
