,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.01778539278613877,0.03824605780335547,0.11581494501111808,0.030387732734326878,0.09265811780222054,0.023109864419546416,0.11411232969407811,0.026251206313835058,-0.03765978412252843,0.07037919626843313,0.1470929375062693,0.07202160089037996,0.011617984500658743,0.0708005396892596,0.06004399465215737,0.14102468131094742,0.1294723962718667,-0.011479484405977743,-0.025665999351717088,0.21365228016071697,0.12963181393997575
HALLMARK_ALLOGRAFT_REJECTION,-0.021883327804659104,0.08727353162201111,0.0809410134772517,0.012647963415804899,0.0383259071346585,0.0709267650602092,0.1557774110644964,-0.005092325358576105,0.0008916822963489633,-0.02807549895755347,0.07682307791124823,0.0031150514238611725,0.10031947540809819,0.058863056589139234,-0.015909882510877844,0.06705190237274194,0.05737667348959869,-0.09247621834319025,-0.019487950680022,0.14257038078651657,-0.014750525613178736
HALLMARK_ANDROGEN_RESPONSE,0.058686912765413074,0.06300889949848501,0.04881996314436863,0.05846626522961371,-0.05445845640446917,0.0835997499487448,0.20111867484915313,0.018769016441480338,0.04698933542950942,0.021373478367805693,0.10057308768708273,0.12370799925482392,0.11718566270385528,0.1302309875286269,0.03508337714485931,0.10183348912570854,0.009669080051492834,-0.04792134787803546,0.012547191220606478,0.1464052719676512,0.1226625414883749
HALLMARK_ANGIOGENESIS,0.0055705210614966656,-0.02016721748496808,0.119937266866266,0.0598670827695705,-0.0660987846723659,0.062442954474738153,0.15942900670657742,0.05764191892852705,0.017480750376763256,-0.02033381020449156,-0.04611971918454357,0.17586177307487996,-0.06984610817517488,0.04692039166863206,-0.06531245224676971,-0.04112526636692658,0.0928201265783166,-0.03910837930653328,0.020277095628501107,-0.12527826080191912,0.18747794353166264
HALLMARK_APICAL_JUNCTION,0.034119561178213284,0.0824947903941357,0.1134041162495701,0.016888470590336924,0.023096575261407026,0.07859871302692083,0.20153332580748742,0.08207306615899745,0.011449347582777715,0.038911568690759256,0.16726343648621078,0.15126525756906756,0.025355207256742146,0.08407611037045505,0.05585804477717079,0.15310430618814416,0.08033279114906257,0.012111224704792789,0.0365567124822427,0.19594612420063875,0.19773768856272708
HALLMARK_APICAL_SURFACE,0.08312970688060235,0.0735725685536231,0.07892956398023177,0.004163825408855787,0.06643066581930053,-0.0276406616373491,-0.08334352896845458,0.020613615390198965,0.04228686333957915,0.08077150634956251,0.15477083017846824,0.20613893410635012,-0.009065922610937874,0.0122459073227233,0.08046039063175449,0.12448430759880824,0.09770088456482737,0.08543385327780499,0.02524385828980972,0.1463220402793528,0.020680982256463486
HALLMARK_APOPTOSIS,-0.031526795511222845,-0.0009210939984148409,-0.1024986101709128,0.06910234342843888,-0.1008676020549702,-0.012035068015574447,0.07957558809059949,0.051690300544957116,-0.0038754949285132903,-0.012727295204395458,-0.013689115577503696,-0.05457392054995349,0.015717314117861397,0.02750633736387887,-0.06835714082357562,-0.060228409226708635,0.0437298933569383,-0.03816901366455868,0.024189673624876753,0.048568541573566465,0.023683878578544308
HALLMARK_BILE_ACID_METABOLISM,0.06819160305732969,0.012297039349302211,0.09004245745628578,0.006757818945610346,0.1181971533813298,0.08717460139584284,0.16788261155078768,0.043447135568412606,-0.0006170519123764789,0.0335236344608952,0.06216213249730471,0.09756313746603693,-0.018072354492923444,0.05119212320626987,0.10597294438570744,0.12012538332765088,0.05083008406329352,-0.021063614645691942,0.0641946143054652,0.17793397394838376,0.12128099643151995
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0497049034755762,0.09567128815601865,0.029253120724528008,0.09373307999836676,0.04476909087250733,0.04589030031066215,0.1340991064145834,0.05498477701469049,-0.02639250788160629,0.05552440879339742,0.12384452342708892,0.1927235814111564,-0.027551707442875762,0.06497185969612461,0.06461674342853592,0.09788771363761209,0.047793833710796395,0.016869593240394085,0.01051056600201242,0.16007006815101804,0.10353428732686755
HALLMARK_COAGULATION,0.004739555064278966,0.05882532560488979,0.1114781954040305,-0.01650754888150432,-0.011619346719958751,0.059324687807613345,0.19020616575362456,0.027143867072042492,-0.013721361888675737,0.009521943500127925,0.18939050517984748,0.057090363346566336,0.07868165160645231,0.09228354040144583,0.03486065140836103,0.08268220630042078,0.1384597907591937,-0.0018927025564284786,0.009536918935043524,0.1632603615065352,0.201073255431149
