,UKF259,UKF266,UKF275,UKF296,UKF304,ZH1019inf
HALLMARK_ADIPOGENESIS,0.03423303107443075,0.0865856698288985,-0.009425144637986578,-0.018149051921811446,-0.011103000888304002,-0.038575976503962696
HALLMARK_ALLOGRAFT_REJECTION,0.019465682200398453,-0.018388596493143682,0.07588692701193822,0.014095050396956011,0.09123210307291038,-0.0037917452076122247
HALLMARK_ANDROGEN_RESPONSE,0.048801399805745944,-0.012025492373938141,0.016154620024239195,-0.016052345484167597,0.18539392164626192,-0.015338180231251691
HALLMARK_ANGIOGENESIS,0.03880872384220599,-0.042839933843152184,-0.05551451329804234,0.03071546613547728,0.15527986534394783,-0.0002752069156600421
HALLMARK_APICAL_JUNCTION,0.020624248115425507,0.002198799778680771,-0.06018814315889965,0.03537474111624402,0.09515283853657185,-0.03659547055396109
HALLMARK_APICAL_SURFACE,0.049501690071894845,-0.031054639176616203,0.08857747035986008,0.05137974460542585,-0.09425928943413889,-0.03320051800650488
HALLMARK_APOPTOSIS,0.06835144835563453,0.009059407832325487,-0.0002021902452411365,-0.010003127581756211,0.07997902888716199,-0.049543473431299466
HALLMARK_BILE_ACID_METABOLISM,0.008989668928752257,0.026227456354965727,-0.056097243314146346,-0.034972546163484504,0.1408535483537347,0.042999138894985266
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06737408237687056,-0.04752264008062335,-0.07665261582309169,0.011163009399702866,0.15818333538343532,-0.06050636952608282
HALLMARK_COAGULATION,0.04179150879193953,-0.006531916668498061,-0.017606809987687818,0.007443892831325252,0.21406138306181988,-0.05862894285279172
HALLMARK_COMPLEMENT,0.03393095336946628,0.040923438390456875,-0.037650911358268514,0.0006292537716194672,0.17127550617247986,-0.07748711872677404
HALLMARK_DNA_REPAIR,0.09381759563505017,-0.007667535278625414,0.0006148683398604112,0.02321829892265192,0.02331579191778156,-0.06007798986348418
HALLMARK_E2F_TARGETS,0.023013432412033012,-0.01378898703332617,-0.010590319728396866,0.01828681001049496,-0.056178612453584124,-0.013854299626724145
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05089132382552892,0.004724092658175241,-0.08832384493839719,0.02531717245921804,0.2157690734721032,-0.07608712035786429
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.044252482288083095,0.07441976535386191,-0.011337309852744734,-0.04277468242242465,-0.015023371605805464,-0.07447881099925127
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07603455762126504,-0.0212756426281789,0.03450562905005522,-0.01153445004804306,0.06605185191597956,0.012555044244310191
HALLMARK_FATTY_ACID_METABOLISM,0.01980725519190204,-0.036957259773443885,-0.06080808918987761,-0.04973776214406047,0.0714353635212032,-0.11634032005541142
HALLMARK_G2M_CHECKPOINT,0.051928872225743966,-0.019702201771517495,-0.007763191553057257,0.01261712261743883,0.07915095288206446,-0.04541700644482183
HALLMARK_GLYCOLYSIS,0.03677873991260367,0.0295022816799359,-0.09341885351742692,0.02882259371807804,-0.08318227612893027,-0.11437523989876625
HALLMARK_HEDGEHOG_SIGNALING,0.006500351571659334,0.042523065112300376,0.07655534390527446,0.021155210589532923,-0.15948194322785347,-0.09921407961476404
HALLMARK_HEME_METABOLISM,0.06653389892649877,0.002946887753728237,0.05163100088136932,-0.015808874887779798,0.06791059370098991,-0.02782817157317187
HALLMARK_HYPOXIA,0.026640267931000532,-0.009973792248091608,-0.061834578935730244,-0.024038839676936378,0.0647711909765687,-0.1381986602729818
HALLMARK_IL2_STAT5_SIGNALING,0.08240844524355467,0.02976581400235893,-0.0541870359252887,0.010482440885751839,0.12487673260886278,-0.06840488244394746
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04620890428378006,-0.01968101960079484,-0.02739281644325561,-0.0085725824336714,0.1263549442503432,-0.036677765367820726
HALLMARK_INFLAMMATORY_RESPONSE,0.03325545940195342,0.04797505881288814,-0.10244615859934998,0.028498261405155618,0.04142974601994043,-0.0392892490454917
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.04727107469253818,-0.0025466339623375855,0.10998246330157611,0.013097159891812142,0.1846708135456357,0.10771798765823455
