,MGH258,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.02054012632019605,0.07796616289331826,-0.009152403484834133,0.022205185576692328,0.0697017003460493,-0.038734796500295966,-0.029931324510164756,0.045373977294003005,0.07988870755391413,0.12292800452594947,0.09086597957405639,0.08891175097530243,0.013246533102607636,0.17631474911068426,0.10995844592871203
HALLMARK_ALLOGRAFT_REJECTION,-0.02413843903608737,0.014533654555906775,-0.02217772610112603,-0.028558610647493946,0.09944281739203212,-0.002228899561737994,0.05968373381243615,-0.053860477951367614,-0.050775818936964985,0.0004937545487341028,0.050981653014706904,0.07617153679345877,-0.03324974628892213,0.009201718582255278,-0.059376698935290795
HALLMARK_ANDROGEN_RESPONSE,0.00868005137186833,0.006010752374949452,-0.02046396080133168,0.09418639078465824,0.08251349110852352,0.029846731437001298,0.04504365676733891,0.07343913261416495,-0.019773674512506546,0.01085100571474774,0.1029903778881968,0.11254040221567536,0.018837131563108404,0.10839781097783635,0.09172033848514259
HALLMARK_ANGIOGENESIS,-0.0057953183907257155,-0.04803164381745387,-0.03582272989911301,0.03564798524557298,0.11455485269869677,0.04462642067633811,0.05237506330769592,0.022377336373480983,0.11142649712561914,0.0458492754348141,0.020562051310731164,0.02657414276479656,0.05781534115185655,-0.10734408330051476,0.11235197307766137
HALLMARK_APICAL_JUNCTION,0.02511371795808584,0.030491416095407897,-0.008389503744315498,0.06431213607081031,0.12610930257612235,0.029850369073615116,0.01658750545772893,0.04398947353766871,0.02409383229511851,0.11297355329440521,0.08277159911626192,0.08188434227538703,0.07503086077153352,0.11839071595185272,0.1317146123133741
HALLMARK_APICAL_SURFACE,0.019618700055916982,0.022834328481752025,0.00012959872332751946,0.02207190240270371,-0.003976797100496216,0.0031162250873634175,0.004111945407093213,0.02075539729716399,-0.08943979212838571,0.03032010248605188,0.09199547165334084,0.11737759623135408,0.09803316995018438,0.06447164237291958,0.08159000851716443
HALLMARK_APOPTOSIS,0.022782947641126244,0.059901613225148934,-0.008010768291930828,0.02103649228578151,0.046256201419414125,0.057728998215839086,0.009001801907662798,0.049557900094586285,0.005873396510914406,0.0705708565753924,0.051219777795419835,-0.01220967973768695,-0.018547499058498916,0.10666185005756317,0.019855297140138777
HALLMARK_BILE_ACID_METABOLISM,0.04741680699010343,0.02301067686816263,0.02150475567495438,-0.012565470638718603,0.13102705513280458,0.07525466736652871,-0.0388007102787421,0.04000275268591971,-0.02371830783095807,0.04497525325941025,0.06608688550537231,0.09560598209282414,-0.04312471149058962,0.16434982435487247,0.10730241592779649
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09183614608579051,0.1258111384272273,0.01702766929614758,0.006134430262246769,0.10225847398460444,0.005673474912232356,0.00711574874061193,0.07267604802188916,0.036649489148903404,0.04807670487010873,0.060787498624051126,0.06284223978385271,0.01155432954881838,0.25254065127011566,0.16568976566277557
HALLMARK_COAGULATION,-0.004166391259208532,0.13042909505507033,0.006154201449981182,0.06553898558497674,0.1007606039029997,0.0293661610780279,0.021270903970449638,0.04995551765364325,-0.036781816054174875,0.07818667262639846,0.10564234609884468,0.06293589095380572,-0.030220937337736613,0.048887660337936005,0.10743779045342859
HALLMARK_COMPLEMENT,0.002615452451025111,0.055792102939917224,0.01571438628385862,0.06703727213072744,0.11320853715051875,0.02761978758606406,0.019656744364366242,0.02643370046726626,-0.006747398253978323,0.08143894187043937,0.06671693757677646,0.09951246160066042,0.018636406914342502,0.20348694688136243,0.05915689857228512
HALLMARK_DNA_REPAIR,0.06305989321105522,0.06430180384807231,0.019931041943817337,0.08834459383602235,0.09783849444639046,0.023896202094055657,0.06067765163302961,0.05998781726274143,0.031740870830358175,0.1253574578400879,0.06598993493605378,0.10543487778772152,0.06005622534592061,0.1966330433266926,0.17684200542674192
HALLMARK_E2F_TARGETS,0.03836881664478835,-0.009017258682820906,-0.01639884473193724,-0.016234952485661355,0.10614049498647152,0.09054940644400655,0.04952818646255209,-0.011664867418318833,-0.028992547728284974,0.040498472994471936,0.07353257480728521,0.10166060879350437,0.04755872420289624,0.15288649580037988,0.15712659047489755
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04149439888875725,0.07722292756813202,-0.020937523609149647,0.048225977586471534,0.1254707215894376,0.03782055870922141,0.07373750495686407,-0.026956066518400622,0.034274150693300455,0.1620582003671803,0.08942011135529686,0.06784745814990026,0.038121704949558174,-0.01580063985325432,0.10680551600821461
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01400795460513186,0.0009579646707192789,-0.005189070466676761,0.08363256630436136,0.06415444712143285,0.02460713238204641,-0.03510334364814783,0.10840234950075671,0.03473089323924443,0.12865847667766933,0.06443083837859924,0.0588761172785421,0.0989166661243319,0.16494191531549238,0.14081910896905112
HALLMARK_ESTROGEN_RESPONSE_LATE,0.023194958404024753,0.08974509722096402,0.0066827952198827666,0.0275206159364072,0.013042933920277208,0.010232993510171696,0.03475283351279464,-0.04105384255119495,0.08549480628003397,0.021549309063167224,0.05050300205412743,0.12521673513589548,0.06569934405323956,0.22597723898372551,0.09262917701944587
HALLMARK_FATTY_ACID_METABOLISM,0.012928591086997896,0.04292361177360127,-0.00929683245866428,0.06392951337053693,0.044163707381642124,-0.0042112502953979255,-0.0030839028492355,0.028294869505639995,0.09179123867120594,0.0640792317578032,0.015397485318461,0.061283017282956126,0.02599374452444685,0.1337824506796642,0.10614455719559936
HALLMARK_G2M_CHECKPOINT,0.023607328775779236,0.02536770902284649,0.008107118951856273,0.0591493435724046,0.09486283617529556,0.06403954828163386,0.017519840295053588,0.04219200733694663,0.04025211237984443,0.09528201969191451,0.06962625451538279,0.1126527358424153,0.04069417593213764,0.16673771734672893,0.13606749010136238
HALLMARK_GLYCOLYSIS,0.02165184970921903,0.09364457333643307,-0.030841687257704344,0.14626589387537228,0.10834587504852493,-0.010105666061606474,0.035720748150496744,0.14658682370267703,0.12665396206904425,0.12494491578580551,0.060773618609823464,0.14204077421678682,0.07815050983572981,0.2301728463954745,0.15667820251880274
HALLMARK_HEDGEHOG_SIGNALING,0.08217785763962215,0.087067915329541,-0.022801372750700488,0.07788801257025148,-0.03395811299156314,-0.10140669871705454,-0.07223417205837131,0.061206059256076195,0.10591106268019992,0.09589965319045211,0.07815114134253173,0.14078172377416442,0.10608524226179963,0.18176698134677588,-0.01915167200000369
HALLMARK_HEME_METABOLISM,0.06314577322462558,0.08614253435911513,-0.0026332570849564225,0.05494000451739419,0.1090445481270972,0.010881271335406036,-0.01281103753147699,0.039472915915453856,0.09059000906031098,0.1288973893304014,0.05598801089521321,0.10532235013618726,0.07211132646144491,0.1897573750596851,0.11513408967725472
HALLMARK_HYPOXIA,0.048344425423313464,-0.00341006496870031,0.002655382841434636,0.058095989733104945,0.013308478547378684,0.042070088067488985,0.06861033107986124,0.06018226464467136,0.1109441240535209,0.1181877580868291,0.008232313326932248,0.010445860894984123,0.04663510620106594,0.10008602861649656,0.12327112453999947
