,UKF248,UKF251,UKF259,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10856558551044765,-0.0047891750372778645,0.0204761699284374,0.11995337282327723,0.04709599495153308,0.13365550341454407,0.17648412280535344,0.024824391189640922,0.053473283986289866,0.04861060055663356,0.18464531967207062,0.10173902972301138,0.03664995746920811,0.0470469920991139,0.11987606177215633,0.03492704120593396
HALLMARK_ALLOGRAFT_REJECTION,0.0942152289915242,0.06573522410142403,-0.012155858304070984,0.17568741560961543,0.057518177767526484,0.1856940848008406,0.17981570832963992,-0.03938126270422248,0.17061131420952907,-0.037822662097263496,0.04346804472187633,0.1363109620922889,0.1256438261632823,0.0579538332278608,0.15192727097589187,0.042739515570463786
HALLMARK_ANDROGEN_RESPONSE,0.140711810875851,0.04363790586037011,0.03507709910865002,0.09669002782587274,0.04859668084689916,0.18303158802445205,0.14009510204513936,0.1457692825672477,0.025940048327952287,0.09468081664218637,0.13063098395968753,0.0913397823889462,0.09704097230138937,0.03185466912713509,0.11314338307057469,0.12365471032826221
HALLMARK_ANGIOGENESIS,0.043520448044986546,-0.02552736047698008,0.024925012604666317,0.1674458028022262,-0.0784143844117499,-0.07556105867722533,0.10158442815147846,0.16622852768034502,-0.13064079647531845,0.17087524602419182,-0.05388463529586961,-0.03817183155347739,0.008823780028228069,-0.041718421073488,-0.0040693455591741265,0.07172505795887268
HALLMARK_APICAL_JUNCTION,0.15304596198697978,0.01850906552501157,0.0035384240936558085,0.18295591197278765,0.004327361027606744,0.15728738240446558,0.19068433361797651,0.0010563308737225959,0.044096041016419854,0.041228119948626706,0.20408987594154568,0.07844011415194861,0.054142934723667935,0.03965887943640902,0.15201770285228322,0.09264523318883439
HALLMARK_APICAL_SURFACE,0.08783335297811162,-0.0005231745186645344,0.03591085301941924,-0.018376335312367587,0.040492137504221794,0.1580934364391143,0.15373999756123663,-0.04518321577931998,-0.04079827715245768,-0.04806407238441619,0.1405995108413784,0.06758556704832729,0.056813052970878714,0.01801374439363735,0.12236634473558097,0.08779790800046045
HALLMARK_APOPTOSIS,0.04935823917719609,-0.04743496493816537,0.01637157412982651,0.08222961543341807,-0.013334385736327089,0.011265530762991277,0.052312592190861804,0.04298408840408142,0.032007649185815105,0.12000489946543866,-0.027460563205685018,0.06618428764836158,0.01363931364953284,0.024314823211696247,0.004213678342660774,0.08037708760406997
HALLMARK_BILE_ACID_METABOLISM,0.01853077544971141,0.0835956361556823,-0.006587465146019571,0.13335264916164635,-0.007012032185274336,0.045026639049382776,0.10677441119909255,0.0040247560734582724,0.035557668686959205,-0.046983464078611134,0.13568470420549045,0.03973019292542023,0.03058401328685293,-0.0193936607744214,0.04782745327780318,0.022358672585841018
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.028884732328399536,-0.06572714779897969,0.04624793149035166,0.057510849912523074,-0.05708179905308815,0.14507406938005657,0.04989714929964778,0.0739249650711885,0.035372836755496455,-0.036379493363670495,0.16972170820261107,0.07118610917291934,0.04152479737158318,-0.004635161775609235,0.06657181107417875,-0.0012780781259306311
HALLMARK_COAGULATION,0.17483347816910721,0.06176193369333045,0.007086069450215382,0.16433794803230806,0.019893949623269517,0.11945398259113663,0.0845161028879917,0.04017204012296573,0.13255162839938814,0.013123909860265627,0.13741128333214483,0.12566858164415282,0.07975897422909459,0.060427097124360084,0.13479225723801988,0.049690409071116284
