,UKF248,UKF255,UKF260,UKF334,ZH1019T1,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,-0.02764623217209961,-0.038713912127169424,0.052264207854505265,0.07499323329083397,-0.03778759777555147,0.03793269278116729,-0.013426506253089152
HALLMARK_ALLOGRAFT_REJECTION,-0.04141165266789032,-0.021397606464170157,-0.0076190376825042375,0.03149262446303514,-0.013170883077898047,0.005976529043380028,0.007365784759058032
HALLMARK_ANDROGEN_RESPONSE,-0.009120760971122485,0.07486826120608474,-0.007136756464948368,0.07221881951599832,0.03691288745057271,0.03468139058031601,0.016344306664250463
HALLMARK_ANGIOGENESIS,0.029740913466253176,-0.12124839206097904,-0.04316983685580873,0.20167826817061427,0.0921251224717738,0.014038814233522268,0.0515835925891942
HALLMARK_APICAL_JUNCTION,0.009196373921061223,-0.0591504435097527,0.08158800158122059,0.09025505166508903,-0.04397761193181483,0.05122264131985201,-0.044365020084065405
HALLMARK_APICAL_SURFACE,-0.006059237891527352,-0.08036990156527792,0.06343411120177617,0.010265291733539487,-0.035377069683891885,0.04103733011478467,0.0039249856185452165
HALLMARK_APOPTOSIS,-0.050365249185443384,0.04672431550242141,-0.07330689954135877,-0.09518252976405046,-0.05867353818830963,-0.0035823368145614536,0.002637505563708736
HALLMARK_BILE_ACID_METABOLISM,-0.02271090202869349,-0.09602459381722646,0.08813578897957032,0.05213870778983713,0.04984672959062105,0.06506455866351392,-0.05194111085281588
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.006808770587580426,-0.021308911831364886,0.07900064878250056,0.10781328288787445,0.000621733638333089,0.0401463833350003,-0.03879894035580059
HALLMARK_COAGULATION,-0.03782673775467311,-0.049324525400189355,0.008550919584064145,0.009960504709364219,-0.01722476198570968,0.03086324101986291,-0.03786950433336552
HALLMARK_COMPLEMENT,-0.009999512988348915,0.0001629314291683254,-0.0020297427820418564,-0.05333047672690029,0.046102972592182496,0.05651814141305264,0.027610821074750345
HALLMARK_DNA_REPAIR,0.011235580493908649,0.05683350484988793,0.023300781338625492,0.18918840703446071,-0.056326699883991485,0.08637067240012132,-0.030888304414709283
HALLMARK_E2F_TARGETS,-0.003541195521543482,-0.09101395693706545,0.04211971232318977,0.0621931318564061,0.04035083237487182,0.09427489866593713,-0.007085982632061885
