,UKF243,UKF259,UKF269,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.032657689435440215,0.022795759680510407,0.07948386608651767,0.1072600290473589,0.13834313609904694,0.00015165415764860295,-0.02889213866062789,0.10670715347839017,0.0436192536175569,0.06165229193285789
HALLMARK_ALLOGRAFT_REJECTION,-0.0018815141577288848,-0.04324213563737612,0.03989824568552021,0.14878234172965518,-0.0892367944870984,0.060494474855835575,0.010673531160133108,0.07059308340538231,-0.0037185114373012554,0.007167972647392544
HALLMARK_ANDROGEN_RESPONSE,0.05010102304355055,0.037459657847539574,0.023163645713423935,0.11041583992016972,0.1029657216827373,0.05922277654277342,-0.006989197953069046,0.08609540860179146,0.0035625145154527344,0.06999713807682777
HALLMARK_ANGIOGENESIS,-0.022406663872437216,0.10977745199959318,0.023163737096174305,-0.1092205748418096,0.1999620411087816,-0.002487267749131233,-0.018206904778425438,-0.0650307995571619,-0.02216220922815166,0.04137810647942118
HALLMARK_APICAL_JUNCTION,-0.032323348372833405,0.06820373605377812,0.07218857061772928,0.1214717968948509,0.08263205509739102,0.023617984710982406,-0.022494266153524844,0.11937898797705337,0.06368734381714376,0.09753516168396688
HALLMARK_APICAL_SURFACE,-0.08207860515929595,0.08676231418717795,0.06380915099441321,0.12325641977555093,0.12321755377993106,-0.05272704228823117,0.014088217106936748,0.09781042741607632,-0.05477237207528079,0.06768386997117677
HALLMARK_APOPTOSIS,0.004274015534924038,0.0029520650874285265,0.05254684874028993,0.030219798610320286,0.014193615404798635,0.08747576255611042,0.008671545785149318,-0.05631704562073616,0.010195557438989157,0.04590993567995781
HALLMARK_BILE_ACID_METABOLISM,-0.04625828257935087,0.002030856186924185,0.031142834999473432,0.08376527224317995,0.04373683706385567,0.10911264062870514,-0.042449568176724906,0.11806166274011273,-0.008145743494629043,0.06429338531522226
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01962543366381205,0.020892197919430314,0.012117200938520112,0.10214209925671341,0.07291609403522274,0.0032183691269162457,-0.03161204039340331,0.09521071009533606,-0.004937907034596037,0.09251304400426305
HALLMARK_COAGULATION,-0.07199786863723226,0.05487409128513573,0.05255875787086503,0.04249024323358889,0.08292667004847343,-0.027331622912512194,-0.02149759981097358,0.07247007978711756,0.0477978764761415,0.10442003751444258
HALLMARK_COMPLEMENT,-0.10426766191133778,-0.01834331764688531,0.07511206472190214,0.13415281458927591,0.12953798623388058,0.041401357488567284,-0.018357892303750758,0.06499849410607458,-0.01899136352615744,-0.015720302710443307
HALLMARK_DNA_REPAIR,0.044109833604521205,-0.016770285258873963,0.06746007137355507,0.12130228240318025,0.0993589057446985,0.057611316484302066,-0.04308865195226925,0.13580472412200179,0.03130468173558839,0.09093742424009177
HALLMARK_E2F_TARGETS,-0.026993427092591914,0.046277198056336996,0.04588028291240046,0.06922516240650947,0.08735136313959332,0.09402481924379609,-0.005212656235648438,0.08063982591682932,0.030224271935443584,0.11112420383763812
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.004397979295367086,0.10879592577910659,0.08696211471705276,-0.09403956348486223,0.048587684736168125,-0.017608948499837192,-0.011146883766107209,-0.0007638324251626283,0.023603915337260147,0.06554721977717824
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.010922205698502626,0.03294946137449538,0.06956115499292273,-0.10118865572942033,0.06006106346861721,-0.046982646147124954,0.010637761607016903,0.06715994952254546,0.05501434076593792,0.0976134338556664
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0795709230898749,-0.01257543568407104,-0.02325578400332005,0.13113318740368696,0.07003501274678799,0.10571588786271818,-0.014970669400657412,0.10225397152383614,0.024716018078063607,0.00011786112398941082
HALLMARK_FATTY_ACID_METABOLISM,-0.002229866495978358,0.020027747934796832,0.031018479394567144,0.004797724367658588,0.0242295387018055,-0.06051229956677257,-0.003616217643532619,0.00849402043516239,-0.08179104042308075,0.010119303237748775
HALLMARK_G2M_CHECKPOINT,0.00542132283609099,0.003910272057658078,0.04664828639220369,0.13577198991339479,0.05201053947925251,0.1210372205458852,0.04417941743603075,0.05694973396286597,0.028907483043795798,0.08045096480189282
HALLMARK_GLYCOLYSIS,0.029945578851171106,-0.02437181493429582,0.07058597337429463,-0.03399781280764203,0.10963432399461247,-0.1168504310812705,-0.024721983062467107,0.09141896836377217,0.03835832808638666,0.044965487984946255
HALLMARK_HEDGEHOG_SIGNALING,-0.03177779733796749,-0.010465405746385312,0.03782764637257532,-0.0030809169892723493,0.001385843400597304,0.07825011693419252,0.04181331579306842,0.05300887748791552,0.04812421089948665,-0.037270873794788044
HALLMARK_HEME_METABOLISM,0.00012272276174326956,0.023861746889174678,0.0830567912882181,0.11064863926488813,0.07928454061290915,-0.030830530234626563,-0.015604615129146557,0.13137890965494423,0.03906989357870996,0.04066147956618586
HALLMARK_HYPOXIA,0.1343010634382371,0.017596080930736214,0.058746874622675076,-0.09798484504730699,0.04057601818677031,-0.12232147959142041,-0.030225780721890222,-0.019558835832890257,0.004890694023558664,0.03128819480022601
HALLMARK_IL2_STAT5_SIGNALING,-0.05740426836597486,0.027458908272990384,0.020043838615767126,-0.050104501457552776,0.19420032827080058,0.0021362953982901733,0.007018156860833357,0.10810746589629698,0.04718348667820412,0.08399768048086048
