,MGH258,UKF248,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,-0.03578353789594725,0.0825279299371441,0.06676647188992335,0.08352134780157604,0.0018998373967348784,0.029665846664344703,0.08462888078864149,0.12845508714911785,0.028994340787245786,-0.010854026541639054,0.05020441819484197,0.0572753129591163,0.01063538124532015,0.03349868881652685
HALLMARK_ALLOGRAFT_REJECTION,0.05793730223878608,0.07774718147212191,0.041425559049176136,0.13953943850536438,0.06272172986294045,-0.0036130688328620433,0.12069533854808709,0.07810356947562297,0.043850950446109226,-0.0022302595289397237,0.028515782160068795,0.045983030595685724,-0.011637411489931871,-0.003991144712959972
HALLMARK_ANDROGEN_RESPONSE,-0.010239142147769399,0.08997520683236154,0.02555374105300736,0.07303809147298419,0.09257220704385784,0.0007468619592479883,0.1197853231657154,0.12328170507079907,0.0728526715660221,-0.12732461522348149,0.0714744301705498,0.06565308293611176,-0.04853374570678315,0.04390164031777671
HALLMARK_ANGIOGENESIS,0.016600043597754896,-0.06093759281464979,-0.03701317875939436,0.12140687440547554,-0.0047864445987762004,0.04480572120993083,-0.0009940675197638756,0.043016016996008544,-0.022438323021652815,0.10288459044617128,0.05296968278872929,0.000925655787243297,-0.030735727604154005,-0.08403133031724931
HALLMARK_APICAL_JUNCTION,-0.0184427316248447,0.0959764291446267,0.032034917773270354,0.11780724174384656,0.019367532078848903,0.03580815921308261,0.08314804857547806,0.11898724720827955,0.03473867127254687,-0.04740614206704281,0.06188819382500468,0.040298199131965376,-0.0338428666627156,0.060977817577208125
HALLMARK_APICAL_SURFACE,0.008634070937366156,0.055694459348881675,-0.0034828435156769723,-0.05137964262251259,0.058326765740241766,0.013667918864383222,0.12209991044186581,0.04930474932582066,-0.003810512682992172,-0.0731265125846731,0.06476797816726715,0.03534033526469833,-0.04535170756249238,-0.018272256641065895
HALLMARK_APOPTOSIS,-0.05099452628071432,0.0368502284057922,0.01330520906289078,0.025385474135597573,0.011799287570800893,-0.012795029549883078,-0.03869862778114591,0.04351748712924716,0.10617896900267572,-0.03128886571844844,0.07287089947541109,-0.0460906724789911,-0.00039903210242782117,0.02489777674424167
HALLMARK_BILE_ACID_METABOLISM,0.03879258171036574,0.03983844158401253,0.03473216992712534,0.08299992244486341,0.012905109006820058,0.018606525018986436,-0.014842425967341684,0.05838247462828427,-0.006201527162718803,-0.026484101319881433,0.04135627822740484,0.06620639866247323,-0.003012012527688729,0.04564521348148082
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06626705996013361,-0.0398732380679561,-0.010749227715909066,0.0663128659769741,-0.025204567775568638,-0.005651776594217511,0.08180290519827209,0.09407864812336929,-0.0039464729154201125,-0.08925584478275146,0.02958516840992746,0.06309439986634455,0.0027595584052325997,0.015330209902377039
HALLMARK_COAGULATION,0.033643847058975385,0.11356804702846787,0.011593683246851347,0.08669277120689121,0.03539256873150209,0.0136642944641819,0.12700542479707919,0.11055334820959384,-0.013203649776287602,-0.011012132471317708,0.049410042668148954,0.030092260899585117,-0.039777889477777675,0.030262597582611513
