,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.029462923551431087,0.008679800772165252,0.05477091534579972,0.1384234274329499,0.030044889358979924,0.06633409462282101,0.03982828017261628,0.013630762243854597,0.002333644262448651,-0.018828600071795376,-0.01930218218345195,0.06649877825560713,0.006739668564923347,0.09806454248259379,0.12988060345109007,0.09069505610572566,0.1014988994770678,0.06989839420483411,0.12488114078747335,0.013364835051538708,-0.0322119678885913
HALLMARK_ALLOGRAFT_REJECTION,0.0037377187558541515,0.011327006656941526,0.06827624314899093,0.07163246002368949,-0.008598693877658659,0.06520651039595766,0.0701315265377288,0.09610528292795466,0.03600996862527684,-0.0026375981086778078,0.027507743317414443,-0.034114915483665374,0.06166097824091235,0.10840188095511642,0.08071511928302148,0.0861316312795427,0.07136763436816068,-0.013298401815315527,0.10356214394271669,-0.016883516866740535,0.1217786874630815
HALLMARK_ANDROGEN_RESPONSE,0.018666459658423225,0.061264036715479135,0.06609468571918907,0.04342062811341558,-0.004676990530012466,0.02793016670469575,0.08561976215333766,0.11000942989787442,0.0005352344867061799,-0.017801207202119515,0.04829980442134934,-0.015350828333125649,0.01077727956731592,0.08682208269487195,0.09940149701168793,0.06908287156182291,0.08404490626834614,0.061295146728941284,0.056923698493210086,0.022219137427706603,-0.0680264705279472
HALLMARK_ANGIOGENESIS,0.10869997880599125,0.0436792322571514,-0.09579450436459312,-0.060387654497313474,0.025874283054378465,-0.023719298702277722,0.11192916854747302,0.13053130687461048,-0.05864633007388676,-0.0750424845339112,0.0490558622131027,-0.07379118455917812,-0.06831396074744124,0.04544801113046839,0.09057400609092184,-0.10762186737070782,0.054999248224294126,-0.0152632694593836,-0.0908210523573432,-0.035196731520560624,0.0759673189190268
HALLMARK_APICAL_JUNCTION,0.014389464157542792,-0.01599944128400253,0.10046536868246413,0.1316482973702632,0.0333625321186411,0.017991806718705507,0.09683201814525087,0.07590711315598417,-0.060851818517778385,0.07968250308975523,0.017470157874319676,-0.03826305695235507,0.0026244868208616405,0.07621112452928165,0.13613379391926086,0.0708310102167927,0.14629451872093982,0.05946568655102673,0.11922303025362531,0.002736131393839491,0.020240858424504037
HALLMARK_APICAL_SURFACE,0.020541957941829222,0.00711334115484176,0.06914584806988822,0.12357117214064399,0.03414832443919712,0.06215047279372625,-0.0004956080120967639,-0.09512185751296491,0.03154988487144717,0.06694931579645683,0.003831446657466403,-0.018232211066121707,0.025628019116804138,0.035309581150666416,0.05377942998847715,0.05836218013364563,0.10677663010908502,0.07182393223593485,0.03685568242525839,-0.04203435244416034,0.04983746001665637
HALLMARK_APOPTOSIS,0.0017326694930699968,-0.018987646507155207,0.05267330220292508,0.0904947523299374,-0.007105669851368907,-0.01037644172565644,0.004499333624833111,0.04670932397387387,0.001624347624698,0.011217709419825497,-0.036978881923210305,0.08583503241347865,-0.01959008333577191,0.03614519528317164,0.00542809007464042,-0.04396475508121351,-0.004052628702328188,-0.012108437202698098,0.03315659368975324,-0.015857469330557268,-0.0387369257776321
HALLMARK_BILE_ACID_METABOLISM,0.02990515350476603,0.0029914228998602203,0.0576158916097818,0.13210931996830066,0.05577229723765998,0.059550400199805426,0.11294954857153162,0.11298978587919209,-0.03326422973242071,-0.027599227252465053,-0.02581378480040166,-0.03837790332129704,0.10346384661452676,0.060889600092020865,0.09128623325468299,0.08380394555228823,0.04024052664124081,0.05015058470294973,0.11132866864785158,0.03096438163626703,0.00465688355790003
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05401449428582942,-0.04073065480956091,0.013151442075880678,0.173861044809168,-0.003731757017735495,-0.01973581368841674,0.06983978162284356,0.10111050551819356,-0.047416372460562205,-0.05239966333410699,0.009438155451361873,-0.06281882109132851,0.03865524688558958,0.07151300166710221,0.08345399094587821,0.09700700257827488,0.10134893355432983,0.06989641635432461,0.08248524692691267,0.0052724172796877935,-0.12556051503130314
HALLMARK_COAGULATION,0.037620316886275894,-0.009688005618474283,0.05909039131786444,0.19347026098321565,-0.046955405686768356,-0.06863288769412781,0.06461323106690466,0.0828820435748431,-0.004896407153291878,-0.041311645379217624,0.0451669009535508,-0.015823220194843435,0.06337400237933997,0.05929326908649344,0.12570960017868996,0.06851270715498793,0.10827228806569558,0.005492475705059166,0.07039478952813362,0.08176017364359352,0.022131336578721707
HALLMARK_COMPLEMENT,0.03717201859738919,0.04284909359285282,0.0012845701871443411,0.1387518906300247,-0.023070817044650922,0.02718857556627759,0.0381671179146485,0.06599363964894071,-0.09498241308949706,0.047416483206070247,-0.020178162470126586,0.00984100924509427,0.04337147036521236,0.09927373516945652,-0.009070162810326701,0.04534995013037521,0.09997496966411626,-0.017923352062867135,0.10704173877075251,0.02051499659003694,-0.025131644118611032
HALLMARK_DNA_REPAIR,0.05479280157054195,0.013416591282617773,0.11286466685736894,0.10366019645673491,0.08161531731326963,0.06726467882881569,0.10257450875598981,0.03746669528849298,-0.011625256166357668,-0.015119639010602854,-0.004073392700118957,-0.012976548384946945,0.060256831395910336,0.09117062863124092,0.09582955780077293,0.08315656533930922,0.16067222409225407,0.0697226393968103,0.14627122476026558,-0.021894466272713967,-0.04467070278523135
HALLMARK_E2F_TARGETS,0.04742165359531457,-0.015832466650516196,0.050933220704569356,0.07333918824804908,0.04910369673413972,0.04897466902794199,0.11739420636693869,0.07968716421974306,0.0014210657164919014,0.0034223310864037264,0.03620546701047377,-0.003506349360697461,0.03509466791723477,0.05982489641966967,0.062406745717788696,0.0624191131845436,0.12159003572598447,0.04412117261195102,0.07940315355052528,-0.01585191528803594,-0.04365260460849119
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05251077803618125,-0.005188521310213617,0.029195301093193515,0.046695900002764516,0.04038747139951663,0.011269460847567506,0.0776666493973298,0.05505697893961059,-0.07576332145182518,-0.0655754066616239,0.03452324364208278,-0.0009970685591414793,0.01945152534728965,0.04818812094115712,0.053696637540400445,-0.1225144004964932,0.11152047656003415,-0.00140144706160253,0.024150242319481215,-0.006838168270461492,-0.02436089037192398
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.016100125953422584,-0.000466681367709587,0.03372307495363603,0.053469952099872445,0.016788889079494825,-0.035076467474792004,-0.04081485365342921,0.06556273358480036,-0.018240074164583134,-0.012327365516547242,0.03036391650716318,0.05961684718602832,0.01351719544623663,0.07834500856955988,0.039491461381668404,0.02319827916475565,0.05323115087174989,-0.0015447457167075903,0.10430409490968716,0.027529605038724887,0.03630206583906684
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03914058465421903,-0.026350335289044464,0.003175634907633357,0.14172042817306177,0.04354885063739034,-0.005052109899331615,0.04133324476853732,-0.11664297826720348,-0.009442228129491352,0.07215070746445229,-0.0030713867413241767,-0.06097980796788045,-0.011852188416159613,0.07561805821412812,0.07759436576104146,0.10097517893244573,0.07183012820308862,0.07591471630104539,0.0546217773363283,0.07625451158370396,-0.019606239019430063
