,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07096195006344844,0.1113828441536278,0.07238761605015098,0.1022723227873524,0.14695578967353135,-0.1380723602926939,0.1287633736103938,-0.038375508851662236,0.21800329357023218,0.06161480619491554,0.13361349396479802,-0.0011702865565233734,-0.08043718480762152,0.04395149900327392,0.258205405202117
HALLMARK_ALLOGRAFT_REJECTION,0.057902514381054836,-0.04020156589627865,0.06328905398380683,-0.06228167587299048,-0.08680921490678475,-0.3584915705542119,0.09320641487766729,-0.014281363561623262,-0.39278419922218366,0.10917846427655511,-0.1494195893325732,-0.021477918051496285,-0.02344079119010014,0.03799978500814199,-0.013272367837300625
HALLMARK_ANDROGEN_RESPONSE,0.007127544125815125,0.10400909932380448,0.04723879419017091,0.17934644776191278,0.0606841786481586,-0.32304741721709873,-0.002372638613488105,-0.0377733206315776,-0.12199856940398254,0.27080895069247624,-0.10969913073973031,-0.01019511335731693,-0.009059570127258183,-0.04317589503405555,0.06941514473019916
HALLMARK_ANGIOGENESIS,-0.16747379623757935,-0.018787905030785607,0.0025162744951572956,-0.20750861872709778,-0.06527008123130865,-0.3726003007174816,-0.14237318181267575,-0.10103933419697482,-0.4030403037990291,0.12779844559916956,-0.2956627608958493,-0.08882492355849124,0.07847219837898735,-0.20156425741977885,-0.28587469142789723
HALLMARK_APICAL_JUNCTION,0.0332102954788362,0.15477253752242823,0.05734269093456707,-0.02350986040152494,0.026691429168531854,-0.28972895046638214,-0.06070296923162491,0.04552892774274913,0.12455432801342102,0.08073254305630098,-0.17148405713244153,-0.04030408915429287,-0.09928859378182893,-0.008980481111054706,0.2957315076048615
HALLMARK_APICAL_SURFACE,0.10806298291365077,0.14300883700090886,0.007280964138254966,0.06850877030669439,0.06391908014039135,0.2529582595316071,0.06701410596899521,0.06383884282353726,0.2509007211493773,0.15600850451408432,-0.0848464998616623,-0.03448425509832966,-0.06374801908553082,0.1167557960879408,0.12681085778785042
HALLMARK_APOPTOSIS,0.0026244209956780514,-0.010912516604582284,-0.0025516996071324773,0.02866146181609115,0.03619471427572813,-0.08702289987914828,-0.14876624196323943,-0.0002878005331401711,-0.05517666362273212,-0.10013711484581893,0.19941147464815984,0.02390605452774547,-0.05019393563446539,0.07782856558036544,0.21922299830893477
HALLMARK_BILE_ACID_METABOLISM,-0.017059362265289316,0.08489015892711277,0.052950450916877286,-0.06625308445610638,-0.01936245991252555,-0.35451619753149805,-0.11710646100113736,-0.025113292697444424,-0.030879947394220203,-0.017094822349889623,-0.10684007732459282,0.01485845695790929,-0.0821849155862795,-0.005986676827107872,0.07118953753090551
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03650805450869003,0.09341717706449601,0.05097385992321243,-0.031173064730486668,-0.004785036670711436,-0.30576375624411967,-0.13077379711044423,-0.07989299735769226,-0.2789653016851471,0.1226867144410398,-0.24923966202000147,0.006379791180496744,-0.1016943725271346,-0.04892309643720734,0.011905781171972257
HALLMARK_COAGULATION,-0.036472266949658064,0.01295713436105618,0.07038998629436874,0.02678968290034858,-0.10959280837650995,-0.39036090377150284,-0.022162279898986104,-0.13067500163327941,-0.40749590647722,0.138277677226172,-0.18755004363202368,0.018732555273717304,-0.05485370982374051,-0.00656758047867948,-0.16982519562460396
HALLMARK_COMPLEMENT,0.09186099669376023,0.04581450924799343,0.019962343228713045,0.1472014446756976,0.062289707362772305,-0.27312775612296436,-0.09992145031383079,-0.006852987685918885,-0.2621732509748746,0.04405905555680736,0.12496569108134963,0.012516383398826523,-0.04612503802869616,0.017645542836179785,0.21820831941483673
HALLMARK_DNA_REPAIR,0.08243268017580113,0.2012800626891125,0.04871207747571965,0.10609181449397768,0.06715137514274735,-0.2318758932322495,0.05232186283994152,-0.022558619260930335,0.3297488623413756,0.1447574803213239,-0.10261122938378522,-0.0418219216921121,-0.10492857668743799,-0.07400967583451508,0.32860449898591976
HALLMARK_E2F_TARGETS,0.09833153990387788,0.12448475738067748,0.07301904354848324,0.10764664380557841,-0.021166399996844304,-0.28633467394222845,-0.05932045120448084,0.06103169243187471,0.3185271037267469,0.23904388134755197,-0.11386477898620923,-0.05000739497916734,-0.11914500222547185,-0.06856550282468517,0.26989144305992735
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.13645831459769206,0.003138911045598851,0.00021318662053791167,-0.1676332600173867,-0.03974653394143325,-0.3222259146932254,-0.1621409967467169,-0.07956244022406951,-0.31535141416496193,0.03060791470780083,-0.2501168373247154,-0.058105282229613385,0.008149331331150072,-0.12352023419280841,0.09025408815726786
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04126761212192791,0.11013422339947258,0.018093184537861805,0.22994184265458886,0.17104457936870596,-0.16992855965583287,0.04343200191196141,-0.02674642854097126,0.3340490686090385,0.008152320731183348,0.28929188471129885,-1.4504311681514572e-05,-0.046497717459030516,-0.03786069273324354,0.28307578048022
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07908016031381543,0.10707965930014415,0.05000886466682115,0.05286482930613387,0.013233715821548846,0.2507099991112372,-0.03420062027418261,-0.0014524043784301338,-0.049502419906934526,0.08710569587165999,-0.17906061942645105,-0.0014856296315617422,-0.07423706593892751,0.0373854714259041,0.1118257231950113
HALLMARK_FATTY_ACID_METABOLISM,-0.002175070057747411,0.0491141607126895,0.002624337442173778,0.14579133609777442,0.04241341807088577,-0.2451429758983386,-0.10321940124318445,0.0021109950236880347,-0.038135786915792586,-0.0954212975597331,0.18880691413369302,-0.010305214086845272,-0.05573288983627892,-0.0349470645506071,0.0839620760755239
HALLMARK_G2M_CHECKPOINT,0.03060023253006595,0.14031830477589277,0.014489743090765643,-0.09302014558359113,-0.02765987518783978,-0.3285023660245791,-0.10563614291498254,-0.015109687732109108,0.04697053166030868,0.15840272416875362,-0.23681868408400852,-0.012526128962546691,-0.07360178719898038,-0.1392108624324874,0.18336849941057923
HALLMARK_GLYCOLYSIS,0.019899060095577077,0.16557804528885284,-0.01996544517304922,0.041597051970804086,0.14543143040897336,-0.15101196019201205,0.0444460836981063,0.05601996216358354,0.41624416037604944,0.14363918809379903,-0.03031206765046344,-0.0833687469399262,-0.08529897095260931,-0.03364348573453823,0.2885699574920508
