,MGH258,UKF260,UKF269,UKF313,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07881096208536166,0.05597470225105447,0.09168131313233993,-0.1491811037227009,0.08458711517208639,0.16598188206042322,0.15221192713501017,0.03473763926513077
HALLMARK_ALLOGRAFT_REJECTION,-0.056384311495724176,-0.05401351062013409,0.11774523239778831,-0.22292943580319824,0.01953838763581292,0.09207836608851375,0.11649957471925937,-0.06389364835163025
HALLMARK_ANDROGEN_RESPONSE,0.036696039191834014,0.04947779853666839,0.08865468941355245,-0.2140916297381843,0.15536423035015545,0.008560432378557989,0.13243705424423197,-0.05904178157906714
HALLMARK_ANGIOGENESIS,-0.07550677644691992,-0.0026065315446238417,0.14218481588814424,0.16727450669648805,0.021046994495617113,0.004001360720670817,0.001990764840366151,-0.16586258450097532
HALLMARK_APICAL_JUNCTION,0.07157611022915975,0.07542575990580257,0.14818108257005302,-0.12787346598118418,0.05849062882068257,0.1923282508199359,0.17184399388721033,-0.011172039758347628
HALLMARK_APICAL_SURFACE,0.060071292208741855,0.11130138598923697,-0.05674164032180101,-0.08020406646313631,0.07208611923894553,0.13595561173513107,0.14488356116923293,-0.03710903352169365
HALLMARK_APOPTOSIS,0.08460877939093053,-0.021383423007504104,0.000933812341304935,-0.06647565038197863,-0.02474595227148324,0.04848807869861626,0.07565706093419441,-0.007506631604685825
HALLMARK_BILE_ACID_METABOLISM,-0.0019482788655556596,0.020667831093507012,0.1274870917822677,-0.1503630819221112,0.0696645049478922,0.11251631035675885,0.08283977408436874,0.054671823559522846
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0703182651357877,0.07012666055838225,0.07825902699813267,-0.2244914106536322,0.10875346932364,0.12036705303087829,0.15107643180971017,0.03894162981831374
HALLMARK_COAGULATION,0.0019759117466527387,0.003305875411613043,0.10203081385343366,0.10381864933727895,0.04614861363130378,0.17844709474785145,0.1630725848640582,-0.03981270479599612
HALLMARK_COMPLEMENT,-0.03375838407121334,0.016813037624506987,0.14918695794719095,-0.143832529516342,0.04023135706492466,0.19115446676801962,0.09689781008175341,-0.020624289268977764
HALLMARK_DNA_REPAIR,0.07886943578454376,0.08271175695103723,0.1381084678483636,-0.1468711057668922,0.05103373914936434,0.21337002108730985,0.12433790638384702,0.05926772638969702
HALLMARK_E2F_TARGETS,0.042389774226400494,0.019861853331398848,0.13650380326022662,-0.05772002817456751,0.0869124541973683,0.15844659052223573,0.11125417822990274,0.05019225306558325
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08299125007242197,0.035491670394707936,0.13178987529239278,0.2854456794797128,-0.005879420592155667,0.17414955275807834,0.1237030336385396,-0.09698032206279085
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0576536742423782,0.05228056591483039,0.10029020747595338,0.18909429289999402,0.036164431379981,0.07653306913951045,0.09352592562949495,-0.003919556233803368
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0643754775387032,0.018245761309546547,-0.001235001432583129,-0.16401585363771012,0.029254092430988293,0.11639768149476723,0.06505479618829946,0.0742535197036001
HALLMARK_FATTY_ACID_METABOLISM,0.012978873850430358,-0.0859257654748262,0.04384934822062439,0.09810341828030145,0.10896765551499932,0.07081112431363663,0.031632401641855726,0.007148337381275562
HALLMARK_G2M_CHECKPOINT,0.08913834601124372,0.05891613390078522,0.12020939941040185,-0.17868102650868603,0.02138337645579902,0.11274570013749644,0.0573681803528592,-0.053173106925516155
HALLMARK_GLYCOLYSIS,0.043336698899112534,0.03531322921475296,0.13112698867781916,0.09875325676509829,-0.013973582746478532,0.19422046533965978,0.09941106719550369,-0.015110558280109637
HALLMARK_HEDGEHOG_SIGNALING,0.01195598466766443,0.003459711662273176,-0.044172272409088324,-0.04071591118956489,-0.021559216720619574,0.14072139742326856,0.136673279316784,0.00553513004681033
HALLMARK_HEME_METABOLISM,0.04023168820050289,0.058904658735665,0.12177306939861911,-0.0742386979270612,0.06640041833729952,0.15963662033779308,0.1133054895092242,0.03167757163634755
HALLMARK_HYPOXIA,0.046723781424034466,-0.023005503790852224,0.01703386830386014,0.10976778810092992,-0.09352718249568091,0.14617397603455956,-0.021215688027317353,-0.03542648602290765
HALLMARK_IL2_STAT5_SIGNALING,0.015760982676979292,0.05316694600604662,0.13020663658084852,0.030326111905407235,0.015912819460836176,0.11267047933825054,0.10857541031206293,-0.011791213638979054
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06469444942443203,-0.013829846633024124,0.12305030688776314,-0.059405364053811714,0.014323273218303803,0.11254786752657739,0.1302501197786155,-0.04614046691445061
HALLMARK_INFLAMMATORY_RESPONSE,-0.0027952568004907313,0.00842224762756512,0.06705867654004379,-0.10546997858561927,0.025216277560531818,0.05435729031697657,0.02593147405614743,-0.09814738024374607
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0641788675430126,0.02830954572262732,0.14016034317657122,-0.1292351644348071,0.05670598228503082,0.023031710540305325,0.11400870442363846,-0.011941267122909268
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05011766807817562,0.029587132426165036,0.116773741801681,-0.2019490379331633,0.07598422583180012,0.13430214061763507,0.07016895957150518,-0.08548670130110264
HALLMARK_KRAS_SIGNALING_DN,0.04068992952587123,0.023738747654085172,0.05252884000424244,-0.13783670781264687,0.11991047971086047,0.15178071358048778,0.06888141064194005,0.05070999639564881
HALLMARK_KRAS_SIGNALING_UP,-0.02633813243066805,0.04312808567860509,0.025710373089738,-0.13397191381649343,0.05083916124642162,0.1007946452732561,0.13596714000717616,-0.08066513013996982
HALLMARK_MITOTIC_SPINDLE,0.04597212102974427,0.0770797862143669,0.13124718400311833,-0.08367248517970012,0.07887862810844913,0.16209010238120758,0.1504599673101273,-0.009919455637065415
HALLMARK_MTORC1_SIGNALING,0.059888787649018484,0.03814468498782483,0.15446642659344445,0.02886215182687657,-0.002392503476566159,0.11491420315451722,0.05544245665220417,-0.04160146266339266
HALLMARK_MYC_TARGETS_V1,0.0452283452034726,0.029284392867013925,0.12106424156949137,-0.15471437532196433,0.11382253215425928,0.1781133382431168,0.11000200601289246,0.002103754905685383
HALLMARK_MYC_TARGETS_V2,0.02714408355701643,0.044139254936266116,0.0380107593400985,-0.029652527685297074,0.045033248414838155,0.08202625713647688,0.053658803756684935,-0.008957545372149558
HALLMARK_MYOGENESIS,0.06162423061197195,0.034638628160313135,-0.05137074850305972,0.08404281699583802,0.03972354406177039,0.13550331239477434,0.15114693514173858,0.055283916748913565
HALLMARK_NOTCH_SIGNALING,0.0685614681344507,0.006096002848630536,0.1504365833181744,-0.21276031002411044,0.06136516161382665,0.13927657937893126,0.15537021216810978,0.07569198251366704
