,UKF255,UKF313,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.08697327377516803,0.15238405427847176,0.015587820511039498,0.05398545804652723
HALLMARK_ALLOGRAFT_REJECTION,0.09449345814453951,0.18120830045484196,0.036311092642066535,0.1153301326625445
HALLMARK_ANDROGEN_RESPONSE,-0.02230449056132151,0.12136211831962822,0.004352977006632038,0.08802295092684685
HALLMARK_ANGIOGENESIS,-0.003787110465449988,-0.05174707061401307,-0.03868877753653349,0.058828408679533435
HALLMARK_APICAL_JUNCTION,0.07739271978217431,0.20753681300751742,-0.011929207722083751,0.12016674124457849
HALLMARK_APICAL_SURFACE,0.09863639426986577,0.18225017685599837,0.03352787779224009,0.11053806578106068
HALLMARK_APOPTOSIS,-0.0008558696081420404,-0.02236602383487538,-0.05490072336370677,0.037018730218221954
HALLMARK_BILE_ACID_METABOLISM,0.080930975237198,0.061177707148162494,0.0955379256907639,-0.020388386591766793
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06863307255048234,0.12557121624208287,-0.024738545123612486,-0.05088196929008216
HALLMARK_COAGULATION,0.043789118486762944,0.1424138050032612,-0.03778409931553312,0.13083563062903597
HALLMARK_COMPLEMENT,0.02774348114682272,0.11616546074583986,0.015128344818971918,0.011204237801335665
HALLMARK_DNA_REPAIR,0.0763413837531816,0.18062400967971873,-0.004665918138106883,0.029564096034092553
HALLMARK_E2F_TARGETS,0.12040423200306355,0.11639506080695702,-0.03404158825662874,-0.013260874330892665
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.10515436871133407,0.02368318352665069,-0.02047007368647544,0.14286127375533708
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.13889842637265978,-0.06710652781494839,0.0034157319415097803,0.009956880520045905
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07467335654057998,0.13144546904870744,0.0845728563361731,-0.04396013322205689
HALLMARK_FATTY_ACID_METABOLISM,-0.059910663744858504,-0.04554544231799475,0.007947073149663818,-0.05095609416611391
HALLMARK_G2M_CHECKPOINT,0.06922687896161397,0.13083607553465804,0.00875007253913124,-0.004781828058708128
HALLMARK_GLYCOLYSIS,0.08067682282573528,0.0028335893878217557,0.02587117501551032,-0.006745592571939865
HALLMARK_HEDGEHOG_SIGNALING,0.11466800961958441,0.1826360308908871,-0.01803238629779268,-0.030389713195677452
