,MGH258,UKF243,UKF248,UKF251,UKF259,UKF275,UKF304,UKF334,ZH8811Bbulk,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.06616867829235037,0.09415797224337268,-0.009337316185455913,0.009525045438373575,0.024068444023794797,-0.02281507190932344,0.024657006668165015,0.018844873918763456,0.1228463538151039,-0.050794013242606365,0.07134761607073183
HALLMARK_ALLOGRAFT_REJECTION,-0.05111857251988589,0.01857643351407806,0.005813010520564279,0.04785789435608467,0.013594239341527524,-0.013862119486249517,-0.05230843203916617,0.058198065689021555,0.027242921067703527,-0.0528400021952713,0.0573807113360063
HALLMARK_ANDROGEN_RESPONSE,0.08975331525461679,0.03207022000201463,-0.013939735702875973,0.004500977246980332,0.033827465692305665,0.03894829945756843,-0.024422490856955675,0.04332944508213596,0.10297932158006112,0.02826583852683365,0.08249011225841342
HALLMARK_ANGIOGENESIS,-0.020960948719666826,0.024080466094292437,0.05084613774484766,0.059873462376077706,0.033391415810038655,-0.04833460795154033,-0.08672539708042887,0.04344430340076285,-0.05967497541338042,-0.05389136590278326,0.03680767746187334
HALLMARK_APICAL_JUNCTION,0.04469724989886505,0.0953401233267618,0.02179549868815884,-0.03192830838203895,0.046387582593154876,-0.03198277462844689,0.04429563101636447,0.04915188877836568,0.14889324680526347,-0.024633514739063396,0.10422690268058397
HALLMARK_APICAL_SURFACE,0.029276509947679857,0.09351341191504876,0.03213312467430862,-0.05454412875845629,0.02791436068302974,-0.023588870439722156,0.04606367037586902,0.03803304093592161,0.11327206275216309,-0.0995552424200375,0.11092219708352566
HALLMARK_APOPTOSIS,0.0004422195202736314,0.04389294783835634,0.058317191718137915,-0.013743815294331087,-0.002245485721463493,-0.04674752047948255,-0.034763899125117466,-0.014538459400880875,-0.03558679590214519,-0.0020344697253069396,-0.016922891625083036
HALLMARK_BILE_ACID_METABOLISM,0.11317037259021184,0.10318556669009755,-0.0038729049507837147,-0.06393376338438164,0.01961936558991462,0.008149752217014108,-0.03300701863913575,0.010494044660791435,0.12857786925460007,-0.008151242128612424,0.02470794518692867
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10583401826097577,0.08666848047494279,-0.019665384407489148,0.015776622146792648,0.00839646901352047,-0.03407581085782982,-0.0868429919856092,0.029321864500566376,0.09359743678342239,0.01856228814679224,0.06608201844873247
HALLMARK_COAGULATION,-0.05808249641228123,0.0593539261223958,0.04140360509739746,0.04154741501987589,0.02657007496606604,0.025102642878485286,-0.06899254720824037,0.023221023313475572,0.03855593672935701,-0.009867672979910393,0.08164221146359538
