,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08272080789627272,0.14399803318027624,0.009235184787887008,0.04052573703816475,0.028103063672154285,0.027671757201386572,-0.011562625404688488,0.057075267727424016,-0.04237441599606496,0.1266984782592333,0.013823710451058303,0.07608375180556332,0.06936355125806767,0.015408095896767051,0.14960049188256816,0.13464650447919613,0.022073225238648832,0.09490741688383271,0.11350146362193356,0.08611282702142406
HALLMARK_ALLOGRAFT_REJECTION,-0.08422396479647615,-0.05709376146432342,-0.011756411894558852,0.021457877489221143,-0.02852066266299204,0.040459799571668224,0.04017923442550833,-0.017551482313780998,0.029442606929019302,0.11022103198011032,0.06567885521832537,0.08850566755680873,0.029073217357496257,-0.03613338888787264,0.11582287652888505,0.04392063491185784,0.0065673941223972085,0.010228617896835492,0.03415408615114143,-0.00047889308359513324
HALLMARK_ANDROGEN_RESPONSE,0.1605314787837291,0.10103294400701453,-0.007459979978834801,-0.016705496047009574,0.049358789247741286,-0.007254471388702998,0.07555428155192336,-0.005723697169062365,0.06091017956946847,0.05839134612983762,0.057136013839165514,0.06700271585947178,0.00012452456674925456,-0.006159704863906212,0.12913784400722386,0.15191066446590218,0.024857768872978594,0.04789548487747129,0.036210029084840924,0.023502400703298777
HALLMARK_ANGIOGENESIS,-0.024831521782907696,-0.07419738609369053,0.07121665394536118,-0.10790219972741123,0.0491521372954959,-0.014036105083863272,0.09001247042718187,0.06243697699659324,0.020106755202762935,-0.09319166330505978,0.08468061097937965,0.0626989324777187,-0.05413302415978676,0.01018339854788107,-0.07925264753486529,-0.07905968021530095,0.007524454071491892,-0.04053303572842052,-0.1393856487527854,-0.014498665014655306
HALLMARK_APICAL_JUNCTION,0.15758146184722288,0.15224087501335984,0.00011096909073582994,0.04322931856968291,-0.030736405303567575,0.055336341825655486,0.06647217591204069,0.027786650063895725,-0.013366922011915569,0.15284174848625456,0.033003167602553514,0.043719369575761904,0.06225028447923214,0.07632364604438784,0.1109216777452989,0.17253644900600437,-0.00654297165395832,0.06368264490878472,0.07449495389505681,0.06562379229977565
HALLMARK_APICAL_SURFACE,0.0691884618387711,0.1034903534722141,-0.04059263475532512,0.0497007886383265,-0.049918537353453155,-0.025882680566884655,-0.0650172158815427,-0.055772199578931834,0.034119326864255686,0.1392689459584141,0.04195270920586573,0.05253517209765586,0.08033395473577436,-0.002146202213271138,0.08354760957216946,0.122634255680746,0.034145379731030795,0.011043970364871234,0.013519606832850806,-0.0409065793371911
HALLMARK_APOPTOSIS,0.0005718622095641973,0.012057434960572065,-0.005252289529875955,0.07892241700760808,0.054685304292814985,-0.015326650863928152,-0.04372320935885344,0.007552718872736296,-0.012357047102004384,0.0013376572619569309,0.004675444803625811,-0.0257184047694454,0.0703226892567263,0.08887022193601403,-0.019051323465121454,-0.019915141472691834,-0.0137644149568956,0.01574520514200385,0.04423357571064261,-0.00979646686139158
HALLMARK_BILE_ACID_METABOLISM,0.13428941577064163,0.14993925416845597,-0.01213146590622409,0.01614452468147385,-0.028023022378358787,0.04145976044209242,0.06374270406186705,0.01716751949057779,-0.027418187590684397,0.02842849524841047,-0.026285470207107288,0.12001023489419047,0.03800854143138439,0.015320833053019624,0.08882159055928372,0.14629017664507815,0.010441797014419114,0.054187910101563465,0.15412347555809186,0.04052431567328259
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.14705151114537188,0.15569785055154065,-0.03792960981965824,0.07701737491431096,0.02340720610985431,0.03452096695951397,0.07796170561870736,0.06212160610756492,-0.0024664802338504295,0.13069059322021517,0.012310339129565537,0.17530143333644826,0.046983381462926535,-0.00471074577960026,0.09114796247445926,0.16277861849484274,0.017918357068404944,0.05294591457553859,0.12745733988317642,0.02410221093592387
HALLMARK_COAGULATION,-0.13249685622912163,0.12479730192595923,0.028758978079039772,0.09992758534871363,-0.03352974663494061,-0.003118024363058931,0.06554728929450235,0.04493661708612517,0.011613055928047981,0.05771195339374489,0.05003947953618829,-0.009856360977111968,0.020132553699310926,0.08475946900274249,0.08555212878954647,0.09380238132847543,-0.0050888760935236255,0.019026405426469623,0.007353097419789714,0.03483541264589996
