,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.054190561257479286,0.10428907316098206,0.07555975335941079,0.08538832732088417,0.07831923855480474,-0.01693136668506349,0.011958118712382927,0.015301073211216832,0.17442902622453785,-0.026083925821918152,0.060027053693657254,0.030083638171777928,0.1197358339059701,0.0034926893872436653,0.1930187653983327,0.08031377651961139,0.08902426681902822,0.24068609383552547,0.14871865324008252,0.11326739915363432,0.08475364753977915,0.1717500480449304,0.1768039050819263
HALLMARK_ALLOGRAFT_REJECTION,-0.06777340723851268,0.01951707690754967,0.05263342457844237,0.055534560484937316,-0.007510571601462761,0.0005061766995464991,-0.03676227640800613,0.11870766383502114,0.24621549329443995,0.019686377342778484,-0.0012546197343253766,0.12152545846976297,0.194357898673245,0.04028935651883762,0.11665312602622742,-0.028945933694463792,0.04606944838978967,0.07606095972038722,0.08703224531095072,0.08746903591120392,-0.009116104943254655,0.18873396362627895,0.058407638522845404
HALLMARK_ANDROGEN_RESPONSE,0.08317536067488256,0.05953967459192346,0.06969046704302413,0.056673825035040905,0.13423441509783485,0.032988141199771975,-0.045396215545346466,0.12170382551288686,0.1464291444065198,0.0220255631226682,0.011069745775687966,0.08305739105417637,0.17303492576000754,0.03954195439529628,0.16182091311594574,0.07481469685658117,0.025922140809704834,0.266332556582968,0.18465083860606177,0.08410465375281995,0.04144146502170833,0.18308434291086131,0.1834552656398577
HALLMARK_ANGIOGENESIS,0.002731987797252023,0.11454556580179455,-0.059300450525175866,0.0418903746639626,0.02067843104036741,-0.022373323455988366,0.04673479361884454,0.1827551423368581,0.24048811409734308,0.06206097745418495,0.013786295505735744,0.0693764577656353,0.0011944033658983597,0.13331012457501565,0.16585424857155318,0.07179586777600712,-0.045458543450554875,0.056496867120168305,-0.07926245178280648,0.1180903184026932,-0.021136203205307645,-0.025579112931956225,0.09437390176448376
HALLMARK_APICAL_JUNCTION,0.06291059502057553,0.08308073749330357,0.07819999144683987,0.0451944243722759,0.1378578883138449,0.021186357501590723,0.04254971773736825,0.16815407498941698,0.23648604493324393,0.04455393863455924,0.02010112417461284,0.06174542438757102,0.16610513385892717,0.08004423963132534,0.2336322553552405,0.06179079454542384,-0.015064118016079521,0.24798600863398684,0.15829766890867397,0.11631757363205877,0.11431348192016919,0.1822959778410748,0.1991838654090631
HALLMARK_APICAL_SURFACE,0.12259278139063441,0.042022598587056856,0.05265989757230528,0.023311831400248794,0.04175714238029192,-0.030591513361254617,0.03671751122270397,-0.07649807239242663,-0.06525953765935859,0.017291268569457518,0.06148514186540332,-0.06492731383977607,0.19112231617189313,0.06084020465392674,0.10535707457530935,0.057281132388172756,0.02086263223977345,0.22177015826205226,0.15987515958473159,0.04157449552247541,-0.027525230502797073,0.17192362576899817,0.0548925443899716
HALLMARK_APOPTOSIS,-0.041134193856085924,0.02081803983969319,0.018782500761115848,0.010495085320799328,0.046630419028536575,0.02146387870280196,-0.032689644287643524,-0.04765245880279119,0.06073129829402601,0.07407895919130014,-0.013557983427677766,0.07193968617509987,-0.020295538139715585,-0.026298169015627645,-0.06144708447105236,-0.0024138298005545603,0.10431376653058003,0.03397176585538574,-0.016905603146243835,0.08150157426806652,0.01905503340513315,0.0976260740360911,0.054041149242668424
HALLMARK_BILE_ACID_METABOLISM,0.13060725310302554,0.12382021798000653,-0.01935000615363996,0.01507021158618875,0.0182273526314029,-0.029982681170383607,0.07749006461723923,0.0678573542092138,0.21900423739902708,0.03562523365694148,-0.006132913621674211,0.028921945774764053,0.03829189663801635,0.042439812088970415,0.12319280904104195,0.004652896165555031,0.02789274601687806,0.22455914608716976,0.13755203934697005,0.08254292622273095,0.06431862935233407,0.11635024390435444,0.14855819732466963
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04310870343546354,0.12785760434814708,0.04212637691888354,0.06020946253987785,0.10367163967065597,0.06733972130105871,0.057712852409857136,0.15984127262551498,0.0885937704231265,0.00466141475784649,0.013592715686983302,0.11627923145886751,0.13572891262698417,0.08682031522630376,0.06913180653873327,0.0881729632919522,0.02994858819126232,0.24967431420597172,0.18623001328339772,0.037087234874780356,0.04520947681198016,0.10365320132831438,0.11960853136170899
HALLMARK_COAGULATION,-0.14297319034523556,0.05039626915387587,0.05245475599525828,-0.0326774914788126,0.036048090366494694,-0.040196301233272204,-0.036800824635999534,0.0772211241721441,0.20367286651034966,-0.015703899791278883,-0.016413988290901727,0.1621042109727141,0.14826504587783146,0.048718026774825396,0.19791890049536165,0.07456304068958487,0.02714133106300361,0.1913856893799473,0.10337897035589966,0.10090154058900548,0.019648816139195835,0.20087087462097633,0.14733666330182138
