,UKF243,UKF275,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07588704365702124,-0.07791801439330868,0.09920207026666017,-0.03144316190220701,0.17291872110335002,0.025579501764868114,0.04174565222563334,0.025450269555996337,0.08594450433066646,0.12115897538614732,0.08079557515768737
HALLMARK_ALLOGRAFT_REJECTION,-0.037785071911662825,-0.100324607971514,0.03978293570875212,-0.08352860893552229,0.007283986807577553,0.02395043752401881,-0.04436949876287416,0.07223269272917536,0.03611601184001275,0.06977046289675913,-0.06101532627652061
HALLMARK_ANDROGEN_RESPONSE,0.09776347031034933,0.007333867620956483,0.05191533284359286,-0.05643789264515525,0.05657116727299137,0.01726583849126051,0.03417730276346926,-0.044730501449460884,0.06106440537222553,0.07682172063093115,0.01009151472751819
HALLMARK_ANGIOGENESIS,0.05453580739288794,0.07713548931224777,0.008543205966407324,0.002667503089113599,0.014664906776825097,0.014417059533285181,0.04103150739984395,0.05785575275828792,0.030560080875415997,-0.09160501875660079,-0.0608942191232768
HALLMARK_APICAL_JUNCTION,0.06595684204085726,0.0324043188608296,0.11832303828536146,-0.05171287319820929,0.16534090598215237,0.03440356050023354,0.0698642972368706,0.07985735790187831,0.1183879235372722,0.08564086213716719,0.06153625340753593
HALLMARK_APICAL_SURFACE,0.03223601838884457,-0.05678901840228462,0.049850118943475276,-0.11861841589650686,0.07495856828852755,0.039126015905472544,0.052444423178987,0.07411789597972009,0.07870681317937421,0.08424336109738675,-0.020391263214103703
HALLMARK_APOPTOSIS,-0.0002773868000381393,0.11027627914962371,0.030277206124228316,-0.08110635358098864,0.1707410412403342,0.012174284398974129,0.05633221129535053,0.01984172061813813,-0.017293149957442126,0.06321246656529701,0.03173670492066207
HALLMARK_BILE_ACID_METABOLISM,0.03526698840081249,-0.058018396058542816,0.10682019607203515,-0.017934929451399604,0.09039334580885455,0.019162437121639286,0.03377895833942092,0.021497756827322887,0.07003379441330392,0.12410928914791132,0.1154207213343715
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.060157623491588014,0.09450613003073126,0.04674541917700444,-0.05247873197775258,0.13632685712648482,0.07554642998041937,0.034940980915877724,-0.024459581198190923,0.051143629795452124,0.09768252403308081,0.13466208833506238
HALLMARK_COAGULATION,0.03935429119176569,-0.03876915974757805,0.060167467377303475,-0.04014772057756753,0.1762904727305511,0.021372410051965565,0.09402775137365672,0.06820909276506353,-0.05770032910603575,0.035180887620354845,0.001580389964603252
HALLMARK_COMPLEMENT,-0.010086157501644771,0.07663425284769887,0.06593594586454082,-0.07619134262821173,0.1462463719630068,0.054288621932404975,0.02469008387250554,0.03411243332552918,0.09940510102018763,0.11154499330780641,0.017581499067420413
HALLMARK_DNA_REPAIR,0.07931441943426266,-0.047114488300761356,0.10964257462051945,-0.07862838973199163,0.16423911501372285,0.06346994026186044,0.025819903577551005,0.043353821172022744,0.13731175937607884,0.13388980216051385,0.14020348375897795
HALLMARK_E2F_TARGETS,0.08523928244306539,-0.05973763341439453,0.040124812018996446,-0.1031084553939271,0.059937984411402315,0.0014943843472234213,0.019220091895588234,0.05133427989902223,0.1419768448323194,0.08982870177102346,0.14376134696601417
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06589959086681073,0.10814874822257425,0.06663933254441907,0.04915706643861067,0.19339081321742024,0.04998385287547456,0.0795120004702308,0.08941619520401772,-0.01936600389028113,0.003982962425308174,-0.005614139285111222
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07322081678763889,0.03313093479781942,0.08933376932710789,0.06060806187217399,0.15989754204709397,0.04844073233991733,0.10641417478061255,0.01542917729244375,0.11585945175978102,0.06636617412074307,0.10627366431859683
