,UKF260,UKF266,UKF275,UKF296,UKF304,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.045319514777537394,0.022178643573872784,0.010883882255244788,0.07902848927946084,0.02101016475161127,0.09247773092457691,0.04288732395963777,0.2039289011364942,0.04069584800123161
HALLMARK_ALLOGRAFT_REJECTION,-0.010982441530146228,-0.08536453440931,0.06888384866975282,0.06711555568654824,-0.009685384406189315,-0.018287183114685877,-0.1221560024435388,0.04952868182466184,-0.028143967260554133
HALLMARK_ANDROGEN_RESPONSE,-0.006099282575367309,-0.0514347367787032,0.10921200830872363,0.011243049571583895,-0.0007752277765837512,0.07421012245818179,-0.02407021594064149,-0.03551130439317761,0.035608596045708825
HALLMARK_ANGIOGENESIS,0.014716308361981798,-0.06607414101299347,0.012676227968180138,0.08179258752632033,-0.00029035235752710613,0.05259039803571931,-0.037745172292331736,-0.29510888830942233,-0.04895720233226158
HALLMARK_APICAL_JUNCTION,0.06197900523736441,-0.05250781995343451,0.017491554528725126,0.04796434296271283,0.01580404076023755,0.05697093984503864,0.07167172232288525,0.008920720220297676,0.019941364570208793
HALLMARK_APICAL_SURFACE,0.01655128778253971,0.01377017286922162,0.08851847582046249,-0.03770946728183502,0.021387122357351414,-0.015104452120064064,0.10236110583872463,-0.06960776995219688,0.005465471308797119
HALLMARK_APOPTOSIS,0.007757259024553545,0.005154574277929788,0.09868650739948542,0.043426343933826904,0.00713345863696964,0.11499400828973448,-0.015814006097897734,-0.024372053562040707,-0.005915607505569306
HALLMARK_BILE_ACID_METABOLISM,0.02815345105387826,-0.053804323565083245,0.055529592226470526,0.068994946319408,-0.030577379025584644,0.031403816057110234,-0.019027091128498493,0.2889444581009246,0.07124674236718122
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.053056679027564384,-0.04433812071056195,0.006682284699206852,0.10118223741257935,-0.024567450944844957,0.008094612673224482,0.09077582857045811,0.09180052678692847,0.08110490502657228
HALLMARK_COAGULATION,-0.010425515518442466,-0.08716054113878383,0.07227078929884394,0.09317938046593885,-0.03538765916071596,0.07608911144242327,-0.04480780148358302,-0.05443566671918789,0.022859176821584712
HALLMARK_COMPLEMENT,0.05510465353451398,0.02452253334252698,0.08893781816685274,0.01134539661012875,0.013890050844948239,0.05067951774434954,0.02608145635552434,0.11120563309081774,0.10841776391295242
HALLMARK_DNA_REPAIR,0.03399776890553014,-0.0528207854671119,0.09614748529565822,0.09222393813816107,0.04404784206921088,0.0647522578584818,0.09543856101906344,0.1925095587832336,0.03203747434137413
HALLMARK_E2F_TARGETS,0.00976266896375343,-0.06988258974566885,0.06030438830235696,0.03693881517085517,-0.016618304848875914,0.04794204061364234,0.04038819407011144,0.15744101856705603,0.01109462850732958
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02150206598868977,-0.10463741789842945,0.024897747702489346,0.1298277346755039,-0.017783467721822523,0.03805254720606428,-0.04339383706799281,-0.19993358668652775,-0.01361319884033793
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05787950310143493,0.0416819126306437,0.01827918310026174,0.03646185337657964,0.03527102636979745,0.07744432174048145,0.10329177111192422,0.18117346538714074,0.07222781921505415
HALLMARK_ESTROGEN_RESPONSE_LATE,0.01709700182479258,-0.03540634216693981,0.08034445911882769,0.01070746460195187,-0.009865088713301702,0.030412209573876834,0.028029205371264646,0.14732008361710758,0.09261863589699747
HALLMARK_FATTY_ACID_METABOLISM,-0.06492394141551705,-0.020354964318354294,0.06244093904231854,-0.018247478855063788,0.045230987023231105,0.04136561415267945,0.022545750205426436,0.11311866701621795,0.06896551382695965
HALLMARK_G2M_CHECKPOINT,0.08137229330109197,-0.08482739801210731,0.09609445951365883,0.05741098564340366,-0.00566130618247161,0.059636060978060616,0.019353849011704453,0.055028949246350045,0.00580659347225782
HALLMARK_GLYCOLYSIS,0.0116396697547156,0.022445512866139102,-0.0642146321726682,-0.023350394224436292,0.03564781935085171,0.03998178004210222,0.08657541088823043,0.07896627797740575,0.014419427398844867
