,UKF243,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.04462298703025785,0.03687101368020487,0.08336933458939001,0.01302591103835793,0.03949665625005766,-0.017475922423651792,0.002504173835398391,-0.02871094571480285,0.04339695574766228,0.05176354890303106,0.019086486339339678,0.044047109678596846,-0.058219281810057935,-0.011304059965509886,0.0844045741593124
HALLMARK_ALLOGRAFT_REJECTION,0.04467388135973846,0.02583248633180477,-0.04539354449217661,-0.025521096344869473,0.00741125915130211,0.04237154198238216,0.024920640167511637,-0.08666788799420512,0.08861091877156566,-0.037894716262291586,0.0326837486202775,0.02009277977527354,-0.015809483451279187,-0.0015166339508393097,0.05179280064012824
HALLMARK_ANDROGEN_RESPONSE,0.0647389542750196,0.06297650873147513,-0.0017147061195806452,-0.015519420383335128,-0.05937878503658827,-0.0016421617717267646,0.03215790625324784,-0.03254619401918202,0.09780590578909373,0.06361106943103871,-0.030740704007760026,0.011891444770617748,-0.026584487783445868,0.02364098654553435,0.05240675832545467
HALLMARK_ANGIOGENESIS,0.04315478608092551,-0.05257359257016341,-0.06248700332646374,-0.023935558669761003,-0.0744248746230458,0.02353487651495121,0.024786219508898193,-0.023047468557381198,-0.012210894295752001,-0.06510994044035927,0.07435582850408223,0.004221878275099859,0.01457189829916609,0.007883180984529801,0.00425457039655809
HALLMARK_APICAL_JUNCTION,0.014780220593568118,0.002460157082243844,0.0005624587894761957,-0.004142493570452241,-0.05892721611262867,0.015596784675820735,0.027043497835876024,-0.08860525142373703,0.06962446450773034,0.03612165928785403,-0.02057333534037611,0.08524123893105079,-0.035712716060761866,-0.0009281056627090693,0.07701968016061479
HALLMARK_APICAL_SURFACE,-0.08553041387929601,-0.042322108198198184,0.09271945963098881,0.04807455258212266,0.06316458489433767,-0.09478898233448435,0.03127292717014148,-0.02279195420017242,0.017070046771268166,0.09815683189487422,-0.004477193060397915,0.0644549866296734,-0.041921159779790454,-0.00894572848450309,0.09711918019935575
HALLMARK_APOPTOSIS,0.009192851155986208,-0.015054099035627044,0.04364052747647531,-0.011902825638621488,-0.09016345043984708,-0.04015691482822189,-0.03312803936710146,-0.06009318284333044,0.018124213954296635,-0.017763045706402417,0.06836687896314461,0.03673819408190104,-0.030526350077774288,0.032577519305714606,0.030569602448210786
HALLMARK_BILE_ACID_METABOLISM,0.014225983531617416,-0.020349263901416195,-0.026299504713314572,-0.013236547930622185,-0.016479203744794786,0.003391996063908018,-0.0011109926405764982,-0.0704702823153814,-0.0032922769770971105,0.025710219842585296,-0.021326048858355387,-0.03704645429933395,-0.05093680358920277,-0.015304607585918506,0.09070724868950653
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03426937595527828,0.06330589275971409,-0.04195345912388689,-0.022372815839953736,-0.0718356150344684,0.009342002719654246,-0.004441170067426345,-0.018597599484260152,0.031276022857329236,0.041003263389466915,-0.012527361899316242,0.08610823087857374,-0.01649960913752833,-0.026485789419587572,0.04667969638146961
HALLMARK_COAGULATION,-0.013090165893956746,0.07185179853107115,-0.05941948117951943,-0.03595892568538803,-0.03280768432402898,0.011830279771018595,0.06308394765895267,-0.04691879830873015,0.11041496662104748,0.0019165395685724936,0.041222900012531045,0.030344823057628697,0.0071345203750057635,-0.006756711515124867,0.061038717384312026
HALLMARK_COMPLEMENT,0.019841112881645282,0.012289751118077463,0.018157053691726245,-0.03446701113892807,-0.02970928023987738,-0.03814068588071459,0.03473536348818661,-0.11404022608919495,0.07592893901437431,0.016137287131161897,0.06833220932880063,0.03591647075999858,-0.05542226962565711,-0.015225079346264535,0.03311582183414776
