,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.14013734745460324,0.012865833770740893,0.03460785414422658,0.017938440192957147,0.11586442310835846,0.06215550201179535,0.0001755196564469776,0.19002877076105243,0.03061686470819843,0.14525501202964927,0.10237012136058045,0.04686500867612542,0.22526293310839685,0.1615059674075303,0.04386067848780779,0.11112898102165941,-0.043888042103138944,0.08225226031947036,0.056043474798385354,0.13144430255078346
HALLMARK_ALLOGRAFT_REJECTION,-0.01504976760035711,-0.05007788034112498,0.042967233286550555,0.018788884533301034,0.0650210970415789,-0.07673565479471076,-0.08776482588977294,0.23160015137710718,-0.06536006261948336,-0.2358291728764612,-0.16509272122192692,-0.03555947783055169,0.11266857189442857,0.06174603510269482,-0.07775949121252597,0.00562011558641831,0.04011522187939465,0.066488962196789,0.0540210859220457,-0.02237845414764865
HALLMARK_ANDROGEN_RESPONSE,0.04291074390727103,0.02193052964171563,0.036974644404353794,0.005515099223813915,0.025851876342431614,-0.04791757112493382,-0.09850160052257853,0.16459818142884855,-0.012379514371154714,-0.040076633439890784,-0.12416679865060574,0.07747147013643835,0.18949193904501896,0.11280961381107432,-0.007892484223278299,0.038620911037584846,0.007142184796094228,0.020567346695559784,0.0017347303746516735,0.07603414934632216
HALLMARK_ANGIOGENESIS,-0.16710545134652852,-0.05468315270693105,0.01251164298833559,-0.07047394183454633,-0.1112580877569718,-0.10660909462077911,-0.13490959891555376,-0.2130483966659238,-0.04834549571963953,-0.2660550693699217,-0.26792628194451995,-0.07386601983742047,-0.09835567295963338,-0.11317064801397156,-0.05729356514036823,-0.08063319344665221,-0.010450769036545786,-0.03528808827988416,-0.05739596676905968,-0.06813974325971586
HALLMARK_APICAL_JUNCTION,0.083007518539629,0.016451159228451164,0.03662685778920207,0.06367600762038772,0.023467458944170346,-0.08643436560933486,-0.07171410972655363,-0.057681253622919475,0.025894873469299213,0.05447942770059725,-0.18590200349626976,0.09004954806822595,0.19244302314103803,0.13431061297629865,0.03805309663314965,0.10480742714266723,0.014987692909967596,0.055791191798502816,0.031350954805600094,0.21055248812141414
HALLMARK_APICAL_SURFACE,0.15945458771446802,0.0955795484093527,0.11532403348452785,0.09915669849838712,0.028566379176062404,0.10034928272034657,0.14696349476661924,0.24443795600709858,0.15386579687285765,0.16586053259847836,-0.07111917854279555,-0.12700377817139225,0.17255387895113877,0.16645419470171585,0.08071453085745861,0.050545244199193956,-0.04515879500441944,0.0804502658891622,0.0870462215085728,0.04192538678884504
HALLMARK_APOPTOSIS,0.02025069882519479,0.014155328587983037,-0.011260753078852947,0.04058209873779011,-0.026429814507961114,0.01429894595482867,-0.07141871327316393,-0.012721169291747856,-0.008421604015986635,-0.037664583083547934,0.15185060097489042,0.04534809475685762,-0.06999106392891916,-0.09990227736110535,0.01801870619228932,-0.04054181793590997,-0.02571717931942889,0.06237323008266725,-0.008052495504884764,0.07408437904364974
HALLMARK_BILE_ACID_METABOLISM,0.08329403675297561,0.04359597816867458,-0.02642825852792102,0.0647186567691879,0.04574752980663667,-0.09379779157458755,-0.14018460256842696,0.03354964561586384,-0.02337240111487066,-0.03445823583334553,-0.1410305900505947,0.043294999731603036,0.1341826610188345,0.12872401926810612,-0.03407858981766738,0.03084135882322212,-0.00533535026892106,0.06513406924677756,0.013548807500112949,0.034180462832213696
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.036113146339753294,0.06381152132521081,0.06609044754993891,-0.005264693005460102,0.05997346828764789,-0.08592059460141922,-0.0826131517278819,-0.2317395648120464,-0.04219970374737707,-0.18113031647686526,-0.2409854289285121,-0.05486023428630075,0.22977672060513082,0.13881323029663517,0.05642838601475402,0.06770978102600783,-0.05139116786908275,0.07392172515363502,0.01094876719853693,0.009700245650736173
HALLMARK_COAGULATION,0.026982784865592083,-0.048624196631869857,0.03087565605043297,0.06971829068413922,0.05132763191335949,-0.06878213933232395,-0.13625669444562694,0.08066597315422422,-0.055460908479387776,-0.2558390099551848,-0.1984213222876559,0.12488196653958668,0.09452291996317448,0.09478125891327649,0.0019144977380249457,-0.07576379253913025,0.00872097476320821,0.0280135598057978,0.02146413675878695,-0.03717401947454845
HALLMARK_COMPLEMENT,0.08511436989281287,0.024941081684807367,0.02551319646249824,0.022453751696031983,0.047762931179567696,-0.01546664266529923,-0.04402577643618631,-0.043527780115374566,-0.005232216514042349,-0.18667067921232247,0.022878472998959384,0.05156574486419534,0.13404222177691005,0.06316126381954329,0.026594288595486716,0.10904864741119204,0.044512589873958223,0.05707631722495582,-0.008322424620331283,0.13234206858321798
HALLMARK_DNA_REPAIR,0.07978921240319586,0.05667694245930016,0.0889140027883847,0.031145197679631465,0.08134303536664952,-0.052983435691207094,-0.03613377920962602,0.1637824280611772,0.033347120291847096,0.10450821030347095,-0.09848318058116952,0.02323212353495849,0.24737936535028276,0.14946783393987595,0.04039169407436983,0.16143480092523602,0.006231144637711713,0.06666338265277706,0.004951209742664917,0.1544867873202476
