,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07722730542601436,-0.050210316513008474,-0.008388293320310063,-0.3925187768296548,0.09504325960682183,-0.09621756629292312,-0.1529872837497602,0.13184340660686397,-0.22554038529504034,-0.17844050610375775,0.10380740370552234,-0.219984459568165,-0.024009429986887758,0.13965897934279115
HALLMARK_ALLOGRAFT_REJECTION,-0.024451005779674805,-0.05948090943838342,-0.07543198352053264,-0.13225300280137442,0.23000872261433192,0.05779795129775892,0.23865883913116298,-0.06689070072830437,-0.08142283805777951,0.02443124550991831,0.09784685040643273,0.09770369813959101,-0.016080749362968695,0.06099037602584401
HALLMARK_ANDROGEN_RESPONSE,0.054980098899117244,0.033725716746326954,0.06668244864287387,-0.08567029160708882,0.011014294183691072,0.07137255916450182,0.0016692465162296477,0.06218988047852504,0.014125575300975548,-0.003949710138243712,-0.05527305366128517,0.09351812410279096,-0.006713278548727483,0.13799944390542762
HALLMARK_ANGIOGENESIS,-0.057823197589642564,0.18513018744609297,0.1487523719589044,0.39587700253694363,0.21696850928416841,0.12403855552158967,0.11352059121341078,0.26427051973646515,0.5334268795649539,0.43667464101274744,0.07746095240460382,0.5390216097772355,0.0674700481259457,0.035583240101122814
HALLMARK_APICAL_JUNCTION,0.1741574703129208,-0.08280142364638558,-0.06027861663072155,0.03304892916655031,0.3009285177351981,0.08553745346305243,0.1542693066172952,0.07191826150817307,-0.13955127704895873,-0.12635457049418486,0.10568795876085728,-0.18806253558874,0.011452220929614357,0.10523530614871544
HALLMARK_APICAL_SURFACE,-0.07178430387900814,-0.1496758645126614,-0.015712779212165257,-0.22924288883288252,0.11345416085865682,0.02078955236652696,-0.24163601189452014,0.1604349752263256,0.038172350054612544,-0.07281714651414187,0.08475353556433399,0.10462003160136418,0.03479002460700613,0.22074926674953585
HALLMARK_APOPTOSIS,0.1152638321051006,0.12042218215990359,0.07696139124984139,0.5280797880384672,0.19533978148007292,0.14973022167400996,0.1893113094574977,0.14160608415968562,0.3545319928554143,0.33313317592471137,0.07064654475371523,0.059382172807395515,-0.02326848340137026,0.0980573610547722
HALLMARK_BILE_ACID_METABOLISM,-0.008646756086677317,-0.12347553487279676,-0.060668092619463904,-0.2975523695771921,0.16641500705600265,0.061542816429542097,-0.04536440691811768,0.05072673770806941,-0.09768239741751665,-0.164432791123903,-0.0447910549297429,-0.1875193840806382,-0.051143244855581284,-0.003195216885230764
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09757333537792955,-0.04570670177899741,-0.03832016474556585,-0.16021634152101924,-0.02875832823558584,0.06634063757640661,0.09741412614893186,0.18877575156012508,-0.1373477065777101,-0.1795958698076072,-0.021786588272424228,-0.26274666352993037,-0.020442346328365286,0.07191966939233163
HALLMARK_COAGULATION,0.20456267341365744,-0.006790603397838807,-0.035529278052150566,0.35658138140141543,0.23682514166138507,0.02801910879054339,0.21617313670216964,0.13312613983942875,0.05275286278781139,0.06331562284405941,0.07781948181415108,0.10567833695642095,0.031325774077270704,0.22433074556872357
HALLMARK_COMPLEMENT,0.08223781640075037,0.07990347981481165,-0.006973452437137362,0.15284919354623355,0.28918486521049686,0.11837161569001138,0.16426761551324134,0.15389655358837673,0.10630772412638616,0.057089964301826494,0.12867828146326285,0.01904090829487907,-0.007441691466375555,0.14361296241607702
HALLMARK_DNA_REPAIR,0.003518945905193956,-0.08928999914393074,0.09683028775731012,-0.2628030484810204,0.09196208541022464,0.0740955906062895,0.0030282832194426373,0.08429176812785708,-0.1302230349108857,-0.14820444283944423,0.08544315409613773,-0.2537980898171525,-0.011100900258062912,0.03971113686180743
HALLMARK_E2F_TARGETS,-0.02450274411965992,-0.15952527529382154,-0.05504956711864589,-0.36536864014953446,0.03549090553938406,0.020577041311731874,-0.122098823848717,0.07271295571519869,0.3144212990251164,0.22264489286957165,0.06429330345381856,-0.13091089888623417,0.008362416847523455,0.08656945815181087
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.25071254088584205,0.15669379414905885,0.14862366420709952,0.5480017394217573,0.33912242985450064,0.09135913941702127,0.23563639536271416,0.08369323472392254,0.5945778560599967,0.48214505888155734,0.1366981695271723,0.4003594651129399,0.025566247035382912,0.027002729224468898
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.12085206224022269,0.06669194723985442,0.005458877307143661,-0.18143534100291644,0.2383857236475904,0.04180081951090018,-0.2003321869303248,0.01777824595086444,0.05135425074008263,-0.02591280406047921,0.08851392042051053,-0.21693971714153068,-0.023896780304005542,0.00438629301715225
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.004138016118118561,-0.06019934406941753,-0.03645484365271811,0.010761322226321597,0.018852507339605615,-0.013273230070791875,0.22540136149872037,0.1486148890196379,-0.007903144486021729,-0.06310700387835785,0.09997035974785967,0.22745232245908842,-0.013535742638563315,0.1616003508259454
HALLMARK_FATTY_ACID_METABOLISM,0.03948257599277657,0.15780139866328066,0.11401529674293615,0.10116144801849865,0.13661007271121345,0.13073658238711652,-0.07062334894910482,0.018357509401458333,0.3465066792204224,0.13109055559579338,0.0068392961168139265,-0.07163735452156375,-0.03931533659171682,0.06270952575121135
HALLMARK_G2M_CHECKPOINT,0.07184968529296952,-0.09650911828687671,0.04152617175551005,-0.0279802917051199,0.0787134055806601,0.1086815691533259,0.07253460148546176,-0.011446169236425009,0.3694367889626971,0.22687766885437605,0.08848613392119827,-0.08782671837332928,-0.014397861087961022,-0.058625900916047434
HALLMARK_GLYCOLYSIS,-0.0027145102712154705,0.08538991310637817,0.06138183801589524,0.07827224515763415,0.20220421376314132,-0.09987244105639714,-0.12963961460164916,0.07952713071826656,0.2070834224596247,0.02324721445216443,0.0843013826642468,-0.010264906923325703,-0.0011837416379191289,0.1423676537178268
HALLMARK_HEDGEHOG_SIGNALING,0.057268991407279486,-0.05721843249929365,0.005629239524885164,-0.4018366190182637,-0.0513231038772229,-0.09902944014253987,-0.19672785984309824,0.0949922667173096,0.13560484537965903,0.01739493124976528,0.038473894294742676,-0.3011860503177231,-0.06006741606151659,0.2528362769825034
HALLMARK_HEME_METABOLISM,0.06781410875746563,0.009477220509357042,0.007768870417431378,-0.23369963776623245,0.1602414857857307,-0.033663814641085636,-0.10911772881085477,0.1373683085745494,-0.11640644867460168,-0.15243264913003665,0.08521418558188,-0.2865207281365314,-0.006228350403994369,0.14920998007987987
