,UKF248,ZH1007inf,ZH1007nec,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03659299922385663,0.03269183412588168,-0.009668510781013146,0.08725470064652786
HALLMARK_ALLOGRAFT_REJECTION,-0.02529926016489129,0.07919763696961213,0.04536026284062398,-0.021400604483042443
HALLMARK_ANDROGEN_RESPONSE,0.046233189716374024,0.07670693512824253,0.06310087964656627,0.08742049553631252
HALLMARK_ANGIOGENESIS,-0.049022798531848696,0.09606968445693527,-0.0977939484491242,0.07149549009926975
HALLMARK_APICAL_JUNCTION,0.020273807394387184,0.04311355584033372,0.04093773784522422,0.1324695070362514
HALLMARK_APICAL_SURFACE,0.05624851435161757,-0.019592546080393406,0.03762216733242348,0.07413343297540806
HALLMARK_APOPTOSIS,0.018700945699644547,0.03474132005925544,0.014602037945435369,-0.029421539718789472
HALLMARK_BILE_ACID_METABOLISM,0.01708781929826611,0.0986651620391144,0.013140120526633358,0.14049386559118943
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10287009527078501,0.05980607208877454,0.11755974160995401,0.14887271475062966
HALLMARK_COAGULATION,-0.012772104542354496,-0.002630769356902006,0.07541059423347424,0.05591987963643912
HALLMARK_COMPLEMENT,0.034576943741015,0.07970391425474312,-0.019943515881493283,0.07521846776496831
HALLMARK_DNA_REPAIR,0.0799579472630664,0.06365720110045792,0.0903816462491774,0.1755154439759961
HALLMARK_E2F_TARGETS,0.06331162026176498,0.007529033218455543,-0.009243906271916678,0.17764317457293832
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.01990137119616683,0.005403514329871278,0.03837453903437173,0.09812844122326882
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.002538610671651795,0.04978630468826238,-0.08553184103444823,0.13652747812646207
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08099324821527977,0.0006231322725467127,0.07253973260993553,0.07110863535643885
HALLMARK_FATTY_ACID_METABOLISM,0.027102410694236304,0.03703301348297812,-0.03574134773780833,0.02410797778116367
HALLMARK_G2M_CHECKPOINT,0.0682100040762724,0.13071861525851414,0.01210381649127794,0.13848506582476205
HALLMARK_GLYCOLYSIS,0.04159805290175589,0.06710652941646483,-0.00239813819435146,0.12370952834021352
HALLMARK_HEDGEHOG_SIGNALING,0.07188541998685365,-0.05981467471152486,-0.01861554480937973,-0.018851451489139595
HALLMARK_HEME_METABOLISM,0.03475270025478757,0.058144941210444015,0.023307965625489254,0.08647520693188822
HALLMARK_HYPOXIA,-0.02340692235854699,0.06938185845254968,-0.029202175113109633,0.08810090973689552
HALLMARK_IL2_STAT5_SIGNALING,0.05380903903979874,0.03184724091371661,0.022881518824101253,0.09746957032449123
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.03537871503504278,0.05982886418795982,-0.0666247315378821,0.08981658287903171
HALLMARK_INFLAMMATORY_RESPONSE,0.02265666817384994,0.05321241239098084,0.029645655807510628,0.0038545000150767995
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0456936830696193,0.06543475845210102,0.019272131933535587,0.12307796529797102
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.005542151445630948,0.06755775476709684,0.06174762823022997,0.04493218581398406
HALLMARK_KRAS_SIGNALING_DN,0.0464244641113067,0.02938460270351841,0.04919603236253746,0.1167483268108105
HALLMARK_KRAS_SIGNALING_UP,0.0005987392193368056,0.054159274940710544,-0.051813286368642346,0.012600509994875567
HALLMARK_MITOTIC_SPINDLE,0.05454586930549131,0.08694402386043305,-0.0058190849019544785,0.1468351315590504
HALLMARK_MTORC1_SIGNALING,0.040285930622592704,0.04528581510684992,0.0035313380314211437,0.08569228989805755
HALLMARK_MYC_TARGETS_V1,0.08387873746624894,0.07317108738925523,0.10934205062989148,0.13185317186213438
HALLMARK_MYC_TARGETS_V2,0.047626264431466524,0.0304544811415433,0.01453695823916855,0.08478084100057873
HALLMARK_MYOGENESIS,0.03178584729586074,0.003693775398932752,0.02954941796732905,0.05574540840318762
HALLMARK_NOTCH_SIGNALING,0.07718265776455503,0.05897172278922662,-0.05533756227961261,0.17897850514840583
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.11228962774454042,0.02498688374031956,0.08114528460283557,0.1254986061024739
HALLMARK_P53_PATHWAY,-0.009357585505786395,0.0737237493047608,-0.000498500899901343,0.1840489720749744
HALLMARK_PANCREAS_BETA_CELLS,0.09727786029260777,0.04481271936661302,0.011844915938847804,0.024748000750142538
HALLMARK_PEROXISOME,0.03089830345773169,0.04508831053114997,0.01129921726500144,0.027223670426928297
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.04583244390184976,0.0568504486158152,0.01650826947657979,0.07240365339729515
HALLMARK_PROTEIN_SECRETION,0.04820783598127817,0.04194872514518503,0.08606933712118704,0.12240327630362129
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.009633894505295231,-0.0019543719728147948,0.02770531262623804,-0.06779838406998592
HALLMARK_SPERMATOGENESIS,0.06963573849066551,0.020213463015878477,0.061020419901565315,0.09130509715117223
HALLMARK_TGF_BETA_SIGNALING,0.035380519931715655,0.013964344827372395,0.07515460333315534,0.12922067875275417
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.046414078905060066,0.0631373811526326,-0.003278958608848342,0.11234257403474207
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.04491602406708065,0.08886620067930823,0.06514469824488,0.11664135792321598
HALLMARK_UV_RESPONSE_DN,-0.0106088794768976,0.07912149082199701,-0.007729322687764615,0.10147363397456782
HALLMARK_UV_RESPONSE_UP,0.06860871233166203,0.10250376711974493,-0.020432278950710803,0.10915477526923606
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.0379230247619442,0.01695198558049268,0.03601851037811248,0.09198562939724456
HALLMARK_XENOBIOTIC_METABOLISM,0.0496702911124859,0.07939146279216228,0.04113386886743565,0.14948934503847003
