,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.028169311288289804,0.07929970363641542,0.019278040011381763,0.13767473281679032,0.06616816514821225
HALLMARK_ALLOGRAFT_REJECTION,0.004371956535313753,-0.0036356330253374913,0.046548419141206054,0.11344753049108354,0.019560499755054004
HALLMARK_ANDROGEN_RESPONSE,-0.03778156929238152,0.10274676563000128,0.06112529842277726,0.09346447104399422,0.12449340223552621
HALLMARK_ANGIOGENESIS,0.03696173613707587,0.017127040608298862,0.08037186543003078,-0.01630449257373819,0.11254264836066702
HALLMARK_APICAL_JUNCTION,0.010431826233163072,0.10708907944981298,0.11363416215451468,0.14437933160605437,0.10708613533392869
HALLMARK_APICAL_SURFACE,0.03418895761445327,0.08329296101142984,0.026966898193172103,0.09876315241054147,0.07206997532766209
HALLMARK_APOPTOSIS,0.04406100985320846,0.00862218156080282,0.025305251838512583,0.04717567548283702,0.06751880338070379
HALLMARK_BILE_ACID_METABOLISM,-0.031222215241727205,0.08265982870647143,0.039752788844730665,0.07746718606363784,0.05825028043158523
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03115988188345981,0.09612326307626871,0.014775591641636863,0.04694877274554334,-0.020484677142157296
HALLMARK_COAGULATION,0.026985810106516985,0.048689153857932606,0.0238286538005641,0.12145317266372617,0.14530221766269036
HALLMARK_COMPLEMENT,0.004572271045719151,0.03507113854381813,0.018689895747956767,0.11937732599992844,0.05775332201591508
HALLMARK_DNA_REPAIR,-0.02454717925854094,0.12013398959906313,0.05752521397159372,0.11558673096436803,0.05067448990284904
HALLMARK_E2F_TARGETS,-0.006391443803362788,0.0667762959542218,0.11226417420516191,0.07465575290177297,0.05476570759356129
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08085458595540049,0.0275260024024689,0.07009396138285236,0.07791061425099383,0.13139820773777147
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.058945950881229066,0.06369343027860754,0.06847584090420748,0.08516817202611814,0.0678178963332527
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0443918875811918,0.11787418276915707,0.023805973743508086,0.054610137471871364,-0.0009205416428449935
HALLMARK_FATTY_ACID_METABOLISM,0.09862963755054922,0.04434567241201406,0.019579919475114827,0.05742409708487211,0.02174817707354645
HALLMARK_G2M_CHECKPOINT,0.019381859483387366,0.09134187800448684,0.07636927543130938,0.035916590319505934,0.03188800151475922
HALLMARK_GLYCOLYSIS,0.003983120516589249,0.11394326786109028,0.06287123123065569,0.053842793039789213,0.07006604167639376
HALLMARK_HEDGEHOG_SIGNALING,0.018802488516963166,0.0730737100258426,0.05884271579788774,0.06422712774010106,0.058199485986577544
HALLMARK_HEME_METABOLISM,0.0230567042644385,0.09514262850460749,0.05335119484372635,0.1260580814065977,0.03841466244116536
HALLMARK_HYPOXIA,0.01745645887511535,0.02531616638337144,-0.0181435207108418,0.003300006427001367,0.013540294199611546
HALLMARK_IL2_STAT5_SIGNALING,-0.05308101390656862,0.07650030609747663,0.011979235652411411,0.09141981995721525,0.0867701290089202
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04869858900034001,-0.033667153829372895,0.04387858072491013,0.03119748016780665,0.06878555048278702
HALLMARK_INFLAMMATORY_RESPONSE,-0.06898698821085489,0.05198767170683184,-0.03827074022219143,0.05929665584987154,0.042388430375467856
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.02029278184736209,0.05240135406485397,0.06403118618851296,0.12692959346898333,0.1129435013929834
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.012171203209039264,0.03715868864238667,0.038519826846250646,0.06256020464510349,0.07320599867430584
HALLMARK_KRAS_SIGNALING_DN,-0.003506056492525971,0.09144886722600155,0.03880804832822227,0.0940261978125793,0.010231337591534773
HALLMARK_KRAS_SIGNALING_UP,-0.01147383409786334,0.07940005372791638,0.0524854053661166,0.12218930905274776,0.13622049262335667
HALLMARK_MITOTIC_SPINDLE,0.030935784566536357,0.06657348567557622,0.0861854630764132,0.12388422395202435,0.11610886784123878
HALLMARK_MTORC1_SIGNALING,0.08714347302881002,0.07475745675996888,0.06403644280212184,0.026275334208376345,0.055170949061585546
HALLMARK_MYC_TARGETS_V1,-0.03282514763762427,0.11619199220566127,0.05968231555598813,0.0992492684803298,0.06498587980904424
HALLMARK_MYC_TARGETS_V2,-0.07129850745161971,0.044403868411507126,-0.0034973840901912716,0.08375315716312697,0.01508356166264903
HALLMARK_MYOGENESIS,0.01554882346318257,0.07661478326934897,0.08323791519304478,0.0979740893634316,0.12517104192396675
HALLMARK_NOTCH_SIGNALING,-0.040563211489871284,0.07277407644444883,0.12868484586728732,0.13349291460665413,0.0445534644526267
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.04309261363503527,0.11667331717644029,0.0357612163977799,0.1004068291078343,-0.019601723877731573
HALLMARK_P53_PATHWAY,-0.02817704713433101,0.0876125658982384,-0.006581457236835464,0.08702503327427388,0.03319221199956973
HALLMARK_PANCREAS_BETA_CELLS,-0.08072970729787825,0.106261637024864,0.03198880691397785,0.079943142804691,-0.015752402741292575
HALLMARK_PEROXISOME,-0.047734840345248324,0.0353939712220756,0.0614837640711985,0.06896652014179082,0.026651703724329318
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.016058980558568872,0.07527487452818746,0.08944832412632835,0.15716982983479075,0.09779512946403798
HALLMARK_PROTEIN_SECRETION,0.005022403425736842,0.10534923286408512,0.05200530657655323,0.10373755463203493,0.10717333069828174
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.06096011691662941,0.06776671786280603,-0.05682029311548535,0.124507152060214,-0.04068698086421805
HALLMARK_SPERMATOGENESIS,0.008673783311751069,0.10457323373406244,0.0666869132158773,0.07349773518606954,0.0007813100284572963
HALLMARK_TGF_BETA_SIGNALING,-0.053803513163396974,0.07023667547404991,0.06942173191110217,0.11787069681071514,0.09818687954922035
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.02668185645325825,0.0260951961606783,-0.012422334477181673,-0.013951104725784648,0.03674478249403579
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.004120057102432057,0.11883339558608315,0.08158155939691596,0.1248722519516633,0.10081777528772055
HALLMARK_UV_RESPONSE_DN,0.08105149427136503,0.07539364362264368,0.10283293894605466,0.08599363175990422,0.10285611264456009
HALLMARK_UV_RESPONSE_UP,-0.02341594423813258,0.06740051564556934,0.03546982470257322,0.07407575922661994,0.037712213825162634
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.08336222630274798,-0.003806905443881859,-0.0007881053116864916,0.14537839205267644,0.09420744333201592
HALLMARK_XENOBIOTIC_METABOLISM,-0.04133415440096939,0.11362999935572173,0.018250082306692055,0.08825156851099616,0.013892263047169541
