,UKF243,UKF248,UKF269,UKF296,UKF304,UKF313,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.05298277982679766,0.08020819633205242,-0.06335496764600564,0.021800921902617586,0.0458508545394375,0.12725509145046518,0.05505990334803031,0.033367101734919656,-8.096429752310452e-06,-0.029535916740736374
HALLMARK_ALLOGRAFT_REJECTION,0.0741650330959515,0.039075064920962084,-0.07038115727449804,0.031517658647588785,-0.009548007488782585,0.2035536155475631,0.011289838155617987,-0.011522827040686072,0.0906573421254934,0.01899546758836896
HALLMARK_ANDROGEN_RESPONSE,0.015637578965812648,0.1011557568675686,-0.09660647329643121,-0.0227120473315254,0.02555512505865177,0.03440977715032651,-0.02706006214515284,0.07863176991252235,0.07890909343173026,0.016029988253142394
HALLMARK_ANGIOGENESIS,-0.019072068309194442,-0.01134087184678609,-0.14002908237170306,-0.016033266783385878,-0.04860728509418056,0.0563661431632366,0.03236762223871724,0.033557686485132625,0.0860911550475487,0.014718143304961545
HALLMARK_APICAL_JUNCTION,-0.02886312486654961,0.06539246600912894,-0.06830484211420104,0.0325598775256627,0.021194712874533658,0.3106812968847766,-0.020657409472926016,0.0923628900383752,0.041074788037724144,-0.02275960353459928
HALLMARK_APICAL_SURFACE,-0.07634544085500648,0.05156045023003147,0.12697523077912187,0.008449574206324568,0.033532968858099844,0.24128928309933506,0.015790973217147283,-0.01960167479992615,0.06727687710825889,0.08479756959176026
HALLMARK_APOPTOSIS,-0.0047744501410805495,0.012151430269677795,0.013891702308850968,0.001381259931756694,0.010399938353439251,-0.19210414748964733,0.042459532497583996,0.06431547413555014,0.023467362673959567,-0.02610616757216615
HALLMARK_BILE_ACID_METABOLISM,-0.07063775359067774,0.0031276025716340215,-0.14348141582988244,0.012018331563739151,-0.008993728468835508,-0.053787945856628536,0.021339414001202133,0.050579244898256756,-0.009835075873910996,-0.01837880201631747
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02134208383287458,0.050123415286911645,-0.043874256793888275,-0.012090620404446605,-0.00467203150561723,0.16180214784157393,0.023853788684115595,0.018461533520383544,-0.061691477882530966,-0.09746529630751721
HALLMARK_COAGULATION,-0.050662006992254635,0.0915199062162345,-0.12656292658930285,-0.0054664642852010475,-0.04227843870704095,0.3617094976434113,0.006890652546175998,0.0452975439175059,0.054817417034309,-0.022693996709844365
