,MGH258,UKF243,UKF255,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.011483721979387932,0.14671582538806657,0.08766539321876603,0.053781149122901516,-0.011367136743772495,0.036751164490971384,0.07673465633995705,0.06888974723784749,0.1727081847221638,0.17989662969582276,0.06103980245398688,0.052841694316475604,0.17100990154407458,0.08285076514112491
HALLMARK_ALLOGRAFT_REJECTION,-0.02661201503024204,0.0619779211830163,0.0920242021220797,0.01807547135839064,0.015426223549379576,-0.045976445624065755,-0.18098996042714305,0.010858489382626832,0.059113916951726846,0.10857657695859649,0.04069691217657809,0.09714890523552981,0.1072052632540568,-0.05251186301256336
HALLMARK_ANDROGEN_RESPONSE,0.09378328067279865,0.08497288677093977,0.10562391611680942,-0.0070620008085152935,0.029514144725990656,0.05399208064240684,-0.11894067152495857,0.08721353546447949,0.1624609914493404,0.13960675046460286,0.062102588153177714,0.06473639837573654,0.111335309493011,0.05385633571691876
HALLMARK_ANGIOGENESIS,-0.09918498576517396,-0.0713596507548695,0.04856938155798419,0.0322635348774971,-0.03328117405194527,-0.04108250392856073,-0.18575936416283595,-0.0007652359512646431,-0.11003256050974868,-0.06423934820311601,-0.06163085879928548,0.03154076627262035,-0.023769268497425486,-0.011722796316420196
HALLMARK_APICAL_JUNCTION,0.021462298546868916,0.12386681600179052,0.08142947458007978,0.020585719947908067,0.06009719310893636,0.05447860935339425,0.02567021364905923,0.05991950387928553,0.21500390490622867,0.1806483031609759,0.040728343391010835,0.07424366097413423,0.15459584941256105,0.02429986926621688
HALLMARK_APICAL_SURFACE,-0.00463640369421733,0.13491224969641563,0.14786398068267173,0.08963626595468864,0.013867632345087953,0.06562885084614269,0.04085234620114233,0.05789688203468082,0.1558638741008256,0.1390767740837471,-0.02900156901226091,0.013187497934237817,0.1157788415754148,0.055715271604711084
HALLMARK_APOPTOSIS,0.010358785655643458,0.0375683269345345,-0.047385927751421204,0.04674322806950234,0.04808847713202847,0.006439390057270617,0.023674606566576606,-0.04403630354249701,-0.07005384259607336,-0.0924217597011039,0.06025795195503624,0.025330653234993394,0.10135843500374729,0.08264454060785703
HALLMARK_BILE_ACID_METABOLISM,0.06304910829461022,0.1232917955436208,0.07370175532444952,0.014871783574977553,-0.0049028174545578855,0.001156404174017159,-0.006799312975755682,0.06104569776266635,0.16011934576124803,0.12747983609454172,0.02797421095380645,0.0065828213119831155,0.13377340946807897,0.033860921894263145
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10876245592753049,0.07646258577168359,0.0874254700618022,-0.03351738041801644,-0.030183711764353055,0.04488587974418259,-0.13090421201251207,0.06689059454621481,0.1964951905607148,0.19324568114834173,0.022997582373980054,0.008708367146474813,0.1712200575158588,0.037905361437374455
HALLMARK_COAGULATION,0.01513159640679999,0.043477006818364236,0.05290378518231121,-0.010381760907251819,0.07857558209411035,-0.03942520978081609,-0.19147794979645677,0.05517387043835683,0.10641061348100582,0.08114324765352414,0.010802685921710612,-0.015393032284202737,0.14214711637180055,0.0656776081114648
HALLMARK_COMPLEMENT,-0.0060892699076764,0.12007018498099552,0.06363677027949524,0.03508157400872913,-0.043083957690481116,0.032419944902329585,-0.09396630791106139,0.008380040655497691,0.1312522132766689,0.08554051569023667,0.05449620609857604,0.05309769287143658,0.15678021611216075,0.051184753053800755
HALLMARK_DNA_REPAIR,0.07781708420506292,0.15727525608048573,0.09147110804104068,0.03039857909742684,0.031389218294123625,0.05693078370656684,0.10251340774259657,0.05866524558714135,0.18161496486867243,0.19047183380646324,0.033238610389369934,0.12260720978141473,0.18986329085115194,0.02604333970119971
HALLMARK_E2F_TARGETS,0.05533616712744689,0.189601717458738,0.08695008864736645,0.02300832666969145,0.053364100716026194,0.03666447706017888,0.11424155510762317,0.08914468590370704,0.07184389053579579,0.10930489598711893,0.06199530164409416,0.05488511118748716,0.12311738080642932,0.04267580973180472
