,ZH8811Abulk,ZH881T1,ZH881inf,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09907915257803222,-0.02185260551695624,-0.09914607590545714,-0.01693698460429574
HALLMARK_ALLOGRAFT_REJECTION,0.061063237506311464,-0.004405475324153878,-0.05214972495343344,0.03852821489967964
HALLMARK_ANDROGEN_RESPONSE,0.07919463403981296,0.006544690035942359,0.0343828404300004,-0.03168531970395312
HALLMARK_ANGIOGENESIS,-0.07117291510497606,-0.04056416978618048,-0.06976909416465674,-0.01794011574575411
HALLMARK_APICAL_JUNCTION,0.10705000460093458,0.0954062489496049,-0.007861002395227815,0.02660627454717578
HALLMARK_APICAL_SURFACE,0.06332968995634343,0.014467237200642656,-0.005501441166938049,-0.04405778615681105
HALLMARK_APOPTOSIS,-0.05365629631525792,0.00031019412218684877,-0.034107044470433764,-0.056139828311046025
HALLMARK_BILE_ACID_METABOLISM,0.12433710308440525,0.023202560320943234,-0.018590080612729147,-0.030286517130437857
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08923798773886234,-0.003878821497656759,-0.023298634408790632,-0.02420424982487191
HALLMARK_COAGULATION,0.0752582615614231,-0.00017965349993717637,-0.007146287437381372,0.0060239970184060125
HALLMARK_COMPLEMENT,0.05185701103033828,-0.04189871717215385,-0.05471052180210765,0.010654424384785088
HALLMARK_DNA_REPAIR,0.09626305979945803,0.016159039987879993,-0.012194450497656441,-0.03696411457467284
HALLMARK_E2F_TARGETS,-7.229093529240993e-05,0.07553323326649589,-0.04404426096765734,-0.04769295167181773
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03061865228561834,0.038132717547155005,-0.04131866139160814,-0.008373905824256863
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.09398359255810694,0.041211978827913005,0.05838967914501032,-0.038199197805080284
HALLMARK_ESTROGEN_RESPONSE_LATE,0.058808559519525176,0.055186919912499736,-0.09080912703888275,-0.03509089363263862
HALLMARK_FATTY_ACID_METABOLISM,0.015527947907419366,-0.008393139527035734,0.027383161570241416,0.0011512199755988961
HALLMARK_G2M_CHECKPOINT,0.031045642436098565,0.06393118485092585,-0.03715086329313611,-0.05137308049591703
HALLMARK_GLYCOLYSIS,0.05154139464889299,0.04021510764679231,-0.06842525404820847,-0.016060615297933893
HALLMARK_HEDGEHOG_SIGNALING,0.08554138894546011,0.057076434936802437,-0.009381819265723741,0.04027543619300803
HALLMARK_HEME_METABOLISM,0.11600569057504725,0.020783474581365195,-0.04832589141809451,0.013831356616158695
HALLMARK_HYPOXIA,-0.0015740897815203958,-0.023085184366305914,0.03780586754873078,-0.05591041589540624
HALLMARK_IL2_STAT5_SIGNALING,0.10462304408325739,-0.0027711946342283,-0.009658447637370558,-0.00012094589789890674
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.028346642396621793,-0.0026294066989708646,0.045437287719343605,-0.043751020354453364
HALLMARK_INFLAMMATORY_RESPONSE,0.01803199529560615,-0.05031971670791521,-0.015048702333598334,-0.025164411286565557
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08270204338074072,0.03068075544892026,-0.04039734472836035,0.02158362549535141
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03115400480395063,-0.014850000422182782,-0.016479856531457313,-0.058118509684944426
HALLMARK_KRAS_SIGNALING_DN,0.10619466474656655,0.029560464414553247,0.021502868855309686,0.05717769296888316
HALLMARK_KRAS_SIGNALING_UP,0.10878323328174631,0.04249177800630319,0.04075388465970482,0.03748709672978672
HALLMARK_MITOTIC_SPINDLE,0.09520118512948038,0.06815481353665648,-0.006015292116935838,0.025573475016061855
HALLMARK_MTORC1_SIGNALING,0.011767434719946061,0.031242992691998504,0.05878611539819789,-0.02418083534519072
HALLMARK_MYC_TARGETS_V1,0.09249608152208891,0.03895709101751731,-0.05204663963600352,-0.06348424783980522
HALLMARK_MYC_TARGETS_V2,0.02334264551036363,0.0020156153801431055,0.011608804005742794,-0.04368515948715628
HALLMARK_MYOGENESIS,0.09827689876520601,0.07435767455861018,-0.044466799285359244,0.028696567879666186
HALLMARK_NOTCH_SIGNALING,0.0755118326943591,0.039257806345555424,-0.04010423162462561,-0.011484820769484557
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0913577026473478,0.01727140770755679,-0.002263714923057166,-0.01216288225929238
HALLMARK_P53_PATHWAY,0.12137459390349115,-0.03219910914396679,-0.008227665052047377,-0.01170856513483835
HALLMARK_PANCREAS_BETA_CELLS,0.06979206459131403,0.04721375546174258,0.008379357289159454,-0.016614130412340517
HALLMARK_PEROXISOME,0.08329629129117261,0.05956836701878922,-0.033841073946313596,0.028242631848407498
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.09349726280500778,0.07498684557114602,-0.008164788210990632,0.03317955768311171
HALLMARK_PROTEIN_SECRETION,0.09766302482637536,0.028562026080582222,0.026857537935109598,-0.01727714440889034
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.08120021376668454,-0.061855791490503936,-0.053283589122655316,0.055749273197335594
HALLMARK_SPERMATOGENESIS,0.09244813563084198,0.05252279800546354,-0.0012182350793490911,0.04927057511730115
HALLMARK_TGF_BETA_SIGNALING,0.0684722939855522,0.06384946818991641,-0.026673084336841714,-0.056420281619050466
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.0026717935874107732,0.008801985483398611,-0.017954073189964375,-0.07129901884701366
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.11569409901012542,0.03490886379875751,-0.035331151027848444,-0.04476627537868604
HALLMARK_UV_RESPONSE_DN,0.0611330112486611,0.07405745097220201,-0.04204665034923324,-0.05195475100311409
HALLMARK_UV_RESPONSE_UP,0.10373220392414023,0.01853220406325625,0.041989332831711995,-0.015947968130960492
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.11831633331829923,0.010028298639694923,-0.0404532203892427,-0.012051682677665482
HALLMARK_XENOBIOTIC_METABOLISM,0.06937123762141562,-0.027397082863372637,-0.003797672012818853,-0.04148703668823661
