,UKF296,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.019901398447903403,0.006375682920541151,-0.08017457843358415,0.07173543671129268
HALLMARK_ALLOGRAFT_REJECTION,0.005802619441524269,-0.046519338771929736,-0.004314700128991537,-0.07590683470483718
HALLMARK_ANDROGEN_RESPONSE,-0.05767238074217314,-0.03932926751478251,-0.002942301936277143,0.044223002866721005
HALLMARK_ANGIOGENESIS,-0.03438762173937022,0.010140726571151493,0.10358040122850698,-0.019481006800054664
HALLMARK_APICAL_JUNCTION,-0.016593916804040956,-0.025974883052369734,-0.0521372531294515,0.02568467305318187
HALLMARK_APICAL_SURFACE,0.0019961402879371667,-0.02168875132151666,0.01667446488860443,0.03165751890265203
HALLMARK_APOPTOSIS,-0.013312791673456665,-0.01187003699505479,-0.011144837392575047,-0.01736558966440527
HALLMARK_BILE_ACID_METABOLISM,0.029987223869336423,-0.09553837099713369,-0.07344242183567312,0.018445532067381885
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0021071680342613576,0.017002270878115122,-0.09174870390264554,0.04215141522339315
HALLMARK_COAGULATION,-0.03286246734852312,0.023735336022477602,-0.011769466145329718,0.010309691484925353
HALLMARK_COMPLEMENT,-0.0482627900575555,-0.00503722855730268,-0.031027120953783367,0.046574143422689944
HALLMARK_DNA_REPAIR,-0.06716093948952592,0.0013972682074120974,-0.0954960436915305,0.07063755864950015
HALLMARK_E2F_TARGETS,-0.02147772561600077,0.003207439308744299,-0.04018593504667018,0.0012526052661050808
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.01993851389364254,0.025853429646206735,0.06860000169140927,0.020553233916976638
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.019465615664548908,-0.022282413412009372,-0.07254536754067897,0.07706354182279639
HALLMARK_ESTROGEN_RESPONSE_LATE,0.037245988554301744,0.06017359789841294,0.03269321634330569,0.009996305614177976
HALLMARK_FATTY_ACID_METABOLISM,-0.00824075621520017,-0.04381873304302731,-0.04790223299592481,0.06865400861133472
HALLMARK_G2M_CHECKPOINT,-0.04791654626143792,-0.0012778231836979381,-0.004137312704451686,0.008255322740813894
HALLMARK_GLYCOLYSIS,-0.02034746896385457,-0.022040024814893124,-0.008503407277427868,0.08834958847037024
HALLMARK_HEDGEHOG_SIGNALING,-0.04966445783154268,0.007857601701870031,-0.08090360211204624,0.06058158577523846
HALLMARK_HEME_METABOLISM,-0.017338814564822815,-0.017349771191623373,-0.1154861580359322,0.11871131317383908
HALLMARK_HYPOXIA,0.014157358825235944,-0.00812951423741078,0.039049143455593786,0.012539416298501017
HALLMARK_IL2_STAT5_SIGNALING,0.0037228226915343157,-0.03969060441319988,-0.04401850734486289,0.05254966580966796
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04466671776958729,-0.04737453476523709,-0.06178632415100332,0.08804131278600351
HALLMARK_INFLAMMATORY_RESPONSE,-0.03918652175174139,-0.0439546319966731,-0.02020400790927531,0.09380655076529215
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.013001240459001322,-0.038758392564987566,-0.021373843819540946,-0.020973852738839064
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.054717247253271394,0.036118375030032235,0.06357306400741254,0.0016110184035213685
HALLMARK_KRAS_SIGNALING_DN,-0.07173280061836326,-0.04622230593320308,-0.09486129158465748,0.10596178153718878
HALLMARK_KRAS_SIGNALING_UP,-0.0035669743197199177,-0.05027426170337458,-0.07822741283987858,-0.024685926892147003
HALLMARK_MITOTIC_SPINDLE,-0.04290083845974857,-0.035718181543237845,-0.055714347972636594,0.053923791593655936
HALLMARK_MTORC1_SIGNALING,-0.03485326632247256,-0.030230970241500038,0.04531246685226568,0.08486820613261843
HALLMARK_MYC_TARGETS_V1,-0.06140975163118741,-0.009479319185404702,-0.03066858261057368,0.06868973705329888
HALLMARK_MYC_TARGETS_V2,-0.052480169652413776,0.04114836529101811,-0.028721654398889452,0.03920163990741763
HALLMARK_MYOGENESIS,-0.034747620008989316,-0.003208447082101505,-0.07356853350723898,-0.011237228413189203
HALLMARK_NOTCH_SIGNALING,-0.03331515668861165,0.015285681801780157,-0.04975657232836917,0.01949486573981949
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.04437483344629646,-0.018431541859839824,-0.07877689905559712,0.03624760927780642
HALLMARK_P53_PATHWAY,-0.006065334998590534,-0.03202398053869745,-0.019795982832804555,0.06348601235429278
HALLMARK_PANCREAS_BETA_CELLS,-0.060207358921016446,0.01875492486734233,-0.09717863465880651,0.0775518956174441
HALLMARK_PEROXISOME,-0.05464541247996787,0.04200515175128257,-0.007078390639681298,0.062230706738068575
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.07197847510254057,-0.01153789209075705,-0.09167237074640863,0.04557052996390949
HALLMARK_PROTEIN_SECRETION,-0.034588504703892006,-0.014062985253574505,-0.08113661234782583,0.10999880734654267
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.023381827748138587,-0.050395550331429416,-0.06724687224245827,0.051433132948198845
HALLMARK_SPERMATOGENESIS,-0.030444457652857512,0.043263237383328115,-0.05741110273385251,0.05739598464471489
HALLMARK_TGF_BETA_SIGNALING,-0.03271651496050335,-0.010633088334536803,0.024481116369731323,0.025891795146093282
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.031357224495180774,-0.03966117838640487,0.09786927415896392,-0.02242340735031684
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.04053602636345465,-0.024175491782635707,-0.04232238807509993,0.10195192115478284
HALLMARK_UV_RESPONSE_DN,-0.03496075102340637,-0.01518167338228633,-0.002951449798651566,0.05675323464105142
HALLMARK_UV_RESPONSE_UP,-0.05296987846765139,-0.03196848374948391,-0.023574488902907857,0.06489704530450328
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.045750994282720774,-0.013549168902887916,-0.04103209809811033,0.018726611368406004
HALLMARK_XENOBIOTIC_METABOLISM,-0.01852968529767741,0.03927003336702862,-0.08088281140334394,0.048785770651692976
